index,date,REGEN_BRAKE_STATE,1,2,3,4,5,6,7
0,1765915244875,0,0,0,0,0,0,0,0
1,1765915245159,0,0,0,0,0,0,0,0
2,1765915245508,0,0,0,0,0,0,0,0
3,1765915245809,0,0,0,0,0,0,0,0
4,1765915246091,0,0,0,0,0,0,0,0
5,1765915246158,0,0,0,0,0,0,0,0
6,1765915246442,0,0,0,0,0,0,0,0
7,1765915246742,0,0,0,0,0,0,0,0
8,1765915246808,0,0,0,0,0,0,0,0
9,1765915247109,0,0,0,0,0,0,0,0
10,1765915247409,0,0,0,0,0,0,0,0
11,1765915247459,0,0,0,0,0,0,0,0
12,1765915247758,0,0,0,0,0,0,0,0
13,1765915248042,0,0,0,0,0,0,0,0
14,1765915248358,0,0,0,0,0,0,0,0
15,1765915248642,0,0,0,0,0,0,0,0
16,1765915248975,0,0,0,0,0,0,0,0
17,1765915249258,0,0,0,0,0,0,0,0
18,1765915249575,0,0,0,0,0,0,0,0
19,1765915249842,0,0,0,0,0,0,0,0
20,1765915250125,0,0,0,0,0,0,0,0
21,1765915250191,0,0,0,0,0,0,0,0
22,1765915250458,0,0,0,0,0,0,0,0
23,1765915250724,0,0,0,0,0,0,0,0
24,1765915251075,0,0,0,0,0,0,0,0
25,1765915251342,0,0,0,0,0,0,0,0
26,1765915251675,0,0,0,0,0,0,0,0
27,1765915251958,0,0,0,0,0,0,0,0
28,1765915252242,0,0,0,0,0,0,0,0
29,1765915252292,0,0,0,0,0,0,0,0
30,1765915252576,0,0,0,0,0,0,0,0
31,1765915252859,0,0,0,0,0,0,0,0
32,1765915253175,0,0,0,0,0,0,0,0
33,1765915253459,0,0,0,0,0,0,0,0
34,1765915253792,0,0,0,0,0,0,0,0
35,1765915254058,0,0,0,0,0,0,0,0
36,1765915254392,0,0,0,0,0,0,0,0
37,1765915254675,0,0,0,0,0,0,0,0
38,1765915254975,0,0,0,0,0,0,0,0
39,1765915255293,0,0,0,0,0,0,0,0
40,1765915255575,0,0,0,0,0,0,0,0
41,1765915255891,0,0,0,0,0,0,0,0
42,1765915256192,0,0,0,0,0,0,0,0
43,1765915256508,0,0,0,0,0,0,0,0
44,1765915256791,0,0,0,0,0,0,0,0
45,1765915257075,0,0,0,0,0,0,0,0
46,1765915257108,0,0,0,0,0,0,0,0
47,1765915257408,0,0,0,0,0,0,0,0
48,1765915257675,0,0,0,0,0,0,0,0
49,1765915258008,0,0,0,0,0,0,0,0
50,1765915258291,0,0,0,0,0,0,0,0
51,1765915258625,0,0,0,0,0,0,0,0
52,1765915258892,0,0,0,0,0,0,0,0
53,1765915259175,0,0,0,0,0,0,0,0
54,1765915259225,0,0,0,0,0,0,0,0
55,1765915259508,0,0,0,0,0,0,0,0
56,1765915259775,0,0,0,0,0,0,0,0
57,1765915260108,0,0,0,0,0,0,0,0
58,1765915260375,0,0,0,0,0,0,0,0
59,1765915260692,0,0,0,0,0,0,0,0
60,1765915260991,0,0,0,0,0,0,0,0
61,1765915261275,0,0,0,0,0,0,0,0
62,1765915261308,0,0,0,0,0,0,0,0
63,1765915261608,0,0,0,0,0,0,0,0
64,1765915261891,0,0,0,0,0,0,0,0
65,1765915262208,0,0,0,0,0,0,0,0
66,1765915262491,0,0,0,0,0,0,0,0
67,1765915262825,0,0,0,0,0,0,0,0
68,1765915263108,0,0,0,0,0,0,0,0
69,1765915263425,0,0,0,0,0,0,0,0
70,1765915263693,0,0,0,0,0,0,0,0
71,1765915263978,0,0,0,0,0,0,0,0
72,1765915264310,0,0,0,0,0,0,0,0
73,1765915264591,0,0,0,0,0,0,0,0
74,1765915264909,0,0,0,0,0,0,0,0
75,1765915265192,0,0,0,0,0,0,0,0
76,1765915265509,0,0,0,0,0,0,0,0
77,1765915265809,0,0,0,0,0,0,0,0
78,1765915266093,0,0,0,0,0,0,0,0
79,1765915266412,0,0,0,0,0,0,0,0
80,1765915266691,0,0,0,0,0,0,0,0
81,1765915267025,0,0,0,0,0,0,0,0
82,1765915267291,0,0,0,0,0,0,0,0
83,1765915267643,0,0,0,0,0,0,0,0
84,1765915267924,0,0,0,0,0,0,0,0
85,1765915268191,0,0,0,0,0,0,0,0
86,1765915268241,0,0,0,0,0,0,0,0
87,1765915268525,0,0,0,0,0,0,0,0
88,1765915268809,0,0,0,0,0,0,0,0
89,1765915269125,0,0,0,0,0,0,0,0
