index,date,MODE_ID,TORQUE_GAIN_ID,ODOM_DISTANCE_P,ODOM_DISTANCE_T,1,2,3,4
0,1765915244825,1,10,0,0,0,0,0,0
1,1765915245109,1,10,0,0,0,0,0,0
2,1765915245392,1,10,0,0,0,0,0,0
3,1765915245475,1,10,0,0,0,0,0,0
4,1765915245758,1,10,0,0,0,0,0,0
5,1765915246042,1,10,0,0,0,0,0,0
6,1765915246108,1,10,0,0,0,0,0,0
7,1765915246408,1,10,0,0,0,0,0,0
8,1765915246691,1,10,0,0,0,0,0,0
9,1765915246759,1,10,0,0,0,0,0,0
10,1765915247059,1,10,0,0,0,0,0,0
11,1765915247358,1,10,0,0,0,0,0,0
12,1765915247425,1,10,0,0,0,0,0,0
13,1765915247708,1,10,0,0,0,0,0,0
14,1765915247975,1,10,0,0,0,0,0,0
15,1765915248325,1,10,0,0,0,0,0,0
16,1765915248591,1,10,0,0,0,0,0,0
17,1765915248925,1,10,0,0,0,0,0,0
18,1765915249209,1,10,0,0,0,0,0,0
19,1765915249475,1,10,0,0,0,0,0,0
20,1765915249525,1,10,0,0,0,0,0,0
21,1765915249808,1,10,0,0,0,0,0,0
22,1765915250092,1,10,0,0,0,0,0,0
23,1765915250409,1,10,0,0,0,0,0,0
24,1765915250692,1,10,0,0,0,0,0,0
25,1765915251009,1,10,0,0,0,0,0,0
26,1765915251308,1,10,0,0,0,0,0,0
27,1765915251625,1,10,0,0,0,0,0,0
28,1765915251908,1,10,0,0,0,0,0,0
29,1765915252209,1,10,0,0,0,0,0,0
30,1765915252525,1,10,0,0,0,0,0,0
31,1765915252808,1,10,0,0,0,0,0,0
32,1765915253142,1,10,0,0,0,0,0,0
33,1765915253425,1,10,0,0,0,0,0,0
34,1765915253741,1,10,0,0,0,0,0,0
35,1765915254025,1,10,0,0,0,0,0,0
36,1765915254309,1,10,0,0,0,0,0,0
37,1765915254642,1,10,0,0,0,0,0,0
38,1765915254925,1,10,0,0,0,0,0,0
39,1765915255242,1,10,0,0,0,0,0,0
40,1765915255525,1,10,0,0,0,0,0,0
41,1765915255858,1,10,0,0,0,0,0,0
42,1765915256141,1,10,0,0,0,0,0,0
43,1765915256425,1,10,0,0,0,0,0,0
44,1765915256475,1,10,0,0,0,0,0,0
45,1765915256758,1,10,0,0,0,0,0,0
46,1765915257025,1,10,0,0,0,0,0,0
47,1765915257358,1,10,0,0,0,0,0,0
48,1765915257624,1,10,0,0,0,0,0,0
49,1765915257958,1,10,0,0,0,0,0,0
50,1765915258242,1,10,0,0,0,0,0,0
51,1765915258558,1,10,0,0,0,0,0,0
52,1765915258858,1,10,0,0,0,0,0,0
53,1765915259125,1,10,0,0,0,0,0,0
54,1765915259459,1,10,0,0,0,0,0,0
55,1765915259741,1,10,0,0,0,0,0,0
56,1765915260058,1,10,0,0,0,0,0,0
57,1765915260342,1,10,0,0,0,0,0,0
58,1765915260658,1,10,0,0,0,0,0,0
59,1765915260942,1,10,0,0,0,0,0,0
60,1765915261241,1,10,0,0,0,0,0,0
61,1765915261558,1,10,0,0,0,0,0,0
62,1765915261841,1,10,0,0,0,0,0,0
63,1765915262157,1,10,0,0,0,0,0,0
64,1765915262442,1,10,0,0,0,0,0,0
65,1765915262775,1,10,0,0,0,0,0,0
66,1765915263042,1,10,0,0,0,0,0,0
67,1765915263325,1,10,0,0,0,0,0,0
68,1765915263642,1,10,0,0,0,0,0,0
69,1765915263943,1,10,0,0,0,0,0,0
70,1765915264243,1,10,0,0,0,0,0,0
71,1765915264544,1,10,0,0,0,0,0,0
