index,date,INVERSOR_STATE,FAILURE,ALARM,1,2,3,4,5
0,1765915244992,0,0,0,0,0,0,0,0
1,1765915245275,0,0,0,0,0,0,0,0
2,1765915245642,0,0,0,0,0,0,0,0
3,1765915245924,0,0,0,0,0,0,0,0
4,1765915246292,0,0,0,0,0,0,0,0
5,1765915246575,0,0,0,0,0,0,0,0
6,1765915246925,0,0,0,0,0,0,0,0
7,1765915247209,0,0,0,0,0,0,0,0
8,1765915247576,0,0,0,0,0,0,0,0
9,1765915247858,0,0,0,0,0,0,0,0
10,1765915248192,0,0,0,0,0,0,0,0
11,1765915248474,0,0,0,0,0,0,0,0
12,1765915248759,0,0,0,0,0,0,0,0
13,1765915248792,0,0,0,0,0,0,0,0
14,1765915249075,0,0,0,0,0,0,0,0
15,1765915249358,0,0,0,0,0,0,0,0
16,1765915249675,0,0,0,0,0,0,0,0
17,1765915249975,0,0,0,0,0,0,0,0
18,1765915250292,0,0,0,0,0,0,0,0
19,1765915250592,0,0,0,0,0,0,0,0
20,1765915250908,0,0,0,0,0,0,0,0
21,1765915251192,0,0,0,0,0,0,0,0
22,1765915251475,0,0,0,0,0,0,0,0
23,1765915251809,0,0,0,0,0,0,0,0
24,1765915252092,0,0,0,0,0,0,0,0
25,1765915252408,0,0,0,0,0,0,0,0
26,1765915252692,0,0,0,0,0,0,0,0
27,1765915253009,0,0,0,0,0,0,0,0
28,1765915253308,0,0,0,0,0,0,0,0
29,1765915253576,0,0,0,0,0,0,0,0
30,1765915253624,0,0,0,0,0,0,0,0
31,1765915253908,0,0,0,0,0,0,0,0
32,1765915254191,0,0,0,0,0,0,0,0
33,1765915254525,0,0,0,0,0,0,0,0
34,1765915254791,0,0,0,0,0,0,0,0
35,1765915255125,0,0,0,0,0,0,0,0
36,1765915255408,0,0,0,0,0,0,0,0
37,1765915255744,0,0,0,0,0,0,0,0
38,1765915255757,0,0,0,0,0,0,0,0
39,1765915256025,0,0,0,0,0,0,0,0
40,1765915256309,0,0,0,0,0,0,0,0
41,1765915256625,0,0,0,0,0,0,0,0
42,1765915256908,0,0,0,0,0,0,0,0
43,1765915257242,0,0,0,0,0,0,0,0
44,1765915257508,0,0,0,0,0,0,0,0
45,1765915257843,0,0,0,0,0,0,0,0
46,1765915258125,0,0,0,0,0,0,0,0
47,1765915258409,0,0,0,0,0,0,0,0
48,1765915258723,0,0,0,0,0,0,0,0
49,1765915259008,0,0,0,0,0,0,0,0
50,1765915259325,0,0,0,0,0,0,0,0
51,1765915259625,0,0,0,0,0,0,0,0
52,1765915259941,0,0,0,0,0,0,0,0
53,1765915260225,0,0,0,0,0,0,0,0
54,1765915260508,0,0,0,0,0,0,0,0
55,1765915260558,0,0,0,0,0,0,0,0
56,1765915260825,0,0,0,0,0,0,0,0
57,1765915261125,0,0,0,0,0,0,0,0
58,1765915261425,0,0,0,0,0,0,0,0
59,1765915261708,0,0,0,0,0,0,0,0
60,1765915262041,0,0,0,0,0,0,0,0
61,1765915262308,0,0,0,0,0,0,0,0
62,1765915262608,0,0,0,0,0,0,0,0
