index,date,Temperatura,1,2,3,4,5,6,7
206,1762631674306,-159,0,0,0,24832,0,0,0
207,1762631674339,-151,0,0,0,26880,0,0,0
208,1762631674356,-145,0,0,0,28416,0,0,0
209,1762631674373,-156,0,0,0,25600,0,0,0
210,1762631674390,-161,0,0,0,24320,0,0,0
211,1762631674406,-148,0,0,0,27648,0,0,0
212,1762631674423,-153,0,0,0,26368,0,0,0
213,1762631674456,-155,0,0,0,25856,0,0,0
214,1762631674472,-151,0,0,0,26880,0,0,0
215,1762631674489,-148,0,0,0,27648,0,0,0
216,1762631674505,-159,0,0,0,24832,0,0,0
217,1762631674541,-151,0,0,0,26880,0,0,0
218,1762631674556,-146,0,0,0,28160,0,0,0
219,1762631674572,-145,0,0,0,28416,0,0,0
220,1762631674589,-152,0,0,0,26624,0,0,0
221,1762631674606,-163,0,0,0,23808,0,0,0
222,1762631674639,-161,0,0,0,24320,0,0,0
223,1762631674656,-157,0,0,0,25344,0,0,0
224,1762631674672,-148,0,0,0,27648,0,0,0
225,1762631674689,-145,0,0,0,28416,0,0,0
226,1762631674705,-151,0,0,0,26880,0,0,0
227,1762631674739,-145,0,0,0,28416,0,0,0
228,1762631674756,-146,0,0,0,28160,0,0,0
229,1762631674772,-154,0,0,0,26112,0,0,0
230,1762631674790,-145,0,0,0,28416,0,0,0
231,1762631674805,-147,0,0,0,27904,0,0,0
232,1762631674824,-151,0,0,0,26880,0,0,0
233,1762631674856,-145,0,0,0,28416,0,0,0
234,1762631674872,-152,0,0,0,26624,0,0,0
235,1762631674889,-148,0,0,0,27648,0,0,0
236,1762631674905,-143,0,0,0,28928,0,0,0
237,1762631674940,-158,0,0,0,25088,0,0,0
238,1762631674956,-139,0,0,0,29952,0,0,0
239,1762631674972,-144,0,0,0,28672,0,0,0
240,1762631674988,-154,0,0,0,26112,0,0,0
241,1762631675005,-157,0,0,0,25344,0,0,0
242,1762631675039,-153,0,0,0,26368,0,0,0
243,1762631675056,-151,0,0,0,26880,0,0,0
244,1762631675074,-159,0,0,0,24832,0,0,0
245,1762631675089,-141,0,0,0,29440,0,0,0
246,1762631675105,-147,0,0,0,27904,0,0,0
247,1762631675123,-153,0,0,0,26368,0,0,0
248,1762631675155,-155,0,0,0,25856,0,0,0
249,1762631675172,-146,0,0,0,28160,0,0,0
250,1762631675189,-159,0,0,0,24832,0,0,0
251,1762631675206,-148,0,0,0,27648,0,0,0
252,1762631675238,-151,0,0,0,26880,0,0,0
253,1762631675255,-143,0,0,0,28928,0,0,0
254,1762631675272,-146,0,0,0,28160,0,0,0
255,1762631675288,-150,0,0,0,27136,0,0,0
256,1762631675305,-155,0,0,0,25856,0,0,0
257,1762631675338,-151,0,0,0,26880,0,0,0
258,1762631675355,-153,0,0,0,26368,0,0,0
259,1762631675371,-151,0,0,0,26880,0,0,0
260,1762631675388,-151,0,0,0,26880,0,0,0
261,1762631675405,-145,0,0,0,28416,0,0,0
262,1762631675438,-150,0,0,0,27136,0,0,0
263,1762631675455,-143,0,0,0,28928,0,0,0
264,1762631675471,-146,0,0,0,28160,0,0,0
265,1762631675488,-146,0,0,0,28160,0,0,0
266,1762631675505,-154,0,0,0,26112,0,0,0
267,1762631675538,-148,0,0,0,27648,0,0,0
268,1762631675555,-137,0,0,0,30464,0,0,0
269,1762631675571,-152,0,0,0,26624,0,0,0
270,1762631675588,-141,0,0,0,29440,0,0,0
271,1762631675605,-147,0,0,0,27904,0,0,0
272,1762631675638,-153,0,0,0,26368,0,0,0
273,1762631675654,-140,0,0,0,29696,0,0,0
274,1762631675671,-140,0,0,0,29696,0,0,0
275,1762631675688,-140,0,0,0,29696,0,0,0
276,1762631675704,-147,0,0,0,27904,0,0,0
277,1762631675738,-146,0,0,0,28160,0,0,0
278,1762631675754,-139,0,0,0,29952,0,0,0
279,1762631675771,-146,0,0,0,28160,0,0,0
280,1762631675788,-138,0,0,0,30208,0,0,0
281,1762631675804,-142,0,0,0,29184,0,0,0
282,1762631675838,-147,0,0,0,27904,0,0,0
283,1762631675854,-145,0,0,0,28416,0,0,0
284,1762631675871,-142,0,0,0,29184,0,0,0
285,1762631675889,-138,0,0,0,30208,0,0,0
286,1762631675904,-142,0,0,0,29184,0,0,0
287,1762631675937,-142,0,0,0,29184,0,0,0
288,1762631675954,-142,0,0,0,29184,0,0,0
289,1762631675971,-140,0,0,0,29696,0,0,0
290,1762631675988,-142,0,0,0,29184,0,0,0
291,1762631676005,-138,0,0,0,30208,0,0,0
292,1762631676038,-146,0,0,0,28160,0,0,0
293,1762631676054,-144,0,0,0,28672,0,0,0
294,1762631676071,-144,0,0,0,28672,0,0,0
295,1762631676087,-140,0,0,0,29696,0,0,0
296,1762631676104,-134,0,0,0,31232,0,0,0
297,1762631676138,-147,0,0,0,27904,0,0,0
298,1762631676154,-141,0,0,0,29440,0,0,0
299,1762631676171,-144,0,0,0,28672,0,0,0
300,1762631676187,-142,0,0,0,29184,0,0,0
301,1762631676204,-140,0,0,0,29696,0,0,0
302,1762631676237,-138,0,0,0,30208,0,0,0
303,1762631676254,-138,0,0,0,30208,0,0,0
304,1762631676271,-138,0,0,0,30208,0,0,0
305,1762631676287,-136,0,0,0,30720,0,0,0
306,1762631676304,-150,0,0,0,27136,0,0,0
307,1762631676322,-143,0,0,0,28928,0,0,0
308,1762631676354,-150,0,0,0,27136,0,0,0
309,1762631676371,-143,0,0,0,28928,0,0,0
310,1762631676388,-146,0,0,0,28160,0,0,0
311,1762631676404,-142,0,0,0,29184,0,0,0
312,1762631676423,-138,0,0,0,30208,0,0,0
313,1762631676454,-142,0,0,0,29184,0,0,0
314,1762631676471,-142,0,0,0,29184,0,0,0
315,1762631676487,-138,0,0,0,30208,0,0,0
316,1762631676504,-136,0,0,0,30720,0,0,0
317,1762631676537,-144,0,0,0,28672,0,0,0
318,1762631676554,-138,0,0,0,30208,0,0,0
319,1762631676570,-146,0,0,0,28160,0,0,0
320,1762631676587,-147,0,0,0,27904,0,0,0
321,1762631676604,-148,0,0,0,27648,0,0,0
322,1762631676637,-143,0,0,0,28928,0,0,0
323,1762631676654,-142,0,0,0,29184,0,0,0
324,1762631676670,-138,0,0,0,30208,0,0,0
325,1762631676687,-140,0,0,0,29696,0,0,0
326,1762631676704,-144,0,0,0,28672,0,0,0
327,1762631676737,-146,0,0,0,28160,0,0,0
328,1762631676754,-138,0,0,0,30208,0,0,0
329,1762631676770,-147,0,0,0,27904,0,0,0
330,1762631676787,-152,0,0,0,26624,0,0,0
331,1762631676803,-139,0,0,0,29952,0,0,0
332,1762631676822,-140,0,0,0,29696,0,0,0
333,1762631676882,-142,0,0,0,29184,0,0,0
334,1762631676887,-136,0,0,0,30720,0,0,0
335,1762631676887,-142,0,0,0,29184,0,0,0
336,1762631676904,-146,0,0,0,28160,0,0,0
337,1762631676922,-140,0,0,0,29696,0,0,0
338,1762631676954,-138,0,0,0,30208,0,0,0
339,1762631676970,-137,0,0,0,30464,0,0,0
340,1762631676987,-136,0,0,0,30720,0,0,0
341,1762631677003,-134,0,0,0,31232,0,0,0
342,1762631677038,-136,0,0,0,30720,0,0,0
343,1762631677054,-136,0,0,0,30720,0,0,0
344,1762631677071,-136,0,0,0,30720,0,0,0
345,1762631677087,-140,0,0,0,29696,0,0,0
346,1762631677103,-134,0,0,0,31232,0,0,0
347,1762631677138,-138,0,0,0,30208,0,0,0
348,1762631677153,-142,0,0,0,29184,0,0,0
349,1762631677170,-140,0,0,0,29696,0,0,0
350,1762631677187,-136,0,0,0,30720,0,0,0
351,1762631677203,-142,0,0,0,29184,0,0,0
352,1762631677239,-140,0,0,0,29696,0,0,0
353,1762631677253,-144,0,0,0,28672,0,0,0
354,1762631677270,-136,0,0,0,30720,0,0,0
355,1762631677286,-138,0,0,0,30208,0,0,0
356,1762631677303,-132,0,0,0,31744,0,0,0
357,1762631677336,-138,0,0,0,30208,0,0,0
358,1762631677353,-140,0,0,0,29696,0,0,0
359,1762631677370,-128,0,0,0,-32768,0,0,0
360,1762631677386,-136,0,0,0,30720,0,0,0
361,1762631677403,-136,0,0,0,30720,0,0,0
362,1762631677437,-140,0,0,0,29696,0,0,0
363,1762631677454,-140,0,0,0,29696,0,0,0
364,1762631677470,-132,0,0,0,31744,0,0,0
365,1762631677486,-134,0,0,0,31232,0,0,0
366,1762631677503,-140,0,0,0,29696,0,0,0
367,1762631677537,-132,0,0,0,31744,0,0,0
368,1762631677553,-132,0,0,0,31744,0,0,0
369,1762631677570,-136,0,0,0,30720,0,0,0
370,1762631677586,-132,0,0,0,31744,0,0,0
371,1762631677603,-138,0,0,0,30208,0,0,0
372,1762631677621,-132,0,0,0,31744,0,0,0
373,1762631677654,-140,0,0,0,29696,0,0,0
374,1762631677670,-132,0,0,0,31744,0,0,0
375,1762631677686,-132,0,0,0,31744,0,0,0
376,1762631677703,-138,0,0,0,30208,0,0,0
377,1762631677737,-140,0,0,0,29696,0,0,0
378,1762631677754,-138,0,0,0,30208,0,0,0
379,1762631677769,-134,0,0,0,31232,0,0,0
380,1762631677786,-132,0,0,0,31744,0,0,0
381,1762631677803,-140,0,0,0,29696,0,0,0
382,1762631677836,-144,0,0,0,28672,0,0,0
383,1762631677853,-130,0,0,0,32256,0,0,0
384,1762631677870,-134,0,0,0,31232,0,0,0
385,1762631677887,-134,0,0,0,31232,0,0,0
386,1762631677903,-130,0,0,0,32256,0,0,0
387,1762631677939,-136,0,0,0,30720,0,0,0
388,1762631677954,-138,0,0,0,30208,0,0,0
389,1762631677970,-134,0,0,0,31232,0,0,0
390,1762631677986,-136,0,0,0,30720,0,0,0
391,1762631678003,-136,0,0,0,30720,0,0,0
392,1762631678037,-142,0,0,0,29184,0,0,0
393,1762631678055,-140,0,0,0,29696,0,0,0
394,1762631678069,-147,0,0,0,27904,0,0,0
395,1762631678086,-138,0,0,0,30208,0,0,0
396,1762631678103,-142,0,0,0,29184,0,0,0
397,1762631678120,-138,0,0,0,30208,0,0,0
398,1762631678152,-144,0,0,0,28672,0,0,0
399,1762631678169,-130,0,0,0,32256,0,0,0
400,1762631678186,-140,0,0,0,29696,0,0,0
401,1762631678202,-134,0,0,0,31232,0,0,0
402,1762631678236,-142,0,0,0,29184,0,0,0
403,1762631678252,-134,0,0,0,31232,0,0,0
404,1762631678269,-138,0,0,0,30208,0,0,0
405,1762631678286,-138,0,0,0,30208,0,0,0
406,1762631678302,-136,0,0,0,30720,0,0,0
407,1762631678337,-136,0,0,0,30720,0,0,0
408,1762631678352,-134,0,0,0,31232,0,0,0
409,1762631678369,-130,0,0,0,32256,0,0,0
410,1762631678386,-138,0,0,0,30208,0,0,0
411,1762631678402,-140,0,0,0,29696,0,0,0
412,1762631678437,-138,0,0,0,30208,0,0,0
413,1762631678454,-134,0,0,0,31232,0,0,0
414,1762631678469,-132,0,0,0,31744,0,0,0
415,1762631678486,-136,0,0,0,30720,0,0,0
416,1762631678502,-142,0,0,0,29184,0,0,0
417,1762631678536,-132,0,0,0,31744,0,0,0
418,1762631678552,-136,0,0,0,30720,0,0,0
419,1762631678569,-138,0,0,0,30208,0,0,0
420,1762631678585,-132,0,0,0,31744,0,0,0
421,1762631678602,-138,0,0,0,30208,0,0,0
422,1762631678635,-128,0,0,0,-32768,0,0,0
423,1762631678652,-132,0,0,0,31744,0,0,0
424,1762631678669,-138,0,0,0,30208,0,0,0
425,1762631678685,-134,0,0,0,31232,0,0,0
426,1762631678702,-134,0,0,0,31232,0,0,0
427,1762631678735,-134,0,0,0,31232,0,0,0
428,1762631678753,-134,0,0,0,31232,0,0,0
429,1762631678769,-138,0,0,0,30208,0,0,0
430,1762631678785,-134,0,0,0,31232,0,0,0
431,1762631678802,-142,0,0,0,29184,0,0,0
432,1762631678819,-128,0,0,0,-32768,0,0,0
433,1762631678852,-134,0,0,0,31232,0,0,0
434,1762631678871,-134,0,0,0,31232,0,0,0
435,1762631678886,-134,0,0,0,31232,0,0,0
436,1762631678902,-132,0,0,0,31744,0,0,0
437,1762631678919,-134,0,0,0,31232,0,0,0
438,1762631678952,-136,0,0,0,30720,0,0,0
439,1762631678968,-142,0,0,0,29184,0,0,0
440,1762631678985,-136,0,0,0,30720,0,0,0
441,1762631679002,-136,0,0,0,30720,0,0,0
442,1762631679018,-138,0,0,0,30208,0,0,0
443,1762631679052,-138,0,0,0,30208,0,0,0
444,1762631679069,-132,0,0,0,31744,0,0,0
445,1762631679085,-134,0,0,0,31232,0,0,0
446,1762631679102,-138,0,0,0,30208,0,0,0
447,1762631679118,-130,0,0,0,32256,0,0,0
448,1762631679153,-138,0,0,0,30208,0,0,0
449,1762631679168,-136,0,0,0,30720,0,0,0
450,1762631679185,-140,0,0,0,29696,0,0,0
451,1762631679201,-134,0,0,0,31232,0,0,0
452,1762631679218,-130,0,0,0,32256,0,0,0
453,1762631679251,-130,0,0,0,32256,0,0,0
454,1762631679270,-132,0,0,0,31744,0,0,0
455,1762631679286,-132,0,0,0,31744,0,0,0
456,1762631679301,-128,0,0,0,-32768,0,0,0
457,1762631679318,-130,0,0,0,32256,0,0,0
458,1762631679351,-136,0,0,0,30720,0,0,0
459,1762631679369,-130,0,0,0,32256,0,0,0
460,1762631679385,-134,0,0,0,31232,0,0,0
461,1762631679401,-136,0,0,0,30720,0,0,0
462,1762631679418,-134,0,0,0,31232,0,0,0
463,1762631679452,-140,0,0,0,29696,0,0,0
464,1762631679469,-134,0,0,0,31232,0,0,0
465,1762631679485,-134,0,0,0,31232,0,0,0
466,1762631679504,-132,0,0,0,31744,0,0,0
467,1762631679519,-130,0,0,0,32256,0,0,0
468,1762631679551,-132,0,0,0,31744,0,0,0
469,1762631679568,-138,0,0,0,30208,0,0,0
470,1762631679585,-128,0,0,0,-32768,0,0,0
471,1762631679601,-144,0,0,0,28672,0,0,0
472,1762631679618,-132,0,0,0,31744,0,0,0
473,1762631679651,-138,0,0,0,30208,0,0,0
474,1762631679669,-147,0,0,0,27904,0,0,0
475,1762631679685,-135,0,0,0,30976,0,0,0
476,1762631679701,-130,0,0,0,32256,0,0,0
477,1762631679718,-132,0,0,0,31744,0,0,0
478,1762631679751,-128,0,0,0,-32768,0,0,0
479,1762631679768,-134,0,0,0,31232,0,0,0
480,1762631679785,-138,0,0,0,30208,0,0,0
481,1762631679802,-136,0,0,0,30720,0,0,0
482,1762631679818,-134,0,0,0,31232,0,0,0
483,1762631679851,-134,0,0,0,31232,0,0,0
484,1762631679868,-134,0,0,0,31232,0,0,0
485,1762631679884,-136,0,0,0,30720,0,0,0
486,1762631679901,-132,0,0,0,31744,0,0,0
487,1762631679917,-132,0,0,0,31744,0,0,0
488,1762631679951,-136,0,0,0,30720,0,0,0
489,1762631679967,-132,0,0,0,31744,0,0,0
490,1762631679984,-132,0,0,0,31744,0,0,0
491,1762631680001,-130,0,0,0,32256,0,0,0
492,1762631680035,-138,0,0,0,30208,0,0,0
493,1762631680051,-136,0,0,0,30720,0,0,0
494,1762631680068,-132,0,0,0,31744,0,0,0
495,1762631680085,-136,0,0,0,30720,0,0,0
496,1762631680101,-122,0,0,0,-31232,0,0,0
497,1762631680117,-130,0,0,0,32256,0,0,0
498,1762631680151,-128,0,0,0,-32768,0,0,0
499,1762631680167,-142,0,0,0,29184,0,0,0
500,1762631680184,-142,0,0,0,29184,0,0,0
501,1762631680201,-132,0,0,0,31744,0,0,0
502,1762631680217,-138,0,0,0,30208,0,0,0
503,1762631680251,-134,0,0,0,31232,0,0,0
504,1762631680267,-130,0,0,0,32256,0,0,0
505,1762631680284,-130,0,0,0,32256,0,0,0
506,1762631680301,-132,0,0,0,31744,0,0,0
507,1762631680335,-138,0,0,0,30208,0,0,0
508,1762631680351,-134,0,0,0,31232,0,0,0
509,1762631680367,-132,0,0,0,31744,0,0,0
510,1762631680384,-128,0,0,0,-32768,0,0,0
511,1762631680400,-142,0,0,0,29184,0,0,0
512,1762631680418,-124,0,0,0,-31744,0,0,0
513,1762631680450,-130,0,0,0,32256,0,0,0
514,1762631680467,-138,0,0,0,30208,0,0,0
515,1762631680485,-130,0,0,0,32256,0,0,0
516,1762631680500,-136,0,0,0,30720,0,0,0
517,1762631680534,-138,0,0,0,30208,0,0,0
518,1762631680550,-134,0,0,0,31232,0,0,0
519,1762631680567,-134,0,0,0,31232,0,0,0
520,1762631680584,-130,0,0,0,32256,0,0,0
521,1762631680600,-138,0,0,0,30208,0,0,0
522,1762631680634,-132,0,0,0,31744,0,0,0
523,1762631680651,-130,0,0,0,32256,0,0,0
524,1762631680667,-136,0,0,0,30720,0,0,0
525,1762631680684,-134,0,0,0,31232,0,0,0
526,1762631680700,-128,0,0,0,-32768,0,0,0
527,1762631680735,-130,0,0,0,32256,0,0,0
528,1762631680750,-140,0,0,0,29696,0,0,0
529,1762631680767,-130,0,0,0,32256,0,0,0
530,1762631680783,-128,0,0,0,-32768,0,0,0
531,1762631680800,-126,0,0,0,-32256,0,0,0
532,1762631680833,-140,0,0,0,29696,0,0,0
533,1762631680852,-134,0,0,0,31232,0,0,0
534,1762631680867,-126,0,0,0,-32256,0,0,0
535,1762631680884,-130,0,0,0,32256,0,0,0
