index,date,KP,TI,SLIP
0,1782588357792,0,0,0
1,1782588357909,0,0,0
2,1782588358592,0,0,0
3,1782588358708,0,0,0
4,1782588359507,0,0,0
5,1782588360340,0,0,0
6,1782588360406,0,0,0
7,1782588362221,0,0,0
8,1782588362571,0,0,0
9,1782588363454,0,0,0
10,1782588363687,0,0,0
11,1782588367600,0,0,0
12,1782588368783,0,0,0
13,1782588368916,0,0,0
14,1782588369666,0,0,0
15,1782588370514,0,0,0
16,1782588370648,0,0,0
17,1782588371414,0,0,0
18,1782588372130,0,0,0
19,1782588372880,0,0,0
20,1782588373495,0,0,0
21,1782588373545,0,0,0
22,1782588374195,0,0,0
23,1782588374295,0,0,0
24,1782588374678,0,0,0
25,1782588375028,0,0,0
26,1782588375244,0,0,0
27,1782588375544,0,0,0
28,1782588375761,0,0,0
29,1782588376127,0,0,0
30,1782588376494,0,0,0
31,1782588378358,0,0,0
32,1782588378641,0,0,0
33,1782588380689,0,0,0
34,1782588381123,0,0,0
35,1782588381355,0,0,0
36,1782588381855,0,0,0
37,1782588382172,0,0,0
38,1782588382471,0,0,0
39,1782588382788,0,0,0
40,1782588383171,0,0,0
41,1782588383504,0,0,0
42,1782588383987,0,0,0
43,1782588384319,0,0,0
44,1782588384652,0,0,0
45,1782588384969,0,0,0
46,1782588388183,0,0,0
47,1782588388549,0,0,0
48,1782588389882,0,0,0
49,1782588390282,0,0,0
50,1782588390581,0,0,0
51,1782588390964,0,0,0
52,1782588391130,0,0,0
53,1782588391414,0,0,0
54,1782588391696,0,0,0
55,1782588392030,0,0,0
56,1782588392296,0,0,0
57,1782588392662,0,0,0
58,1782588392945,0,0,0
59,1782588393312,0,0,0
60,1782588393579,0,0,0
61,1782588394078,0,0,0
62,1782588394311,0,0,0
63,1782588394711,0,0,0
64,1782588395027,0,0,0
65,1782588395361,0,0,0
66,1782588395644,0,0,0
67,1782588396243,0,0,0
68,1782588396509,0,0,0
69,1782588398707,0,0,0
70,1782588399391,0,0,0
71,1782588399723,0,0,0
72,1782588399940,0,0,0
73,1782588400323,0,0,0
74,1782588400823,0,0,0
75,1782588402154,0,0,0
76,1782588403637,0,0,0
77,1782588403986,0,0,0
78,1782588404253,0,0,0
79,1782588404503,0,0,0
80,1782588404769,0,0,0
81,1782588404953,0,0,0
82,1782588405736,0,0,0
83,1782588406551,0,0,0
84,1782588407367,0,0,0
85,1782588407451,0,0,0
86,1782588408250,0,0,0
87,1782588409049,0,0,0
88,1782588409182,0,0,0
89,1782588410015,0,0,0
90,1782588410781,0,0,0
91,1782588410897,0,0,0
92,1782588411613,0,0,0
93,1782588411714,0,0,0
94,1782588412513,0,0,0
95,1782588413329,0,0,0
96,1782588413412,0,0,0
97,1782588414228,0,0,0
98,1782588415044,0,0,0
99,1782588415144,0,0,0
100,1782588415977,0,0,0
101,1782588417992,0,0,0
102,1782588418341,0,0,0
103,1782588418675,0,0,0
104,1782588418825,0,0,0
105,1782588419123,0,0,0
106,1782588419390,0,0,0
107,1782588419873,0,0,0
108,1782588422437,0,0,0
109,1782588422771,0,0,0
110,1782588423204,0,0,0
111,1782588423520,0,0,0
112,1782588423755,0,0,0
113,1782588424252,0,0,0
114,1782588424636,0,0,0
115,1782588424869,0,0,0
116,1782588425152,0,0,0
117,1782588425418,0,0,0
118,1782588425785,0,0,0
119,1782588426817,0,0,0
120,1782588429015,0,0,0
121,1782588429215,0,0,0
122,1782588430031,0,0,0
123,1782588430431,0,0,0
124,1782588431130,0,0,0
125,1782588431347,0,0,0
126,1782588432246,0,0,0
127,1782588432630,0,0,0
128,1782588434494,0,0,0
129,1782588434910,0,0,0
130,1782588435443,0,0,0
131,1782588436309,0,0,0
132,1782588436792,0,0,0
133,1782588437692,0,0,0
134,1782588438091,0,0,0
135,1782588438307,0,0,0
136,1782588438607,0,0,0
137,1782588440023,0,0,0
138,1782588440906,0,0,0
139,1782588441722,0,0,0
140,1782588442154,0,0,0
141,1782588442737,0,0,0
142,1782588443687,0,0,0
143,1782588444053,0,0,0
144,1782588445368,0,0,0
145,1782588445534,0,0,0
146,1782588445885,0,0,0
147,1782588446218,0,0,0
148,1782588447517,0,0,0
149,1782588447849,0,0,0
150,1782588448349,0,0,0
151,1782588449664,0,0,0
152,1782588450098,0,0,0
153,1782588450397,0,0,0
154,1782588451047,0,0,0
155,1782588452080,0,0,0
156,1782588452530,0,0,0
157,1782588452695,0,0,0
158,1782588453645,0,0,0
159,1782588460639,0,0,0
160,1782588499539,0,0,0
161,1782588499672,0,0,0
162,1782588500472,0,0,0
163,1782588501288,0,0,0
164,1782588501405,0,0,0
165,1782588502170,0,0,0
166,1782588503619,0,0,0
167,1782588503936,0,0,0
168,1782588504285,0,0,0
169,1782588504602,0,0,0
170,1782588505634,0,0,0
171,1782588505918,0,0,0
172,1782588506250,0,0,0
173,1782588506500,0,0,0
174,1782588507100,0,0,0
175,1782588507216,0,0,0
176,1782588507416,0,0,0
177,1782588508282,0,0,0
178,1782588508632,0,0,0
179,1782588508849,0,0,0
