index,date,SPEED_AVG,STEERING_WHEEL,THROTTLE,BRAKE
0,1782588358092,0,-152.34999999999999,0,0
1,1782588358908,0,-152.59999999999999,0,0
2,1782588359008,0,-152.59999999999999,0,0
3,1782588359823,0,-153.09999999999999,0,0
4,1782588360623,0,-152.34999999999999,0,0
5,1782588360790,0,-151.84,0,0
6,1782588361089,0,-152.84999999999999,0,0
7,1782588361439,0,-152.34999999999999,0,0
8,1782588361756,0,-152.09,0,0
9,1782588364703,0,-152.59999999999999,0,0
10,1782588365053,0,-152.34999999999999,0,0
11,1782588365369,0,-152.84999999999999,0,0
12,1782588365685,0,-152.59999999999999,0,0
13,1782588366169,0,-152.34999999999999,0,0
14,1782588366518,0,-153.86000000000001,0,0
15,1782588366785,0,-152.09,0,0
16,1782588367167,0,-151.59,0,0
17,1782588367500,0,-151.84,0,0
18,1782588368116,0,-152.34999999999999,0,0
19,1782588368283,0,-151.59,0,0
20,1782588369099,0,-152.34999999999999,0,0
21,1782588369216,0,-151.59,0,0
22,1782588369998,0,-152.34999999999999,0,0
23,1782588370832,0,-151.59,0,0
24,1782588371647,0,-151.84,0,0
25,1782588371697,0,-151.84,0,0
26,1782588372330,0,-152.59999999999999,0,0
27,1782588372429,0,-152.34999999999999,0,0
28,1782588373062,0,-152.34999999999999,0,0
29,1782588373941,0,-151.84,0,0
30,1782588377059,0,-152.34999999999999,0,0
31,1782588377592,0,-151.84,0,0
32,1782588378041,0,-152.59999999999999,0,0
33,1782588378274,0,-151.34,0,0
34,1782588378924,0,-152.09,0,0
35,1782588379107,0,-152.84999999999999,0,0
36,1782588379374,0,-152.09,0,0
37,1782588379607,0,-152.34999999999999,0,0
38,1782588379990,0,-151.84,0,0
39,1782588380273,0,-151.59,0,0
40,1782588380656,0,-152.09,0,0
41,1782588381539,0,-152.09,0,0
42,1782588381788,0,-152.34999999999999,0,0
43,1782588382121,0,-152.34999999999999,0,0
44,1782588385602,0,-152.34999999999999,0,0
45,1782588385919,0,-152.09,0,0
46,1782588386203,0,-152.59999999999999,0,0
47,1782588386751,0,-151.84,0,0
48,1782588387035,0,-152.09,0,0
49,1782588387367,0,-152.84999999999999,0,0
50,1782588387751,0,-152.34999999999999,0,0
51,1782588388050,0,-152.09,0,0
52,1782588388865,0,-152.84999999999999,0,0
53,1782588389216,0,-152.09,0,0
54,1782588389499,0,-152.84999999999999,0,0
55,1782588389765,0,-152.34999999999999,0,0
56,1782588391314,0,-151.59,0,0
57,1782588393928,0,-152.59999999999999,0,0
58,1782588397692,0,-152.09,0,0
59,1782588397992,0,-152.34999999999999,0,0
60,1782588401155,0,-151.59,0,0
61,1782588401472,0,-152.59999999999999,0,0
62,1782588401805,0,-152.59999999999999,0,0
63,1782588402088,0,-152.59999999999999,0,0
64,1782588402305,0,-152.09,0,0
65,1782588402654,0,-152.34999999999999,0,0
66,1782588402854,0,-152.09,0,0
67,1782588403153,0,-152.09,0,0
68,1782588405120,0,-152.59999999999999,0,0
69,1782588405968,0,-152.59999999999999,0,0
70,1782588406018,0,-151.59,0,0
71,1782588407001,0,-152.34999999999999,0,0
72,1782588407634,0,-152.34999999999999,0,0
73,1782588408433,0,-152.84999999999999,0,0
74,1782588408566,0,-152.84999999999999,0,0
75,1782588409348,0,-152.09,0,0
76,1782588410181,0,-152.59999999999999,0,0
77,1782588410265,0,-152.84999999999999,0,0
78,1782588411080,0,-152.09,0,0
79,1782588411930,0,-152.59999999999999,0,0
80,1782588411996,0,-153.36000000000001,0,0
81,1782588412845,0,-152.34999999999999,0,0
82,1782588413612,0,-152.34999999999999,0,0
83,1782588414428,0,-152.34999999999999,0,0
84,1782588414561,0,-152.34999999999999,0,0
85,1782588415327,0,-152.84999999999999,0,0
86,1782588416292,0,-152.34999999999999,0,0
87,1782588416825,0,-151.84,0,0
88,1782588417209,0,-152.84999999999999,0,0
89,1782588417409,0,-152.09,0,0
90,1782588417991,0,-152.59999999999999,0,0
91,1782588419058,0,-152.59999999999999,0,0
92,1782588420506,0,-152.34999999999999,0,0
93,1782588420839,0,-152.09,0,0
94,1782588421172,0,-152.59999999999999,0,0
95,1782588421988,0,-151.84,0,0
96,1782588422305,0,-152.34999999999999,0,0
97,1782588422688,0,-152.34999999999999,0,0
98,1782588425335,0,-151.59,0,0
99,1782588426301,0,-151.84,0,0
100,1782588426784,0,-152.34999999999999,0,0
101,1782588427001,0,-153.61000000000001,0,0
102,1782588427551,0,-152.09,0,0
103,1782588427783,0,-152.34999999999999,0,0
104,1782588428050,0,-152.34999999999999,0,0
105,1782588429515,0,-152.09,0,0
106,1782588429849,0,-152.84999999999999,0,0
107,1782588432113,0,-152.34999999999999,0,0
108,1782588432446,0,-152.59999999999999,0,0
109,1782588433030,0,-151.59,0,0
110,1782588433928,0,-152.09,0,0
111,1782588434377,0,-152.84999999999999,0,0
112,1782588435294,0,-152.09,0,0
113,1782588435727,0,-152.59999999999999,0,0
114,1782588435943,0,-152.59999999999999,0,0
115,1782588436144,0,-152.34999999999999,0,0
116,1782588437142,0,-152.09,0,0
117,1782588437608,0,-152.34999999999999,0,0
118,1782588439007,0,-152.34999999999999,0,0
119,1782588439357,0,-152.09,0,0
120,1782588441572,0,-152.09,0,0
121,1782588442504,0,-152.84999999999999,0,0
122,1782588442987,0,-153.36000000000001,0,0
123,1782588443172,0,-152.59999999999999,0,0
124,1782588443553,0,-152.59999999999999,0,0
125,1782588444769,0,-152.84999999999999,0,0
126,1782588445768,0,-152.09,0,0
127,1782588446900,0,-153.09999999999999,0,0
128,1782588447350,0,-152.09,0,0
129,1782588448166,0,-151.59,0,0
130,1782588449531,0,-153.61000000000001,0,0
131,1782588451280,0,-152.34999999999999,0,0
132,1782588451613,0,-151.34,0,0
133,1782588452046,0,-152.34999999999999,0,0
134,1782588452895,0,-152.09,0,0
135,1782588453096,0,-153.09999999999999,0,0
136,1782588453495,0,-152.59999999999999,0,0
137,1782588499839,0,-2.02,0,0
138,1782588499972,0,-0.5,0,0
139,1782588500655,0,-0.76000000000000001,0,0
140,1782588500756,0,-0.76000000000000001,0,0
141,1782588501588,0,-1.51,0,0
142,1782588502553,0,-1.01,0,0
143,1782588502836,0,-1.26,0,0
144,1782588503170,0,-0.76000000000000001,0,0
145,1782588503453,0,-2.52,0,0
146,1782588503803,0,-1.01,0,0
147,1782588505168,0,-1.01,0,0
148,1782588505584,0,-1.01,0,0
149,1782588505884,0,-2.52,0,0
150,1782588506433,0,0.5,0,0
151,1782588507600,0,0.25,0,0
152,1782588507899,0,-0.76000000000000001,0,0
153,1782588508483,0,-1.01,0,0
154,1782588509398,0,1.01,0,0
155,1782588509647,0,0.76000000000000001,0,0
156,1782588509980,0,0.76000000000000001,0,0
157,1782588510463,0,-0.5,0,0
158,1782588510763,0,-1.51,0,0
159,1782588512578,0,0,0,0
160,1782588512828,0,-0.76000000000000001,0,0
161,1782588515226,0,-2.02,0,0
162,1782588517108,0,-2.02,0,0
163,1782588517291,0,-2.02,0,0
164,1782588518107,0,-1.77,0,0
165,1782588518207,0,-1.77,0,0
166,1782588518490,0,-2.02,0,0
167,1782588521471,0,-2.27,0,0
168,1782588521854,0,-2.27,0,0
169,1782588522087,0,-1.77,0,0
170,1782588522320,0,-2.27,0,0
171,1782588522969,0,-2.02,0,0
172,1782588523236,0,-1.51,0,0
173,1782588523585,0,-2.02,0,0
174,1782588523953,0,-2.02,0,0
175,1782588524835,0,-2.27,0,0
176,1782588526283,0,-1.51,0,0
177,1782588526616,0,-1.51,0,0
178,1782588526933,0,-1.51,0,0
179,1782588528065,0,-1.77,0,0
180,1782588528365,0,-1.77,0,0
181,1782588528714,0,-1.51,0,0
182,1782588529947,0,-1.77,0,0
183,1782588532246,0,-1.77,0,0
184,1782588532562,0,-1.77,0,0
185,1782588533111,0,-1.51,0,0
186,1782588533294,0,-1.77,0,0
187,1782588533594,0,-2.27,0,0
188,1782588533944,0,-1.77,0,0
189,1782588534210,0,-1.51,0,0
190,1782588535609,0,1.51,0,0
191,1782588536241,0,0.76000000000000001,0,0
192,1782588536558,0,1.26,0,0
193,1782588537690,0,1.26,0,0
194,1782588537991,0,1.26,0,0
195,1782588538290,0,1.01,0,0
196,1782588538707,0,1.77,0,0
197,1782588539007,0,1.26,0,0
198,1782588539323,0,1.77,0,0
199,1782588539439,0,1.51,0,0
200,1782588540106,0,1.77,0,0
201,1782588540139,0,1.77,0,0
202,1782588545417,0,2.02,0,0
203,1782588545718,0,2.77,0,0
204,1782588546050,0,2.52,0,0
205,1782588546383,0,3.2799999999999998,0,0
206,1782588547433,0,2.02,0,0
207,1782588548015,0,2.02,0,0
208,1782588548382,0,2.77,0,0
209,1782588548714,0,2.77,0,0
210,1782588548965,0,2.52,0,0
211,1782588551113,0,-0.5,0,0
212,1782588551263,0,-0.76000000000000001,0,0
213,1782588552395,0,-0.5,0,0
214,1782588552728,0,0,0,0
215,1782588553112,0,-1.01,0,0
216,1782588553362,0,-0.76000000000000001,0,0
217,1782588553994,0,-0.5,0,0
218,1782588554493,0,-0.5,0,0
219,1782588554859,0,0,0,0
220,1782588555209,0,-0.5,0,0
221,1782588555476,0,-0.5,0,0
222,1782588556675,0,-0.5,0,0
223,1782588556908,0,-0.25,0,0
224,1782588557258,0,0,0,0
225,1782588557823,0,1.26,0,0
226,1782588558107,0,1.51,0,0
227,1782588558373,0,1.77,0,0
228,1782588558690,0,2.52,0,0
229,1782588558907,0,2.52,0,0
230,1782588560854,0,1.51,0,0
231,1782588561205,0,1.51,0,0
232,1782588563219,0,1.51,0,0
233,1782588565534,0,2.02,0,0
234,1782588565884,0,2.27,0,0
235,1782588566200,0,2.02,0,0
236,1782588567299,0,1.77,12,0
237,1782588567683,0,2.77,0,0
238,1782588567950,0,2.77,0,0
239,1782588568348,0,2.52,0,0
240,1782588568581,0,3.2799999999999998,0,0
241,1782588568781,0,4.29,278,0
242,1782588569397,0,5.7999999999999998,776,0
243,1782588569730,0,5.7999999999999998,771,0
244,1782588570979,5.7000000000000002,32.539999999999999,726,0
245,1782588571928,10,7.5700000000000003,878,0
246,1782588573111,14,13.619999999999999,838,0
247,1782588574561,9.8000000000000007,6.5599999999999996,856,0
248,1782588575209,23.699999999999999,14.880000000000001,787,0
249,1782588575642,23,10.09,847,0
250,1782588576225,24,9.8399999999999999,906,0
251,1782588577158,27.899999999999999,7.8200000000000003,916,0
252,1782588577824,25.300000000000001,10.59,0,0
253,1782588578290,23.5,12.859999999999999,0,0
254,1782588578523,23.300000000000001,10.09,0,0
255,1782588578773,21.600000000000001,14.119999999999999,0,0
256,1782588579406,16,36.57,0,0
257,1782588580455,5.5,60.280000000000001,0,0
258,1782588580804,11,59.270000000000003,0,0
259,1782588581404,9.1999999999999993,72.140000000000001,0,0
260,1782588582437,8.6999999999999993,70.120000000000005,27,0
261,1782588584685,5.2999999999999998,73.150000000000006,64,0
262,1782588586833,3.7000000000000002,34.299999999999997,60,0
263,1782588587816,3,16.390000000000001,83,0
264,1782588588148,3,7.3099999999999996,79,0
265,1782588588315,2.5,8.5800000000000001,84,0
266,1782588588765,2.2999999999999998,7.8200000000000003,89,0
267,1782588589364,1.5,5.04,122,0
268,1782588590380,0.69999999999999996,2.27,94,0
269,1782588590963,0.5,3.7799999999999998,94,0
270,1782588591413,0.20000000000000001,3.2799999999999998,92,0
271,1782588591996,0.10000000000000001,3.5299999999999998,108,0
272,1782588594027,0,2.52,0,0
273,1782588594593,0,2.27,0,0
274,1782588595159,0,2.52,0,0
275,1782588595593,0,3.0299999999999998,0,0
276,1782588596609,0,2.52,0,0
277,1782588597607,0,2.77,0,0
278,1782588598556,0,2.77,0,0
279,1782588599106,0,2.52,0,0
280,1782588600738,0,3.0299999999999998,0,0
281,1782588601787,0,3.0299999999999998,0,0
282,1782588603819,0,16.899999999999999,534,0
283,1782588604418,0,17.149999999999999,587,0
284,1782588605151,1.1000000000000001,14.380000000000001,355,0
285,1782588605284,1.5,10.85,300,0
286,1782588606383,2.7999999999999998,7.8200000000000003,84,0
287,1782588606999,2.2999999999999998,-14.630000000000001,237,0
288,1782588607399,1.8999999999999999,-24.969999999999999,341,0
289,1782588607882,1.3,-30.77,428,0
290,1782588608332,1.1000000000000001,-37.079999999999998,365,0
291,1782588609281,2.7999999999999998,-90.049999999999997,199,0
292,1782588610147,2.7999999999999998,-90.299999999999997,58,0
293,1782588611179,1.8999999999999999,-90.299999999999997,173,0
294,1782588612211,0.90000000000000002,-77.430000000000007,63,0
295,1782588612694,0,-79.959999999999994,377,0
296,1782588613111,0.20000000000000001,-78.700000000000003,376,0
297,1782588614093,0,-77.430000000000007,439,0
298,1782588615009,0.90000000000000002,-57.259999999999998,358,0
299,1782588615659,1,0.5,0,0
300,1782588616724,0.5,2.77,0,0
301,1782588617190,0,1.26,0,0
302,1782588617257,0,2.52,0,0
303,1782588617592,0,0.5,0,0
304,1782588618557,0,0.76000000000000001,0,0
305,1782588620554,0.40000000000000002,-1.01,0,0
306,1782588621620,0.5,-4.04,0,0
307,1782588622236,0,-3.7799999999999998,0,0
308,1782588622819,0,-3.2799999999999998,0,0
309,1782588623185,0,-3.7799999999999998,0,0
310,1782588624218,0,-3.2799999999999998,0,0
311,1782588624484,0,-4.04,0,0
312,1782588624734,0,-4.04,0,0
313,1782588625733,0,-4.29,0,0
314,1782588626133,0,-4.04,0,0
315,1782588627582,0,-4.29,0,0
316,1782588628664,0,-4.04,0,0
317,1782588629430,0,-3.0299999999999998,0,0
318,1782588630280,0,-3.0299999999999998,0,0
319,1782588631345,0,-4.04,0,0
320,1782588631861,0,-4.29,0,0
321,1782588632860,0,-4.29,0,0
322,1782588635458,0,-7.0599999999999996,0,0
323,1782588637240,0,-6.8099999999999996,0,0
324,1782588637722,0,-7.3099999999999996,0,0
325,1782588638556,0,-6.8099999999999996,0,0
326,1782588639193,0,-7.3099999999999996,0,0
327,1782588640488,0,-6.8099999999999996,0,0
328,1782588642037,0,-6.0499999999999998,0,0
329,1782588643069,0,-4.79,0,0
330,1782588643984,0,-4.79,0,0
331,1782588645067,0,-1.51,0,0
332,1782588646133,0,-2.27,104,0
333,1782588646665,0,-2.02,606,0
334,1782588647681,0,-2.02,693,0
