index,date,SPEED_R_MOTOR,TORQUE_R_MOTOR,POWER_R_MOTOR
247,1782588600521,0,0,0
248,1782588601587,0,0,0
249,1782588602536,0,0,0
250,1782588603119,0,9,0
251,1782588603536,0,11,0
252,1782588604185,1567,16,0
253,1782588606200,335,669,3
254,1782588606749,153,0,0
255,1782588607166,96,123,0
256,1782588607550,53,66,0
257,1782588607632,29,35,0
258,1782588608631,1216,65532,0
259,1782588609081,708,321,4099
260,1782588610945,108,114,0
261,1782588611995,422,122,0
262,1782588612378,0,0,0
263,1782588612444,125,91,0
264,1782588612878,77,30,0
265,1782588613860,2013,65531,0
266,1782588615408,0,0,0
267,1782588616491,0,0,0
268,1782588617424,0,0,0
269,1782588618408,0,0,0
270,1782588619440,0,0,0
271,1782588619639,0,0,0
272,1782588619921,0,0,0
273,1782588620338,0,0,0
274,1782588621320,0,0,0
275,1782588622519,0,0,0
276,1782588622985,0,0,0
277,1782588623568,0,0,0
278,1782588625517,0,0,0
279,1782588625900,0,0,0
280,1782588627382,0,0,0
281,1782588628431,0,0,0
282,1782588630046,0,0,0
283,1782588630680,0,0,0
284,1782588631145,0,0,0
285,1782588632711,0,0,0
286,1782588633610,0,0,0
287,1782588633993,0,0,0
288,1782588634809,0,0,0
289,1782588635225,0,0,0
290,1782588636491,0,0,0
291,1782588637023,0,0,0
292,1782588638323,0,0,0
293,1782588639206,0,0,0
294,1782588639288,0,0,0
295,1782588640271,0,0,0
296,1782588641254,0,0,0
297,1782588641837,0,0,0
298,1782588642836,0,0,0
299,1782588644884,0,0,0
300,1782588645900,0,0,0
301,1782588646432,0,0,0
302,1782588647032,1,3,0
303,1782588647482,0,3,0
304,1782588648064,1195,2,0
305,1782588648531,1206,65527,0
306,1782588648647,642,639,5
307,1782588648980,169,1169,2
308,1782588650229,942,1890,24
309,1782588650696,1657,1831,41
310,1782588651662,2277,2496,77
311,1782588652312,2875,2551,100
312,1782588652694,3068,2458,102
313,1782588654276,4176,950,55
314,1782588655008,4481,859,52
315,1782588655741,4664,763,47
316,1782588656674,4612,382,24
317,1782588657307,0,0,0
318,1782588660637,0,0,0
319,1782588661237,0,0,0
320,1782588661453,0,0,0
321,1782588663202,0,0,0
322,1782588663303,0,0,0
323,1782588663734,0,0,0
324,1782588664584,0,0,0
325,1782588666149,0,0,0
326,1782588667232,0,0,0
327,1782588667648,0,0,0
328,1782588667964,0,0,0
329,1782588668097,0,0,0
330,1782588669213,0,0,0
331,1782588670229,0,0,0
332,1782588670412,0,0,0
333,1782588670729,0,0,0
334,1782588671828,0,0,0
335,1782588672477,0,0,0
336,1782588672743,0,0,0
337,1782588673444,0,0,0
338,1782588674076,0,0,0
339,1782588674509,0,0,0
340,1782588675642,0,0,0
341,1782588676091,0,0,0
342,1782588676707,0,0,0
343,1782588678689,0,0,0
344,1782588679654,0,0,0
345,1782588679937,0,0,0
346,1782588680504,0,0,0
347,1782588688930,0,0,0
348,1782588689579,0,0,0
349,1782588689663,0,0,0
350,1782588690379,0,0,0
351,1782588691012,0,0,0
352,1782588691711,0,0,0
353,1782588691827,0,0,0
354,1782588694192,0,0,0
355,1782588695658,0,0,0
356,1782588696024,0,0,0
357,1782588696374,0,0,0
358,1782588697157,0,0,0
359,1782588699255,0,0,0
360,1782588700138,0,0,0
361,1782588700787,0,0,0
362,1782588701070,0,0,0
363,1782588701403,0,0,0
364,1782588701753,0,0,0
365,1782588702497,0,0,0
366,1782588702535,0,0,0
367,1782588702918,0,0,0
368,1782588703235,0,0,0
369,1782588708464,0,0,0
370,1782588708797,0,0,0
371,1782588709047,0,0,0
372,1782588710229,0,0,0
373,1782588710545,0,0,0
374,1782588710862,0,0,0
375,1782588711195,0,0,0
376,1782588711446,0,0,0
377,1782588712527,0,0,0
378,1782588716956,0,0,0
379,1782588717239,0,0,0
380,1782588717474,0,0,0
381,1782588725084,0,0,0
382,1782588725417,0,0,0
383,1782588725833,0,0,0
384,1782588726066,0,0,0
385,1782588726866,0,0,0
386,1782588727148,0,0,0
387,1782588727564,0,0,0
388,1782588727848,0,0,0
389,1782588728197,0,0,0
390,1782588728563,0,0,0
391,1782588728630,0,2304,0
392,1782588728964,0,0,0
393,1782588729662,0,0,0
394,1782588731111,0,0,0
395,1782588731378,0,0,0
396,1782588731728,0,0,0
397,1782588735558,0,0,0
398,1782588736658,0,0,0
399,1782588736990,0,0,0
400,1782588737407,0,0,0
401,1782588737723,0,0,0
402,1782588738255,0,0,0
403,1782588738688,0,0,0
404,1782588739004,0,0,0
405,1782588739337,0,0,0
406,1782588739654,0,0,0
407,1782588739970,0,0,0
408,1782588740221,0,0,0
409,1782588740653,0,0,0
410,1782588740786,0,0,0
411,1782588741587,0,0,0
412,1782588741919,0,0,0
413,1782588742169,0,0,0
414,1782588742469,0,0,0
415,1782588744833,0,0,0
416,1782588745099,0,0,0
417,1782588745466,0,0,0
418,1782588746582,0,0,0
419,1782588746931,0,0,0
420,1782588747231,0,0,0
421,1782588747564,0,0,0
422,1782588747898,0,0,0
423,1782588748080,0,0,0
424,1782588748347,1536,2304,0
425,1782588748698,0,0,0
426,1782588749013,0,0,0
427,1782588750828,0,0,0
428,1782588752027,0,0,0
429,1782588752260,0,0,0
430,1782588752610,0,0,0
431,1782588754009,0,0,0
432,1782588754392,0,0,0
433,1782588754741,0,0,0
434,1782588755524,0,0,0
435,1782588755891,0,0,0
436,1782588756240,0,0,0
437,1782588759438,0,0,0
438,1782588759737,0,0,0
439,1782588760120,0,0,0
440,1782588760886,0,0,0
441,1782588761303,0,0,0
442,1782588761902,0,0,0
443,1782588762786,0,0,0
444,1782588763018,0,0,0
445,1782588763252,0,0,0
446,1782588763650,0,0,0
447,1782588763950,0,0,0
448,1782588765049,0,0,0
449,1782588765566,0,0,0
450,1782588765932,0,0,0
451,1782588766216,0,0,0
452,1782588766531,0,0,0
453,1782588766799,0,0,0
454,1782588767114,0,0,0
455,1782588771410,0,0,0
456,1782588771711,0,0,0
457,1782588772060,0,0,0
458,1782588772276,0,0,0
459,1782588772843,0,0,0
460,1782588773176,0,0,0
461,1782588773426,0,0,0
462,1782588773776,0,0,0
463,1782588774108,0,0,0
464,1782588774491,0,0,0
465,1782588774741,0,0,0
466,1782588774874,0,0,0
467,1782588775258,0,0,0
468,1782588775624,0,0,0
469,1782588775923,0,0,0
470,1782588777356,0,0,0
471,1782588778821,0,0,0
472,1782588779604,0,0,0
473,1782588780586,0,0,0
474,1782588780986,0,0,0
475,1782588781287,0,0,0
476,1782588781919,0,0,0
477,1782588782135,0,0,0
478,1782588782319,0,0,0
479,1782588782618,0,0,0
480,1782588783018,0,0,0
481,1782588783334,0,0,0
482,1782588788946,0,0,0
483,1782588789196,0,0,0
484,1782588794692,0,0,0
485,1782588796490,0,0,0
486,1782588797955,0,0,0
487,1782588798255,0,0,0
488,1782588798589,0,0,0
489,1782588798921,0,0,0
490,1782588799304,0,0,0
491,1782588799487,0,0,0
492,1782588800070,0,0,0
493,1782588800320,0,0,0
494,1782588800719,0,0,0
495,1782588802168,0,0,0
496,1782588802503,0,0,0
497,1782588803950,0,0,0
498,1782588805416,0,0,0
499,1782588805698,0,0,0
500,1782588806082,0,0,0
501,1782588806415,0,0,0
502,1782588806731,0,0,0
503,1782588806881,0,0,0
504,1782588807197,0,0,0
505,1782588807580,0,0,0
506,1782588811111,0,0,0
507,1782588811511,0,0,0
508,1782588812626,0,0,0
509,1782588812992,0,0,0
510,1782588814225,0,0,0
511,1782588814374,0,0,0
512,1782588814775,0,0,0
513,1782588815057,0,0,0
514,1782588816556,0,0,0
515,1782588816972,0,0,0
516,1782588817255,0,0,0
517,1782588817556,0,0,0
518,1782588817888,0,0,0
519,1782588818138,0,0,0
520,1782588818438,0,0,0
521,1782588818721,0,0,0
522,1782588820136,0,0,0
523,1782588820786,0,0,0
524,1782588821152,0,0,0
525,1782588821385,0,0,0
526,1782588821635,0,0,0
527,1782588822234,0,0,0
528,1782588822484,0,0,0
529,1782588822884,0,0,0
530,1782588823134,0,0,0
531,1782588823634,0,0,0
532,1782588824083,0,0,0
533,1782588824416,0,0,0
534,1782588828163,0,0,0
535,1782588828596,0,0,0
536,1782588828796,0,0,0
537,1782588829462,0,0,0
538,1782588829795,0,0,0
539,1782588830428,0,0,0
540,1782588831460,0,0,0
541,1782588831876,0,0,0
542,1782588837721,0,0,0
543,1782588838071,0,0,0
544,1782588838454,0,0,0
545,1782588838637,0,0,0
546,1782588838821,0,0,0
547,1782588839137,0,0,0
548,1782588839503,0,0,0
549,1782588840020,0,0,0
550,1782588840286,0,0,0
551,1782588840669,0,0,0
552,1782588840887,0,0,0
553,1782588843800,0,0,0
554,1782588844033,0,0,0
555,1782588844382,0,0,0
556,1782588844915,0,0,0
557,1782588845688,0,0,0
558,1782588845699,0,0,0
559,1782588845915,0,0,0
560,1782588846398,0,0,0
561,1782588846731,0,0,0
562,1782588849645,0,0,0
563,1782588849928,0,0,0
564,1782588850277,0,0,0
565,1782588850644,0,0,0
566,1782588850794,0,0,0
567,1782588851743,0,0,0
568,1782588852109,0,0,0
569,1782588852393,0,0,0
570,1782588853575,0,0,0
571,1782588855057,0,0,0
572,1782588855323,0,0,48
573,1782588855624,0,0,0
574,1782588856662,0,0,0
575,1782588856772,0,0,0
576,1782588857088,0,0,0
577,1782588857422,0,0,0
578,1782588857805,0,0,0
579,1782588858038,0,0,0
580,1782588859753,0,0,0
581,1782588860136,0,0,0
582,1782588860402,0,0,0
583,1782588860885,0,0,0
584,1782588861218,0,0,0
585,1782588861535,0,0,0
586,1782588861935,0,0,0
587,1782588863150,0,0,0
588,1782588863351,0,0,0
589,1782588863700,0,0,0
590,1782588863983,0,0,0
591,1782588865649,0,0,0
592,1782588865915,0,0,0
593,1782588866198,0,0,0
594,1782588866514,0,0,0
595,1782588866864,0,0,0
596,1782588867669,0,0,0
597,1782588867680,0,0,0
598,1782588867913,0,0,0
599,1782588868496,0,0,0
600,1782588868779,0,0,0
601,1782588869929,0,0,0
602,1782588871393,0,0,0
603,1782588871677,0,0,0
604,1782588872076,0,0,0
605,1782588872426,0,0,0
606,1782588872792,0,0,0
607,1782588872876,0,0,0
608,1782588873158,0,0,0
609,1782588873774,0,0,0
610,1782588874058,0,0,0
611,1782588874457,0,0,0
612,1782588875606,0,0,0
613,1782588877388,0,0,0
614,1782588881218,0,0,0
615,1782588881535,0,0,0
616,1782588881885,0,0,0
617,1782588882484,0,0,0
618,1782588883000,0,0,0
619,1782588883316,0,0,0
620,1782588883583,0,0,0
621,1782588883916,0,0,0
622,1782588884233,0,0,0
623,1782588884549,0,0,0
624,1782588884815,0,0,0
625,1782588884999,0,0,0
626,1782588885298,0,0,0
627,1782588885682,0,0,0
628,1782588886014,0,0,0
629,1782588886298,0,0,0
630,1782588886614,0,0,0
631,1782588887513,0,0,0
632,1782588887796,0,0,0
633,1782588893009,0,0,0
634,1782588894491,0,0,0
635,1782588894773,0,0,0
636,1782588895174,0,0,0
637,1782588895822,0,0,0
638,1782588896156,0,0,0
639,1782588896839,0,0,0
640,1782588897138,0,0,0
641,1782588897288,0,0,0
642,1782588897621,0,0,0
643,1782588897938,0,0,0
644,1782588898204,0,0,0
645,1782588898571,0,0,0
646,1782588898887,0,0,0
647,1782588899819,0,0,0
648,1782588899986,0,0,0
649,1782588900769,0,0,0
650,1782588903883,0,0,0
651,1782588904233,0,0,0
652,1782588904516,0,0,0
653,1782588904999,0,0,0
654,1782588905398,0,0,0
655,1782588905731,0,0,0
656,1782588907247,0,0,0
657,1782588908079,0,0,0
658,1782588909578,0,0,0
659,1782588909761,0,0,0
660,1782588911095,0,0,0
661,1782588911693,0,0,0
662,1782588912459,0,0,0
663,1782588912609,0,0,0
664,1782588914924,0,0,0
665,1782588915106,0,0,0
666,1782588915989,0,0,0
667,1782588916239,0,0,0
668,1782588916356,0,0,0
669,1782588917288,0,0,0
670,1782588917405,0,0,0
671,1782588918537,0,0,0
672,1782588919387,0,0,0
673,1782588919553,0,0,0
674,1782588920668,0,0,0
675,1782588921901,0,0,0
676,1782588922767,0,0,0
677,1782588922784,0,0,0
678,1782588923899,0,0,0
679,1782588924300,0,0,0
680,1782588924382,0,0,0
681,1782588925864,0,0,0
682,1782588926047,0,0,0
683,1782588926364,0,0,0
684,1782588926581,0,0,0
685,1782588927680,0,0,0
686,1782588929078,0,0,0
687,1782588929261,0,0,0
688,1782588930710,0,0,0
689,1782588930926,0,0,0
690,1782588931326,0,0,0
691,1782588931443,0,0,0
692,1782588933158,0,0,0
693,1782588933775,0,0,0
694,1782588933940,0,0,0
695,1782588935040,0,0,0
696,1782588935325,0,0,0
697,1782588935490,0,0,0
