index,date,TORQUE_GAIN,TORQUE_DECREASE_R,TORQUE_DECREASE_L
0,1782588357725,10,0,0
1,1782588358524,10,0,0
2,1782588358625,10,0,0
3,1782588359441,10,0,0
4,1782588360240,10,0,0
5,1782588362138,10,0,0
6,1782588362471,10,0,0
7,1782588362954,10,0,0
8,1782588363187,10,0,0
9,1782588363370,10,0,0
10,1782588363621,10,0,0
11,1782588364037,10,0,0
12,1782588364387,10,0,0
13,1782588367534,10,0,0
14,1782588368700,10,0,0
15,1782588368832,10,0,0
16,1782588369533,10,0,0
17,1782588369615,10,0,0
18,1782588370431,10,0,0
19,1782588371281,10,0,0
20,1782588371331,10,0,0
21,1782588371997,10,0,0
22,1782588372064,10,0,0
23,1782588372713,10,0,0
24,1782588373429,10,0,0
25,1782588374128,10,0,0
26,1782588374595,10,0,0
27,1782588374895,10,0,0
28,1782588375161,10,0,0
29,1782588375477,10,0,0
30,1782588376061,10,0,0
31,1782588381006,10,0,0
32,1782588381272,10,0,0
33,1782588382704,10,0,0
34,1782588383104,10,0,0
35,1782588383420,10,0,0
36,1782588383837,10,0,0
37,1782588383937,10,0,0
38,1782588384237,10,0,0
39,1782588384519,10,0,0
40,1782588384969,10,0,0
41,1782588388466,10,0,0
42,1782588390182,10,0,0
43,1782588390515,10,0,0
44,1782588390865,10,0,0
45,1782588391064,10,0,0
46,1782588391613,10,0,0
47,1782588391930,10,0,0
48,1782588392230,10,0,0
49,1782588392529,10,0,0
50,1782588392863,10,0,0
51,1782588393495,10,0,0
52,1782588393978,10,0,0
53,1782588394244,10,0,0
54,1782588394611,10,0,0
55,1782588394944,10,0,0
56,1782588395244,10,0,0
57,1782588395561,10,0,0
58,1782588395994,10,0,0
59,1782588396144,10,0,0
60,1782588396427,10,0,0
61,1782588396776,10,0,0
62,1782588397093,10,0,0
63,1782588398574,10,0,0
64,1782588398641,10,0,0
65,1782588399107,10,0,0
66,1782588399307,10,0,0
67,1782588399656,10,0,0
68,1782588399840,10,0,0
69,1782588400223,10,0,0
70,1782588400490,10,0,0
71,1782588400756,10,0,0
72,1782588403571,10,0,0
73,1782588403870,10,0,0
74,1782588404120,10,0,0
75,1782588404437,10,0,0
76,1782588404686,10,0,0
77,1782588405586,10,0,0
78,1782588405637,10,0,0
79,1782588406484,10,0,0
80,1782588407300,10,0,0
81,1782588408050,10,0,0
82,1782588408183,10,0,0
83,1782588408966,10,0,0
84,1782588409798,10,0,0
85,1782588409931,10,0,0
86,1782588410698,10,0,0
87,1782588411547,10,0,0
88,1782588411613,10,0,0
89,1782588412447,10,0,0
90,1782588413262,10,0,0
91,1782588414028,10,0,0
92,1782588414162,10,0,0
93,1782588414944,10,0,0
94,1782588415776,10,0,0
95,1782588415893,10,0,0
96,1782588417992,10,0,0
97,1782588418224,10,0,0
98,1782588418591,10,0,0
99,1782588419741,10,0,0
100,1782588420172,10,0,0
101,1782588421605,10,0,0
102,1782588423054,10,0,0
103,1782588423437,10,0,0
104,1782588423703,10,0,0
105,1782588424186,10,0,0
106,1782588425069,10,0,0
107,1782588425352,10,0,0
108,1782588425669,10,0,0
109,1782588425984,10,0,0
110,1782588428665,10,0,0
111,1782588428699,10,0,0
112,1782588429132,10,0,0
113,1782588429481,10,0,0
114,1782588430348,10,0,0
115,1782588430798,10,0,0
116,1782588431048,10,0,0
117,1782588431215,10,0,0
118,1782588432546,10,0,0
119,1782588432979,10,0,0
120,1782588433578,10,0,0
121,1782588434427,10,0,0
122,1782588434827,10,0,0
123,1782588436692,10,0,0
124,1782588437992,10,0,0
125,1782588438241,10,0,0
126,1782588438924,10,0,0
127,1782588440023,10,0,0
128,1782588440272,10,0,0
129,1782588440839,10,0,0
130,1782588441173,10,0,0
131,1782588442087,10,0,0
132,1782588443954,10,0,0
133,1782588444403,10,0,0
134,1782588445302,10,0,0
135,1782588445801,10,0,0
136,1782588446101,10,0,0
137,1782588446551,10,0,0
138,1782588447434,10,0,0
139,1782588447767,10,0,0
140,1782588448283,10,0,0
141,1782588448716,10,0,0
142,1782588449598,10,0,0
143,1782588449998,10,0,0
144,1782588450314,10,0,0
145,1782588451047,10,0,0
146,1782588451230,10,0,0
147,1782588452446,10,0,0
148,1782588460556,0,0,0
149,1782588499490,10,0,0
150,1782588500290,10,0,0
151,1782588500389,10,0,0
152,1782588501188,10,0,0
153,1782588502004,10,0,0
154,1782588502104,10,0,0
155,1782588503852,10,0,0
156,1782588504203,10,0,0
157,1782588504852,10,0,0
158,1782588506184,10,0,0
159,1782588507100,10,0,0
160,1782588507116,10,0,0
161,1782588507350,10,0,0
162,1782588508549,10,0,0
163,1782588509680,10,0,0
164,1782588511429,10,0,0
165,1782588511763,10,0,0
166,1782588512079,10,0,0
167,1782588512312,10,0,0
168,1782588513511,10,0,0
169,1782588513827,10,0,0
170,1782588514094,10,0,0
171,1782588514477,10,0,0
172,1782588514776,10,0,0
173,1782588515576,10,0,0
174,1782588515909,10,0,0
175,1782588518957,10,0,0
176,1782588519306,10,0,0
177,1782588519639,10,0,0
178,1782588519757,10,0,0
179,1782588520073,10,0,0
180,1782588520439,10,0,0
181,1782588520722,10,0,0
