index,date,SET_POINT_LONGITUDINAL,SET_POINT_LATERAL
0,1782588357776,0,0
1,1782588358592,0,0
2,1782588358691,0,0
3,1782588359491,0,0
4,1782588360307,0,0
5,1782588360406,0,0
6,1782588362188,0,0
7,1782588362538,0,0
8,1782588362954,0,0
9,1782588363255,0,0
10,1782588363420,0,0
11,1782588363670,0,0
12,1782588364120,0,0
13,1782588367584,0,0
14,1782588367883,0,0
15,1782588368766,0,0
16,1782588368899,0,0
17,1782588369666,0,0
18,1782588370481,0,0
19,1782588370631,0,0
20,1782588371382,0,0
21,1782588372130,0,0
22,1782588372846,0,0
23,1782588373495,0,0
24,1782588374178,0,0
25,1782588374278,0,0
26,1782588374645,0,0
27,1782588375011,0,0
28,1782588375211,0,0
29,1782588375527,0,0
30,1782588376127,0,0
31,1782588376476,0,0
32,1782588380689,0,0
33,1782588381089,0,0
34,1782588381339,0,0
35,1782588382138,0,0
36,1782588382455,0,0
37,1782588382788,0,0
38,1782588383154,0,0
39,1782588383487,0,0
40,1782588383987,0,0
41,1782588384286,0,0
42,1782588384636,0,0
43,1782588384969,0,0
44,1782588388133,0,0
45,1782588388532,0,0
46,1782588390248,0,0
47,1782588390565,0,0
48,1782588390930,0,0
49,1782588391130,0,0
50,1782588391363,0,0
51,1782588391680,0,0
52,1782588392030,0,0
53,1782588392280,0,0
54,1782588392646,0,0
55,1782588392912,0,0
56,1782588393296,0,0
57,1782588393545,0,0
58,1782588394296,0,0
59,1782588394679,0,0
60,1782588395010,0,0
61,1782588395344,0,0
62,1782588395627,0,0
63,1782588396210,0,0
64,1782588396493,0,0
65,1782588398674,0,0
66,1782588399157,0,0
67,1782588399357,0,0
68,1782588399723,0,0
69,1782588399907,0,0
70,1782588400306,0,0
71,1782588400806,0,0
72,1782588403620,0,0
73,1782588403970,0,0
74,1782588404220,0,0
75,1782588404486,0,0
76,1782588404736,0,0
77,1782588404936,0,0
78,1782588405718,0,0
79,1782588406535,0,0
80,1782588407350,0,0
81,1782588407433,0,0
82,1782588408233,0,0
83,1782588409016,0,0
84,1782588409165,0,0
85,1782588409982,0,0
86,1782588410764,0,0
87,1782588411596,0,0
88,1782588411680,0,0
89,1782588412513,0,0
90,1782588413312,0,0
91,1782588413395,0,0
92,1782588414228,0,0
93,1782588415010,0,0
94,1782588415826,0,0
95,1782588415960,0,0
96,1782588417992,0,0
97,1782588418291,0,0
98,1782588418641,0,0
99,1782588418808,0,0
100,1782588419090,0,0
101,1782588419390,0,0
102,1782588419824,0,0
103,1782588422754,0,0
104,1782588423171,0,0
105,1782588423504,0,0
106,1782588423755,0,0
107,1782588423903,0,0
108,1782588424236,0,0
109,1782588424603,0,0
110,1782588424836,0,0
111,1782588425402,0,0
112,1782588425768,0,0
113,1782588426035,0,0
114,1782588429000,0,0
115,1782588429198,0,0
116,1782588430398,0,0
117,1782588431098,0,0
118,1782588431332,0,0
119,1782588432229,0,0
120,1782588432596,0,0
121,1782588434494,0,0
122,1782588434877,0,0
123,1782588435427,0,0
124,1782588436742,0,0
125,1782588437659,0,0
126,1782588438058,0,0
127,1782588438292,0,0
128,1782588438574,0,0
129,1782588440023,0,0
130,1782588440906,0,0
131,1782588441705,0,0
132,1782588442138,0,0
133,1782588443687,0,0
134,1782588444020,0,0
135,1782588445351,0,0
136,1782588445502,0,0
137,1782588445868,0,0
138,1782588446168,0,0
139,1782588447483,0,0
140,1782588447833,0,0
141,1782588448332,0,0
142,1782588448783,0,0
143,1782588449648,0,0
144,1782588450081,0,0
145,1782588450365,0,0
146,1782588451047,0,0
147,1782588452080,0,0
148,1782588452497,0,0
149,1782588452679,0,0
150,1782588453612,0,0
151,1782588460606,0,0
152,1782588499539,0,0
153,1782588499656,0,0
154,1782588500472,0,0
155,1782588501254,0,0
