index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
0,1782588358158,0,0,0
1,1782588358291,0,0,0
2,1782588358974,0,0,0
3,1782588359074,0,0,0
4,1782588359890,0,0,0
5,1782588360856,0,0,0
6,1782588361172,0,0,0
7,1782588361505,0,0,0
8,1782588364455,0,0,0
9,1782588364837,0,0,0
10,1782588365120,0,0,0
11,1782588365752,0,0,0
12,1782588365886,0,0,0
13,1782588366235,0,0,0
14,1782588366601,0,0,0
15,1782588366918,0,0,0
16,1782588367234,0,0,0
17,1782588368383,0,0,0
18,1782588369182,0,0,0
19,1782588369316,0,0,0
20,1782588370065,0,0,0
21,1782588370914,0,0,0
22,1782588370998,0,0,0
23,1782588371780,0,0,0
24,1782588372513,0,0,0
25,1782588373129,0,0,0
26,1782588373196,0,0,0
27,1782588373945,0,0,0
28,1782588373962,0,0,0
29,1782588376826,0,0,0
30,1782588377742,0,0,0
31,1782588379174,0,0,0
32,1782588379474,0,0,0
33,1782588379723,0,0,0
34,1782588380073,0,0,0
35,1782588380356,0,0,0
36,1782588385352,0,0,0
37,1782588385686,0,0,0
38,1782588386002,0,0,0
39,1782588386301,0,0,0
40,1782588386485,0,0,0
41,1782588386868,0,0,0
42,1782588387134,0,0,0
43,1782588387484,0,0,0
44,1782588387833,0,0,0
45,1782588388949,0,0,0
46,1782588395677,0,0,0
47,1782588397176,0,0,0
48,1782588397409,0,0,0
49,1782588397759,0,0,0
50,1782588398109,0,0,0
51,1782588398292,0,0,0
52,1782588401222,0,0,0
53,1782588401556,0,0,0
54,1782588402372,0,0,0
55,1782588402721,0,0,0
56,1782588402937,0,0,0
57,1782588403237,0,0,0
58,1782588405219,0,0,0
59,1782588405335,0,0,0
60,1782588406102,0,0,0
61,1782588407001,0,0,0
62,1782588407733,0,0,0
63,1782588407817,0,0,0
64,1782588408633,0,0,0
65,1782588409432,0,0,0
66,1782588409565,0,0,0
67,1782588410347,0,0,0
68,1782588411180,0,0,0
69,1782588411280,0,0,0
70,1782588412080,0,0,0
71,1782588412912,0,0,0
72,1782588413712,0,0,0
73,1782588413795,0,0,0
74,1782588414628,0,0,0
75,1782588415410,0,0,0
76,1782588415527,0,0,0
77,1782588416409,0,0,0
78,1782588416926,0,0,0
79,1782588417275,0,0,0
80,1782588417525,0,0,0
81,1782588420239,0,0,0
82,1782588420589,0,0,0
83,1782588420906,0,0,0
84,1782588421289,0,0,0
85,1782588421355,0,0,0
86,1782588421738,0,0,0
87,1782588422054,0,0,0
88,1782588422405,0,0,0
89,1782588427067,0,0,0
90,1782588427267,0,0,0
91,1782588427650,0,0,0
92,1782588427833,0,0,0
93,1782588428183,0,0,0
94,1782588428382,0,0,0
95,1782588429965,0,0,0
96,1782588431747,0,0,0
97,1782588432180,0,0,0
98,1782588433095,0,0,0
99,1782588433345,0,0,0
100,1782588433611,0,0,0
101,1782588434028,0,0,0
102,1782588434927,0,0,0
103,1782588435426,0,0,0
104,1782588436825,0,0,0
105,1782588437242,0,0,0
106,1782588439073,0,0,0
107,1782588439490,0,0,0
108,1782588440389,0,0,0
109,1782588441256,0,0,0
110,1782588441655,0,0,0
111,1782588442238,0,0,0
112,1782588442654,0,0,0
113,1782588443270,0,0,0
114,1782588444519,0,0,0
115,1782588444853,0,0,0
116,1782588446651,0,0,0
117,1782588447067,0,0,0
118,1782588448232,0,0,0
119,1782588448249,0,2304,0
120,1782588449232,0,0,0
121,1782588451330,0,0,0
122,1782588451729,0,0,0
123,1782588453230,0,0,0
124,1782588499905,0,0,0
125,1782588500055,0,0,0
126,1782588501671,0,0,0
127,1782588501771,0,0,0
128,1782588502620,0,0,0
129,1782588502904,0,0,0
130,1782588503253,0,0,0
131,1782588503520,0,0,0
132,1782588510030,0,0,0
133,1782588510097,0,0,0
134,1782588510514,0,0,0
135,1782588510846,0,0,0
136,1782588516392,0,0,0
137,1782588516808,0,0,0
138,1782588517357,0,0,0
139,1782588517591,0,0,0
140,1782588518107,0,0,0
141,1782588518590,0,0,0
142,1782588521188,0,0,0
143,1782588521571,0,0,0
144,1782588521921,0,0,0
145,1782588522170,0,0,0
146,1782588522403,0,0,0
147,1782588522653,0,0,0
148,1782588523053,0,0,0
149,1782588523302,0,0,0
150,1782588523669,0,0,0
151,1782588526367,0,0,0
152,1782588526700,0,0,0
153,1782588527049,0,0,0
154,1782588527732,0,0,0
155,1782588528132,0,0,0
156,1782588528465,0,0,0
157,1782588533444,0,0,0
158,1782588533661,0,0,0
159,1782588534010,0,0,0
160,1782588534326,0,0,0
161,1782588535026,0,0,0
162,1782588535343,0,0,0
163,1782588535709,0,0,0
164,1782588535909,0,0,0
165,1782588536309,0,0,0
166,1782588536625,0,0,0
167,1782588536842,0,0,0
168,1782588537424,0,0,0
169,1782588537807,0,0,0
170,1782588538074,0,0,0
171,1782588538424,0,0,0
172,1782588539522,0,0,0
173,1782588543352,0,0,0
174,1782588543669,0,0,0
175,1782588543969,0,0,0
176,1782588545152,0,0,0
177,1782588545534,0,0,0
178,1782588545834,0,0,0
179,1782588546167,0,0,0
180,1782588546450,0,0,0
181,1782588546883,0,0,0
182,1782588547216,0,0,0
183,1782588547516,0,0,0
184,1782588547732,0,0,0
185,1782588548098,0,0,0
186,1782588548465,0,0,0
187,1782588548815,0,0,0
188,1782588549031,0,0,0
189,1782588549813,0,0,0
190,1782588550430,0,0,0
191,1782588550680,0,0,0
192,1782588551113,0,0,0
193,1782588551379,0,0,0
194,1782588551529,0,0,0
195,1782588552111,0,0,0
196,1782588552529,0,0,0
197,1782588552846,0,0,0
198,1782588553196,0,0,0
199,1782588553428,0,0,0
200,1782588554044,0,0,0
201,1782588554177,0,0,0
202,1782588554576,0,0,0
203,1782588554944,0,0,0
204,1782588558456,0,0,0
205,1782588558989,0,0,0
206,1782588560005,0,0,0
207,1782588560322,0,0,0
208,1782588561271,0,0,0
209,1782588562969,0,0,0
210,1782588563286,0,0,0
211,1782588563519,0,0,0
212,1782588563802,0,0,0
213,1782588564985,0,0,0
214,1782588565317,0,0,0
215,1782588565600,0,0,0
216,1782588565967,0,0,0
217,1782588566300,0,0,0
218,1782588567050,0,0,0
219,1782588567366,0,0,0
220,1782588567749,0,0,0
221,1782588568015,0,0,0
222,1782588568665,0,0,0
223,1782588568848,0,0,0
224,1782588569114,1,1,0
225,1782588569464,1,3,0
226,1782588571046,638,1549,13
227,1782588571562,1156,2403,37
228,1782588572595,1989,2929,79
229,1782588574160,3054,2103,87
230,1782588575276,3735,2085,104
231,1782588576792,4465,545,33
232,1782588577907,4737,662,42
233,1782588578590,4604,199,12
234,1782588579522,0,0,0
235,1782588580555,0,0,0
236,1782588580872,0,0,0
237,1782588581470,0,0,0
238,1782588582088,0,0,0
239,1782588582520,0,0,0
240,1782588584318,0,0,0
241,1782588586450,0,0,0
242,1782588587482,0,0,0
243,1782588587932,0,0,0
244,1782588588215,0,0,0
245,1782588588431,0,0,0
246,1782588589464,0,3,0
247,1782588590446,0,0,0
248,1782588591080,0,0,0
249,1782588592062,0,0,0
250,1782588592711,0,0,0
251,1782588593611,0,0,0
252,1782588594676,0,0,0
253,1782588596275,0,0,0
254,1782588597275,0,0,0
255,1782588597724,0,0,0
256,1782588597873,0,0,0
257,1782588598223,0,0,0
258,1782588599272,0,0,0
259,1782588599905,0,0,0
260,1782588600189,0,0,0
261,1782588600854,0,0,0
262,1782588601920,0,0,0
263,1782588603435,0,9,0
264,1782588604501,1034,12,0
265,1782588605417,100,750,1
266,1782588606200,338,672,3
267,1782588606466,0,0,0
268,1782588607449,57,59,0
269,1782588607998,454,198,1
270,1782588608914,322,845,3
271,1782588609397,343,792,3
272,1782588610196,381,466,2
273,1782588610796,96,114,0
274,1782588611246,53,57,0
275,1782588612278,0,0,0
276,1782588612760,544,4,0
277,1782588613727,2025,18,0
278,1782588614160,660,24,0
279,1782588615075,308,621,2
280,1782588615726,0,0,0
281,1782588616358,0,0,0
282,1782588617340,0,0,0
283,1782588617690,0,0,0
284,1782588618706,0,0,0
285,1782588619289,0,0,0
286,1782588620238,0,0,0
287,1782588621204,0,0,0
288,1782588622886,0,0,0
289,1782588623868,0,0,0
290,1782588624301,0,0,0
291,1782588624569,0,0,0
292,1782588624800,0,0,0
293,1782588625800,0,0,0
294,1782588627715,0,0,0
295,1782588628781,0,0,0
296,1782588630397,0,0,0
297,1782588630978,0,0,0
298,1782588631944,0,0,0
299,1782588632977,0,0,0
300,1782588633876,0,0,0
301,1782588635109,0,0,0
302,1782588636391,0,0,0
303,1782588637340,0,0,0
304,1782588638672,0,0,0
305,1782588639205,0,0,0
306,1782588639206,0,0,0
307,1782588639606,0,0,0
308,1782588640154,0,0,0
309,1782588640621,0,0,0
310,1782588642169,0,0,0
311,1782588643202,0,0,0
312,1782588644051,0,0,0
313,1782588644734,0,0,0
314,1782588645151,0,0,0
315,1782588645766,0,0,0
316,1782588646199,0,0,0
317,1782588646349,0,0,0
318,1782588646732,0,65533,0
319,1782588647781,1548,65534,0
320,1782588648364,1233,14,0
321,1782588649330,112,1231,1
322,1782588650229,942,2037,26
323,1782588650379,1221,1962,32
324,1782588651597,2325,2309,73
325,1782588652594,3145,2382,102
326,1782588654176,4201,1667,92
327,1782588654909,4460,1058,64
328,1782588655358,4542,801,49
329,1782588655625,4642,699,42
330,1782588656574,4621,325,20
331,1782588657623,0,0,0
332,1782588658505,0,0,0
333,1782588659505,0,0,0
334,1782588660504,0,0,0
335,1782588661386,0,0,0
336,1782588661803,0,0,0
337,1782588662752,0,0,0
338,1782588663135,0,0,0
339,1782588663585,0,0,0
340,1782588664001,0,0,0
341,1782588664917,0,0,0
342,1782588665783,0,0,0
343,1782588666515,0,0,0
344,1782588667515,0,0,0
345,1782588667881,0,0,0
346,1782588668397,0,0,0
347,1782588669113,0,0,0
348,1782588669529,0,0,0
349,1782588670113,0,0,0
350,1782588671728,0,0,0
351,1782588673343,0,0,0
352,1782588674409,0,0,0
353,1782588675974,0,0,0
354,1782588677056,0,0,0
355,1782588677989,0,0,0
356,1782588678589,0,0,0
357,1782588689479,0,0,0
358,1782588690229,0,0,0
359,1782588690895,0,0,0
360,1782588691611,0,0,0
361,1782588695892,0,0,0
362,1782588696207,0,0,0
363,1782588696557,0,0,0
364,1782588696991,0,0,0
365,1782588697090,0,0,0
366,1782588697439,0,0,0
367,1782588697757,0,0,0
368,1782588701287,0,0,0
369,1782588701653,0,0,0
370,1782588702769,0,0,0
371,1782588703136,0,0,0
372,1782588704418,0,0,0
373,1782588704617,0,0,0
374,1782588704967,0,0,0
375,1782588711062,0,0,0
376,1782588711361,0,0,0
377,1782588716657,0,0,0
378,1782588717124,0,0,0
379,1782588717373,0,0,0
380,1782588717772,0,0,0
381,1782588718089,0,0,0
382,1782588718355,0,0,0
383,1782588718988,0,0,0
384,1782588719222,0,0,0
385,1782588719554,0,0,0
386,1782588721602,0,0,0
387,1782588725682,0,0,0
388,1782588725982,0,0,0
389,1782588727431,0,0,0
390,1782588727714,0,0,0
391,1782588728064,0,0,0
392,1782588728414,0,0,0
393,1782588728863,0,0,0
394,1782588729563,0,0,0
395,1782588729846,0,0,0
396,1782588730179,0,0,0
397,1782588730495,0,0,0
398,1782588730796,0,0,0
399,1782588731011,0,0,0
400,1782588731278,0,0,0
401,1782588731627,0,0,0
402,1782588731894,0,0,0
403,1782588732260,0,0,0
404,1782588732510,0,0,0
405,1782588733677,0,0,0
406,1782588734009,0,0,0
407,1782588734325,0,0,0
408,1782588736890,0,0,0
409,1782588737308,0,0,0
410,1782588737557,0,0,0
411,1782588737922,0,0,0
412,1782588738140,0,0,0
413,1782588739254,0,0,0
414,1782588739555,0,0,0
415,1782588740120,0,0,0
416,1782588740454,0,0,0
417,1782588747115,0,0,0
418,1782588747482,0,0,0
419,1782588747798,0,0,0
420,1782588747997,0,0,0
421,1782588748597,0,0,0
422,1782588748896,0,0,0
423,1782588749213,0,0,0
424,1782588749630,0,0,0
425,1782588750562,0,0,0
426,1782588750728,0,0,0
427,1782588751112,0,0,0
428,1782588754608,0,0,0
429,1782588754958,0,0,0
430,1782588755324,0,0,0
431,1782588755790,0,0,0
432,1782588756141,0,0,0
433,1782588756490,0,0,0
434,1782588756756,0,0,0
435,1782588760037,0,0,0
436,1782588761136,0,0,0
437,1782588761786,0,0,0
438,1782588762135,0,0,0
439,1782588762519,0,0,0
440,1782588762685,0,0,0
441,1782588763501,0,0,0
442,1782588763784,0,0,0
443,1782588764184,0,0,0
444,1782588764433,0,0,0
445,1782588764733,0,0,0
446,1782588764949,0,0,0
447,1782588766131,0,0,0
448,1782588766399,0,0,0
449,1782588766698,0,0,0
450,1782588770230,0,0,0
451,1782588771960,0,0,0
452,1782588773675,0,0,0
453,1782588774009,0,0,0
454,1782588774392,0,0,0
455,1782588774641,0,0,0
456,1782588775491,0,0,0
457,1782588775823,0,0,0
458,1782588776190,0,0,0
459,1782588776490,0,0,0
460,1782588776756,0,0,0
461,1782588777106,0,0,0
462,1782588777256,0,0,0
463,1782588777656,0,0,0
464,1782588777922,0,0,0
465,1782588781187,0,0,0
466,1782588781487,0,0,0
467,1782588781836,0,0,0
468,1782588782002,0,0,0
469,1782588782918,0,0,0
470,1782588783167,0,0,0
471,1782588783585,0,0,0
472,1782588783950,0,0,0
473,1782588784799,0,0,0
474,1782588785099,0,0,0
475,1782588793892,0,0,0
476,1782588794524,0,0,0
477,1782588794591,0,0,0
478,1782588795008,0,0,0
479,1782588795324,0,0,0
480,1782588798821,0,0,0
481,1782588799204,0,0,0
482,1782588799404,0,0,0
483,1782588800603,0,0,0
484,1782588800936,0,0,0
485,1782588801618,0,0,0
486,1782588801968,0,0,0
487,1782588802068,0,0,0
488,1782588802402,0,0,0
489,1782588805949,0,0,0
490,1782588806281,0,0,0
491,1782588806598,0,0,0
492,1782588807497,0,0,0
493,1782588807847,0,0,0
494,1782588808180,0,0,0
495,1782588809645,0,0,0
496,1782588812909,0,0,0
497,1782588813242,0,0,0
498,1782588813608,0,0,0
499,1782588813859,0,0,0
500,1782588814125,0,0,0
501,1782588814576,0,0,0
502,1782588814908,0,0,0
503,1782588815257,0,0,0
504,1782588815906,0,0,0
505,1782588816206,0,0,0
506,1782588816456,0,0,0
507,1782588817789,0,0,0
508,1782588819254,0,0,0
509,1782588821036,0,0,0
510,1782588822784,0,0,0
511,1782588823050,0,0,0
512,1782588823634,0,0,0
513,1782588823800,0,0,0
514,1782588823983,0,0,0
515,1782588824316,0,0,0
516,1782588824650,0,0,0
517,1782588824916,0,0,0
518,1782588825249,0,0,0
519,1782588825566,0,0,0
520,1782588826747,0,0,0
521,1782588828513,0,0,0
522,1782588829362,0,0,0
