index,date,STACK_1,STACK_2,STACK_3
0,1782588361988,13.199999999999999,13.210000000000001,13.32
1,1782588362404,13.199999999999999,13.210000000000001,13.32
2,1782588366434,13.199999999999999,13.210000000000001,13.32
3,1782588367351,13.199999999999999,13.210000000000001,13.32
4,1782588367917,13.199999999999999,13.210000000000001,13.32
5,1782588374528,13.199999999999999,13.210000000000001,13.32
6,1782588375894,13.199999999999999,13.210000000000001,13.32
7,1782588377709,13.199999999999999,13.210000000000001,13.32
8,1782588380839,13.199999999999999,13.210000000000001,13.32
9,1782588387184,13.199999999999999,13.210000000000001,13.32
10,1782588389149,13.199999999999999,13.210000000000001,13.32
11,1782588394827,13.199999999999999,13.210000000000001,13.32
12,1782588397575,13.199999999999999,13.210000000000001,13.32
13,1782588398225,13.199999999999999,13.210000000000001,13.32
14,1782588398841,13.199999999999999,13.210000000000001,13.32
15,1782588402138,13.199999999999999,13.210000000000001,13.32
16,1782588402471,13.199999999999999,13.210000000000001,13.32
17,1782588417142,13.199999999999999,13.210000000000001,13.32
18,1782588417575,13.199999999999999,13.199999999999999,13.32
19,1782588417675,13.199999999999999,13.210000000000001,13.32
20,1782588419324,13.199999999999999,13.210000000000001,13.32
21,1782588419540,13.199999999999999,13.210000000000001,13.32
22,1782588420073,13.199999999999999,13.210000000000001,13.32
23,1782588422171,13.199999999999999,13.199999999999999,13.32
24,1782588423070,13.199999999999999,13.199999999999999,13.32
25,1782588424903,13.199999999999999,13.210000000000001,13.32
26,1782588434011,13.199999999999999,13.199999999999999,13.32
27,1782588434277,13.199999999999999,13.199999999999999,13.32
28,1782588435610,13.199999999999999,13.199999999999999,13.32
29,1782588436260,13.199999999999999,13.210000000000001,13.32
30,1782588437375,13.199999999999999,13.199999999999999,13.32
31,1782588437858,13.199999999999999,13.199999999999999,13.32
32,1782588439157,13.199999999999999,13.199999999999999,13.32
33,1782588439674,13.199999999999999,13.199999999999999,13.32
34,1782588440589,13.199999999999999,13.199999999999999,13.32
35,1782588441006,13.199999999999999,13.199999999999999,13.32
36,1782588441439,13.199999999999999,13.199999999999999,13.32
37,1782588446334,13.199999999999999,13.199999999999999,13.32
38,1782588449765,13.199999999999999,13.199999999999999,13.32
39,1782588453379,13.199999999999999,13.199999999999999,13.32
40,1782588458507,13.199999999999999,13.199999999999999,13.32
41,1782588459822,13.199999999999999,13.199999999999999,13.32
42,1782588465418,13.199999999999999,13.199999999999999,13.32
43,1782588472462,13.199999999999999,13.199999999999999,13.32
