index,date,TORQUE_GAIN,TORQUE_DECREASE_R,TORQUE_DECRASE_L
0,1782588358108,0,0,0
1,1782588358924,0,0,0
2,1782588359025,0,0,0
3,1782588359840,0,0,0
4,1782588360657,0,0,0
5,1782588360806,0,0,0
6,1782588361107,0,0,0
7,1782588361457,0,0,0
8,1782588361789,0,0,0
9,1782588364736,0,0,0
10,1782588365069,0,0,0
11,1782588365419,0,0,0
12,1782588365702,0,0,0
13,1782588366169,0,0,0
14,1782588366551,0,0,0
15,1782588366818,0,0,0
16,1782588367184,0,0,0
17,1782588368301,0,0,0
18,1782588369115,0,0,0
19,1782588369250,0,0,0
20,1782588370015,0,0,0
21,1782588370864,0,0,0
22,1782588371664,0,0,0
23,1782588371714,0,0,0
24,1782588372330,0,0,0
25,1782588372463,0,0,0
26,1782588373096,0,0,0
27,1782588373945,0,0,0
28,1782588376776,0,0,0
29,1782588377059,0,0,0
30,1782588377459,0,0,0
31,1782588377626,0,0,0
32,1782588378041,0,0,0
33,1782588378291,0,0,0
34,1782588379124,0,0,0
35,1782588379407,0,0,0
36,1782588379624,0,0,0
37,1782588380023,0,0,0
38,1782588380306,0,0,0
39,1782588381555,0,0,0
40,1782588381789,0,0,0
41,1782588385619,0,0,0
42,1782588385936,0,0,0
43,1782588386236,0,0,0
44,1782588386785,0,0,0
45,1782588387035,0,0,0
46,1782588387417,0,0,0
47,1782588387751,0,0,0
48,1782588388083,0,0,0
49,1782588388883,0,0,0
50,1782588389249,0,0,0
51,1782588389532,0,0,0
52,1782588389799,0,0,0
53,1782588397709,0,0,0
54,1782588398026,0,0,0
55,1782588401172,0,0,0
56,1782588401505,0,0,0
57,1782588401822,0,0,0
58,1782588402121,0,0,0
59,1782588402671,0,0,0
60,1782588402871,0,0,0
61,1782588403187,0,0,0
62,1782588405152,0,0,0
63,1782588405968,0,0,0
64,1782588406051,0,0,0
65,1782588407001,0,0,0
66,1782588407651,0,0,0
67,1782588407767,0,0,0
68,1782588408583,0,0,0
69,1782588409365,0,0,0
70,1782588410214,0,0,0
71,1782588410281,0,0,0
72,1782588411114,0,0,0
73,1782588411930,0,0,0
74,1782588412030,0,0,0
75,1782588412845,0,0,0
76,1782588413645,0,0,0
77,1782588414561,0,0,0
78,1782588415360,0,0,0
79,1782588416326,0,0,0
80,1782588416859,0,0,0
81,1782588417209,0,0,0
82,1782588417442,0,0,0
83,1782588417992,0,0,0
84,1782588420523,0,0,0
85,1782588420856,0,0,0
86,1782588421222,0,0,0
87,1782588421655,0,0,0
88,1782588422005,0,0,0
89,1782588422338,0,0,0
90,1782588422704,0,0,0
91,1782588426267,0,0,0
92,1782588426318,0,0,0
93,1782588426800,0,0,0
94,1782588427184,0,0,0
95,1782588427584,0,0,0
96,1782588427783,0,0,0
97,1782588429531,0,0,0
98,1782588429865,0,0,0
99,1782588432130,0,0,0
100,1782588432479,0,0,0
101,1782588433046,0,0,0
102,1782588433944,0,0,0
103,1782588435310,0,0,0
104,1782588435960,0,0,0
105,1782588436192,0,0,0
106,1782588437175,0,0,0
107,1782588439023,0,0,0
108,1782588439390,0,0,0
109,1782588440322,0,0,0
110,1782588441606,0,0,0
111,1782588442537,0,0,0
112,1782588443204,0,0,0
113,1782588443570,0,0,0
114,1782588444420,0,0,0
115,1782588444802,0,0,0
116,1782588446601,0,0,0
117,1782588446967,0,0,0
118,1782588447351,0,0,0
119,1782588448183,0,0,0
120,1782588449181,0,0,0
121,1782588449548,0,0,0
122,1782588451280,0,0,0
123,1782588452062,0,0,0
124,1782588452928,0,0,0
125,1782588453113,0,0,0
126,1782588499855,0,0,16386
127,1782588499989,0,0,16386
128,1782588500771,0,0,16386
129,1782588501605,0,0,16386
130,1782588502570,0,0,16386
131,1782588502853,0,0,16386
132,1782588503203,0,0,16386
133,1782588503469,0,0,16386
134,1782588505184,0,0,16386
135,1782588507649,0,0,16386
136,1782588508216,0,0,16386
137,1782588509997,0,0,16386
138,1782588510463,0,0,16386
139,1782588510797,0,0,16386
140,1782588512595,0,0,16386
141,1782588516741,0,0,16386
142,1782588517108,0,0,16386
143,1782588517308,0,0,16386
144,1782588517491,0,0,16386
145,1782588518107,0,0,16386
146,1782588518240,0,0,16386
147,1782588518507,0,0,16386
148,1782588521504,0,0,16386
149,1782588522104,0,0,16386
150,1782588522337,0,0,16386
151,1782588523003,0,0,16386
152,1782588523254,0,0,16386
153,1782588523619,0,0,16386
154,1782588526317,0,0,16386
155,1782588526633,0,0,16386
156,1782588526966,0,0,16386
157,1782588528082,0,0,16386
158,1782588528399,0,0,16386
159,1782588528715,0,0,16386
160,1782588529965,0,0,16386
161,1782588532278,0,0,16386
162,1782588532579,0,0,16386
163,1782588532895,0,0,16386
164,1782588533111,0,0,16386
165,1782588533327,0,0,16386
166,1782588533960,0,0,16386
167,1782588534244,0,0,16386
168,1782588535609,0,0,16386
169,1782588536258,0,0,16386
170,1782588536575,0,0,16386
171,1782588536774,0,0,16386
172,1782588537741,0,0,16386
173,1782588538024,0,0,16386
174,1782588538307,0,0,16386
175,1782588539372,0,0,16386
176,1782588539456,0,0,16386
177,1782588540106,0,0,16386
178,1782588540172,0,0,16386
179,1782588545101,0,0,16386
180,1782588545467,0,0,16386
181,1782588545751,0,0,16386
182,1782588546083,0,0,16386
183,1782588546400,0,0,16386
184,1782588546566,0,0,16386
185,1782588547449,0,0,16386
186,1782588548031,0,0,16386
187,1782588548415,0,0,16386
188,1782588548764,0,0,16386
189,1782588548981,0,0,16386
190,1782588550363,0,0,16386
191,1782588551113,0,0,16386
192,1782588552429,0,0,16386
193,1782588552762,0,0,16386
194,1782588553145,0,0,16386
195,1782588553379,0,0,16386
196,1782588553760,0,0,16386
197,1782588553994,0,0,16386
198,1782588554510,0,0,16386
199,1782588554876,0,0,16386
200,1782588555492,0,0,16386
201,1782588556675,0,0,16386
202,1782588556942,0,0,16386
203,1782588557258,0,0,16386
204,1782588557840,0,0,16386
205,1782588558124,0,0,16386
206,1782588558690,0,0,16386
207,1782588558923,0,0,16386
208,1782588560871,0,0,16386
209,1782588561221,0,0,16386
210,1782588562903,0,0,16386
211,1782588563252,0,0,16386
212,1782588565550,0,0,16386
213,1782588565917,0,0,16386
214,1782588566233,0,0,16386
215,1782588567000,0,0,16386
216,1782588567316,0,0,16386
217,1782588567699,0,0,16386
218,1782588567950,0,0,16386
219,1782588568365,0,0,16386
220,1782588568598,0,0,16386
221,1782588568798,565,565,16386
222,1782588569048,1795,1795,16386
223,1782588569414,1937,1937,16386
224,1782588569780,1925,1925,16386
225,1782588570996,1835,1835,16386
226,1782588571962,2195,2195,16386
227,1782588573111,2175,2175,16386
228,1782588574594,2182,2182,16386
229,1782588575226,1967,1967,16386
230,1782588575659,2117,2117,16386
231,1782588576260,2265,2265,16386
232,1782588577175,2290,2290,16386
233,1782588577840,0,0,16386
234,1782588578540,0,0,16386
235,1782588578806,0,0,16386
236,1782588579439,0,0,16386
237,1782588580471,0,0,16386
238,1782588580821,0,0,16386
239,1782588582437,0,0,16386
240,1782588584251,0,0,16386
241,1782588586849,0,0,16386
242,1782588588165,0,0,16386
243,1782588588365,0,0,16386
244,1782588589380,310,310,16386
245,1782588590397,0,0,16386
246,1782588590963,0,0,16386
247,1782588592012,270,270,16386
248,1782588594609,0,0,16386
249,1782588595159,0,0,16386
250,1782588595625,0,0,16386
251,1782588596641,0,0,16386
252,1782588597657,0,0,16386
253,1782588597807,0,0,16386
254,1782588598124,0,0,16386
255,1782588598573,0,0,16386
256,1782588599139,0,0,16386
257,1782588600771,0,0,16386
258,1782588603352,1272,1272,16386
259,1782588604451,1467,1467,16386
260,1782588605201,887,887,16386
261,1782588605300,750,750,16386
262,1782588606399,0,0,16386
263,1782588607015,545,545,16386
264,1782588607399,842,842,16386
265,1782588607899,1072,1072,16386
266,1782588610147,0,0,16386
267,1782588611195,412,412,16386
268,1782588612228,0,0,16386
269,1782588612711,937,937,16386
270,1782588613145,940,940,16386
271,1782588615026,935,935,16386
272,1782588615659,0,0,16386
273,1782588616741,0,0,16386
274,1782588617191,0,0,16386
275,1782588617274,0,0,16386
276,1782588617640,0,0,16386
277,1782588618574,0,0,16386
278,1782588620571,0,0,16386
279,1782588621636,0,0,16386
280,1782588622819,0,0,16386
281,1782588623202,0,0,16386
282,1782588623801,0,0,16386
283,1782588624235,0,0,16386
284,1782588624518,0,0,16386
285,1782588624751,0,0,16386
286,1782588625750,0,0,16386
287,1782588627615,0,0,16386
288,1782588628697,0,0,16386
289,1782588630313,0,0,16386
290,1782588631894,0,0,16386
291,1782588632910,0,0,16386
292,1782588635042,0,0,16386
293,1782588635492,0,0,16386
294,1782588636341,0,0,16386
295,1782588637290,0,0,16386
296,1782588638605,0,0,16386
297,1782588639194,0,0,16386
298,1782588639488,0,0,16386
299,1782588640522,0,0,16386
300,1782588642070,0,0,16386
301,1782588643102,0,0,16386
302,1782588644001,0,0,16386
303,1782588645100,0,0,16386
304,1782588646149,260,260,16386
305,1782588646283,640,640,16386
306,1782588646682,1502,1502,16386
307,1782588647715,1727,1727,16386
308,1782588649247,1780,1780,16386
