index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2
0,1782588357725,192,0
1,1782588358541,192,0
2,1782588358641,192,0
3,1782588359457,192,0
4,1782588360273,192,0
5,1782588362138,192,0
6,1782588362488,192,0
7,1782588362954,192,0
8,1782588363187,192,0
9,1782588363404,192,0
10,1782588363637,192,0
11,1782588364071,192,0
12,1782588367550,192,0
13,1782588368716,192,0
14,1782588368850,192,0
15,1782588369615,192,0
16,1782588370465,192,0
17,1782588371281,192,0
18,1782588371347,192,0
19,1782588371997,192,0
20,1782588372080,192,0
21,1782588372746,192,0
22,1782588372796,192,0
23,1782588373445,192,0
24,1782588374611,192,0
25,1782588374945,192,0
26,1782588375195,192,0
27,1782588375477,192,0
28,1782588375727,192,0
29,1782588376061,192,0
30,1782588376444,192,0
31,1782588381039,192,0
32,1782588381290,192,0
33,1782588382738,192,0
34,1782588383120,192,0
35,1782588383437,192,0
36,1782588383837,192,0
37,1782588383937,192,0
38,1782588384253,192,0
39,1782588384553,192,0
40,1782588384969,192,0
41,1782588385253,192,0
42,1782588388483,192,0
43,1782588390214,192,0
44,1782588390515,192,0
45,1782588390897,192,0
46,1782588391081,192,0
47,1782588391630,192,0
48,1782588391963,192,0
49,1782588392246,192,0
50,1782588392580,192,0
51,1782588392879,192,0
52,1782588393246,192,0
53,1782588393513,192,0
54,1782588394011,192,0
55,1782588394262,192,0
56,1782588394627,192,0
57,1782588394944,192,0
58,1782588395294,192,0
59,1782588395594,192,0
60,1782588396177,192,0
61,1782588396443,192,0
62,1782588398591,192,0
63,1782588399124,192,0
64,1782588399323,192,0
65,1782588399674,192,0
66,1782588399873,192,0
67,1782588400239,192,0
68,1782588400524,192,0
69,1782588400756,192,0
70,1782588403887,192,0
71,1782588404453,192,0
72,1782588404720,192,0
73,1782588405602,192,0
74,1782588405669,192,0
75,1782588406484,192,0
76,1782588407300,192,0
77,1782588407384,192,0
78,1782588408084,192,0
79,1782588408200,192,0
80,1782588408982,192,0
81,1782588409815,192,0
82,1782588409931,192,0
83,1782588410731,192,0
84,1782588411547,192,0
85,1782588411646,192,0
86,1782588412463,192,0
87,1782588413262,192,0
88,1782588414061,192,0
89,1782588414178,192,0
90,1782588414977,192,0
91,1782588415776,192,0
92,1782588415926,192,0
93,1782588417992,192,0
94,1782588418241,192,0
95,1782588418607,192,0
96,1782588419774,192,0
97,1782588423070,192,0
98,1782588423470,192,0
99,1782588423703,192,0
100,1782588424203,192,0
101,1782588424570,194,0
102,1782588424769,192,0
103,1782588425102,192,0
104,1782588425352,192,0
105,1782588425701,192,0
106,1782588426001,192,0
107,1782588428682,192,0
108,1782588428998,192,0
109,1782588429132,192,0
110,1782588430381,192,0
111,1782588430815,192,0
112,1782588431081,192,0
113,1782588431247,192,0
114,1782588432563,192,0
115,1782588432995,192,0
116,1782588433578,192,0
117,1782588434444,192,0
118,1782588434860,192,0
119,1782588436692,192,0
120,1782588438024,192,0
121,1782588438241,192,0
122,1782588438508,192,0
123,1782588438957,192,0
124,1782588440023,192,0
125,1782588440306,192,0
126,1782588440856,192,0
127,1782588441188,192,0
128,1782588442104,192,0
129,1782588443620,192,0
130,1782588443986,192,0
131,1782588445302,192,0
132,1782588445818,192,0
133,1782588446117,192,0
134,1782588446567,192,0
135,1782588447450,192,0
136,1782588447784,192,0
137,1782588448283,192,0
138,1782588448749,192,0
139,1782588449615,192,0
140,1782588450047,192,0
141,1782588450331,192,0
142,1782588451047,192,0
143,1782588451230,192,0
144,1782588452463,192,0
145,1782588453578,192,0
146,1782588460572,0,0
147,1782588499490,192,0
148,1782588499606,192,0
149,1782588500306,192,0
150,1782588500406,192,0
151,1782588501221,192,0
152,1782588502021,192,0
153,1782588502120,192,0
154,1782588503886,192,0
155,1782588504235,192,0
156,1782588504535,192,0
157,1782588504868,192,0
158,1782588506184,192,0
159,1782588507100,192,0
160,1782588507150,192,0
161,1782588507367,192,0
162,1782588509099,192,0
163,1782588509714,192,0
164,1782588511463,192,0
165,1782588511763,192,0
166,1782588512095,192,0
