index,date,Igual a,Fora da Faixa,Dentro da Faixa,Maior que,Menor que
0,1780261734652,,,,,MIN_VOLTAGE de ACCUMULADOR_PARAMS atingiu 0.790000
1,1780262754929,,,,,MIN_VOLTAGE de ACCUMULADOR_PARAMS atingiu 0.790000
