index,date,ACCEL_X,ACCEL_Y,ACCEL_Z
0,1780260522504,6,-7,-1
1,1780260523003,6,-9,0
2,1780260524203,5,-8,-1
3,1780260525019,6,-8,0
4,1780260525069,5,-8,-1
5,1780260525802,3,-10,0
6,1780260528153,6,-11,-2
7,1780260528403,5,-8,0
8,1780260528936,6,-8,0
9,1780260529387,3,-9,0
10,1780260530186,6,-8,1
11,1780260530635,6,-7,1
12,1780260531002,5,-9,-1
13,1780260531086,4,-10,0
14,1780260532119,6,-8,-1
15,1780260532153,7,-8,0
16,1780260532285,5,-9,-1
17,1780260533519,5,-9,-1
18,1780260534268,6,-9,-1
19,1780260536702,4,-8,-3
20,1780260537152,5,-9,-2
21,1780260537886,4,-8,-1
22,1780260538186,4,-9,1
23,1780260538268,7,-9,0
24,1780260538502,5,-9,-2
25,1780260538719,7,-9,-1
26,1780260539452,5,-9,0
27,1780260539768,5,-9,-1
28,1780260539835,6,-10,0
29,1780260540735,4,-10,-2
30,1780260540902,5,-9,-2
31,1780260541268,1,-6,0
32,1780260541852,6,-7,0
33,1780260542135,5,-9,0
34,1780260542337,6,-8,-1
35,1780260542802,4,-9,-1
36,1780260543418,6,-9,-1
37,1780260544070,6,-8,-1
38,1780260544786,1,-11,-2
39,1780260545102,2,-12,-2
40,1780260545770,5,-7,-2
41,1780260546353,5,-9,0
42,1780260547220,10,-12,-1
43,1780260547501,3,-10,254
44,1780260549601,4,-10,-1
45,1780260550052,5,-9,-1
46,1780260550218,6,-8,0
47,1780260550718,4,-10,-2
48,1780260550802,4,-11,0
49,1780260551387,5,-10,-2
50,1780260551467,6,-9,0
51,1780260551618,7,-9,-1
52,1780260552170,4,-9,0
53,1780260552568,6,-9,-1
54,1780260553268,2,-9,-2
55,1780260553486,5,-10,-2
56,1780260553935,5,-9,0
57,1780260555135,7,-8,0
58,1780260555218,5,-9,-3
59,1780260558485,3,-10,-2
60,1780260558668,4,-10,-2
61,1780260558868,4,-9,-1
62,1780260559070,5,-8,-2
63,1780260559185,4,-7,-1
64,1780260559552,4,-9,-1
65,1780260560201,6,-9,-2
66,1780260560420,5,-9,0
67,1780260560734,5,-9,0
68,1780260561151,4,-8,0
69,1780260561484,4,-9,0
70,1780260563003,4,-9,-1
71,1780260563051,4,-8,1
72,1780260563169,4,-7,0
73,1780260563334,5,-10,-2
74,1780260564867,5,-9,0
75,1780260566568,6,-8,0
76,1780260567301,6,-8,-1
77,1780260568984,6,-9,0
78,1780260569019,7,-10,0
79,1780260569934,6,-9,0
80,1780260570184,5,-10,0
81,1780260571583,4,-9,-2
82,1780260571784,5,-10,0
83,1780260572367,3,-9,-1
84,1780260572984,2,-10,0
85,1780260573334,4,-10,-6
86,1780260574967,4,-9,-1
87,1780260575250,7,-9,0
88,1780260575867,6,-7,-254
89,1780260575951,6,-10,1
90,1780260578384,-3,61,-86
91,1780260578684,-9,55,-55
92,1780260579250,23,17,-84
93,1780260579300,105,-16,-86
94,1780260579834,23,-120,185
95,1780260580167,4,-135,101
96,1780260580283,-21,-40,105
97,1780260581766,478,546,-602
98,1780260581933,-342,759,-696
99,1780260582716,-95,537,-687
100,1780260583084,-12,283,-667
101,1780260584733,-128,300,-259
102,1780260585032,444,118,-125
103,1780260587049,-36,252,-124
104,1780260587249,-44,168,-189
105,1780260587333,195,89,-195
106,1780260587550,-73,179,-203
107,1780260587833,38,130,-86
108,1780260588416,13,87,-176
109,1780260588900,-37,68,-120
110,1780260590266,89,-13,15
111,1780260590633,-77,-115,134
112,1780260590716,25,-150,219
113,1780260591500,6,-1,7
114,1780260592417,1,1,-10
115,1780260592616,9,-3,-11
116,1780260593117,2,4,-12
117,1780260594233,8,-3,-6
118,1780260594516,6,-5,-7
119,1780260595582,6,-7,-1
120,1780260596166,5,-10,0
121,1780260596833,5,-8,0
122,1780260597148,6,-9,1
123,1780260597232,2,-9,0
124,1780260597849,5,-9,-1
125,1780260599715,4,-8,-2
126,1780260599915,6,-10,-1
127,1780260601200,5,-9,0
128,1780260601450,5,-10,0
129,1780260601983,0,0,2
130,1780260603183,5,-10,0
131,1780260603998,6,-9,-1
132,1780260604665,7,-10,-2
133,1780260605933,6,-9,-1
134,1780260606716,5,-9,0
135,1780260607500,6,-9,-1
136,1780260607915,5,-8,-3
137,1780260608532,5,-8,-2
138,1780260610099,5,-8,-1
139,1780260610231,7,-8,2
140,1780260611048,4,-9,-1
141,1780260611183,6,-9,0
142,1780260611465,4,-9,0
143,1780260611882,3,-7,0
144,1780260613782,5,-9,0
145,1780260613981,4,-9,-1
146,1780260616047,6,-9,-1
147,1780260616132,4,-8,-2
148,1780260617115,5,-8,-2
149,1780260617898,4,-8,0
150,1780260619098,4,-9,-2
151,1780260619548,5,-10,-1
152,1780260619798,4,-9,-1
153,1780260621114,5,-10,-2
154,1780260621165,4,-8,-2
155,1780260621281,5,-9,0
156,1780260622064,4,-9,-1
157,1780260622847,8,-9,-1
158,1780260623431,3,-8,-1
159,1780260624664,5,-10,-1
