index,date,LOST_MESSAGE,BUS_OFF,CAN_STATE,1,2,3,4,5
0,1765220698549,0,0,0,0,0,0,0,0
1,1765220698832,0,0,0,0,0,0,0,0
2,1765220699182,0,0,0,0,0,0,0,0
3,1765220699465,0,0,0,0,0,0,0,0
4,1765220699816,0,0,0,0,0,0,0,0
5,1765220700100,0,0,0,0,0,0,0,0
6,1765220700465,0,0,0,0,0,0,0,0
7,1765220700749,0,0,0,0,0,0,0,0
8,1765220701032,0,0,0,0,0,0,0,0
9,1765220701083,0,0,0,0,0,0,0,0
10,1765220701365,0,0,0,0,0,0,0,0
11,1765220701665,0,0,0,0,0,0,0,0
12,1765220701982,0,0,0,0,0,0,0,0
13,1765220702265,0,0,0,0,0,0,0,0
14,1765220702565,0,0,0,0,0,0,0,0
15,1765220702848,0,0,0,0,0,0,0,0
16,1765220703182,0,0,0,0,0,0,0,0
17,1765220703465,0,0,0,0,0,0,0,0
18,1765220703748,0,0,0,0,0,0,0,0
19,1765220704048,0,0,0,0,0,0,0,0
20,1765220704315,0,0,0,0,0,0,0,0
21,1765220704648,0,0,0,0,0,0,0,0
22,1765220704932,0,0,0,0,0,0,0,0
23,1765220705198,0,0,0,0,0,0,0,0
24,1765220705247,0,0,0,0,0,0,0,0
25,1765220705533,0,0,0,0,0,0,0,0
26,1765220705798,0,0,0,0,0,0,0,0
27,1765220706116,0,0,0,0,0,0,0,0
28,1765220706415,0,0,0,0,0,0,0,0
29,1765220706716,0,0,0,0,0,0,0,0
30,1765220706982,0,0,0,0,0,0,0,0
31,1765220707265,0,0,0,0,0,0,0,0
32,1765220707582,0,0,0,0,0,0,0,0
33,1765220707882,0,0,0,0,0,0,0,0
34,1765220708180,0,0,0,0,0,0,0,0
35,1765220708465,0,0,0,0,0,0,0,0
36,1765220708782,0,0,0,0,0,0,0,0
37,1765220709065,0,0,0,0,0,0,0,0
38,1765220709365,0,0,0,0,0,0,0,0
39,1765220709665,0,0,0,0,0,0,0,0
40,1765220709931,0,0,0,0,0,0,0,0
41,1765220710265,0,0,0,0,0,0,0,0
42,1765220710532,0,0,0,0,0,0,0,0
43,1765220710831,0,0,0,0,0,0,0,0
44,1765220710848,0,0,0,0,0,0,0,0
45,1765220711147,0,0,0,0,0,0,0,0
46,1765220711415,0,0,0,0,0,0,0,0
47,1765220711732,0,0,0,0,0,0,0,0
48,1765220712015,0,0,0,0,0,0,0,0
49,1765220712331,0,0,0,0,0,0,0,0
50,1765220712615,0,0,0,0,0,0,0,0
51,1765220712881,0,0,0,0,0,0,0,0
52,1765220713198,0,0,0,0,0,0,0,0
53,1765220713482,0,0,0,0,0,0,0,0
54,1765220713798,0,0,0,0,0,0,0,0
55,1765220714082,0,0,0,0,0,0,0,0
56,1765220714399,0,0,0,0,0,0,0,0
57,1765220714665,0,0,0,0,0,0,0,0
58,1765220714965,0,0,0,0,0,0,0,0
59,1765220715281,0,0,0,0,0,0,0,0
60,1765220715549,0,0,0,0,0,0,0,0
61,1765220715866,0,0,0,0,0,0,0,0
62,1765220716148,0,0,0,0,0,0,0,0
63,1765220716432,0,0,0,0,0,0,0,0
64,1765220716465,0,0,0,0,0,0,0,0
65,1765220716748,0,0,0,0,0,0,0,0
66,1765220717015,0,0,0,0,0,0,0,0
67,1765220717331,0,0,0,0,0,0,0,0
68,1765220717615,0,0,0,0,0,0,0,0
69,1765220717931,0,0,0,0,0,0,0,0
70,1765220718215,0,0,0,0,0,0,0,0
71,1765220718482,0,0,0,0,0,0,0,0
72,1765220718816,0,0,0,0,0,0,0,0
73,1765220719098,0,0,0,0,0,0,0,0
74,1765220719482,0,0,0,0,0,0,0,0
75,1765220719766,0,0,0,0,0,0,0,0
76,1765220719915,0,0,0,0,0,0,0,0
77,1765220720198,0,0,0,0,0,0,0,0
78,1765220720648,0,0,0,0,0,0,0,0
79,1765220720948,0,0,0,0,0,0,0,0
80,1765220721081,0,0,0,0,0,0,0,0
81,1765220721415,0,0,0,0,0,0,0,0
82,1765220721832,0,0,0,0,0,0,0,0
83,1765220722182,0,0,0,0,0,0,0,0
84,1765220722315,0,0,0,0,0,0,0,0
85,1765220722599,0,0,0,0,0,0,0,0
86,1765220723014,0,0,0,0,0,0,0,0
87,1765220723349,0,0,0,0,0,0,0,0
88,1765220723766,0,0,0,0,0,0,0,0
89,1765220724099,0,0,0,0,0,0,0,0
90,1765220724216,0,0,0,0,0,0,0,0
91,1765220724515,0,0,0,0,0,0,0,0
92,1765220724980,0,0,0,0,0,0,0,0
93,1765220725283,0,0,0,0,0,0,0,0
94,1765220725415,0,0,0,0,0,0,0,0
95,1765220725750,0,0,0,0,0,0,0,0
96,1765220726181,0,0,0,0,0,0,0,0
97,1765220726465,0,0,0,0,0,0,0,0
98,1765220726783,0,0,0,0,0,0,0,0
99,1765220727081,0,0,0,0,0,0,0,0
100,1765220727415,0,0,0,0,0,0,0,0
101,1765220727749,0,0,0,0,0,0,0,0
102,1765220728181,0,0,0,0,0,0,0,0
103,1765220728465,0,0,0,0,0,0,0,0
104,1765220728614,0,0,0,0,0,0,0,0
105,1765220728982,0,0,0,0,0,0,0,0
106,1765220729132,0,0,0,0,0,0,0,0
107,1765220729416,0,0,0,0,0,0,0,0
108,1765220729932,0,0,0,0,0,0,0,0
109,1765220730215,0,0,0,0,0,0,0,0
110,1765220730381,0,0,0,0,0,0,0,0
111,1765220730716,0,0,0,0,0,0,0,0
112,1765220730881,0,0,0,0,0,0,0,0
113,1765220731165,0,0,0,0,0,0,0,0
114,1765220731633,0,0,0,0,0,0,0,0
115,1765220731964,0,0,0,0,0,0,0,0
116,1765220732148,0,0,0,0,0,0,0,0
117,1765220732449,0,0,0,0,0,0,0,0
118,1765220732930,0,0,0,0,0,0,0,0
119,1765220733215,0,0,0,0,0,0,0,0
120,1765220733382,0,0,0,0,0,0,0,0
121,1765220733715,0,0,0,0,0,0,0,0
122,1765220733865,0,0,0,0,0,0,0,0
123,1765220734165,0,0,0,0,0,0,0,0
124,1765220734599,0,0,0,0,0,0,0,0
125,1765220734949,0,0,0,0,0,0,0,0
126,1765220735099,0,0,0,0,0,0,0,0
127,1765220735398,0,0,0,0,0,0,0,0
128,1765220735882,0,0,0,0,0,0,0,0
129,1765220736165,0,0,0,0,0,0,0,0
130,1765220736315,0,0,0,0,0,0,0,0
131,1765220736649,0,0,0,0,0,0,0,0
132,1765220737083,0,0,0,0,0,0,0,0
133,1765220737398,0,0,0,0,0,0,0,0
134,1765220737514,0,0,0,0,0,0,0,0
135,1765220737799,0,0,0,0,0,0,0,0
136,1765220738081,0,0,0,0,0,0,0,0
137,1765220738232,0,0,0,0,0,0,0,0
138,1765220738566,0,0,0,0,0,0,0,0
139,1765220738698,0,0,0,0,0,0,0,0
140,1765220738982,0,0,0,0,0,0,0,0
141,1765220739449,0,0,0,0,0,0,0,0
142,1765220739732,0,0,0,0,0,0,0,0
143,1765220739880,0,0,0,0,0,0,0,0
144,1765220740231,0,0,0,0,0,0,0,0
145,1765220740631,0,0,0,0,0,0,0,0
146,1765220740948,0,0,0,0,0,0,0,0
147,1765220741400,0,0,0,0,0,0,0,0
148,1765220741697,0,0,0,0,0,0,0,0
149,1765220741797,0,0,0,0,0,0,0,0
150,1765220742165,0,0,0,0,0,0,0,0
151,1765220742566,0,0,0,0,0,0,0,0
152,1765220742915,0,0,0,0,0,0,0,0
153,1765220743049,0,0,0,0,0,0,0,0
154,1765220743331,0,0,0,0,0,0,0,0
155,1765220743750,0,0,0,0,0,0,0,0
156,1765220744082,0,0,0,0,0,0,0,0
157,1765220744232,0,0,0,0,0,0,0,0
158,1765220744515,0,0,0,0,0,0,0,0
159,1765220744983,0,0,0,0,0,0,0,0
160,1765220745264,0,0,0,0,0,0,0,0
161,1765220745398,0,0,0,0,0,0,0,0
162,1765220745733,0,0,0,0,0,0,0,0
163,1765220746165,0,0,0,0,0,0,0,0
164,1765220746498,0,0,0,0,0,0,0,0
165,1765220746648,0,0,0,0,0,0,0,0
166,1765220746930,0,0,0,0,0,0,0,0
167,1765220747199,0,0,0,0,0,0,0,0
168,1765220747365,0,0,0,0,0,0,0,0
169,1765220747698,0,0,0,0,0,0,0,0
170,1765220747849,0,0,0,0,0,0,0,0
171,1765220748131,0,0,0,0,0,0,0,0
172,1765220748599,0,0,0,0,0,0,0,0
173,1765220748882,0,0,0,0,0,0,0,0
174,1765220749015,0,0,0,0,0,0,0,0
175,1765220749349,0,0,0,0,0,0,0,0
176,1765220749615,0,0,0,0,0,0,0,0
177,1765220749748,0,0,0,0,0,0,0,0
178,1765220750082,0,0,0,0,0,0,0,0
179,1765220750499,0,0,0,0,0,0,0,0
180,1765220750798,0,0,0,0,0,0,0,0
181,1765220750931,0,0,0,0,0,0,0,0
182,1765220751265,0,0,0,0,0,0,0,0
183,1765220751665,0,0,0,0,0,0,0,0
184,1765220752014,0,0,0,0,0,0,0,0
185,1765220752132,0,0,0,0,0,0,0,0
186,1765220752432,0,0,0,0,0,0,0,0
187,1765220752881,0,0,0,0,0,0,0,0
188,1765220753181,0,0,0,0,0,0,0,0
189,1765220753314,0,0,0,0,0,0,0,0
190,1765220753599,0,0,0,0,0,0,0,0
191,1765220754065,0,0,0,0,0,0,0,0
192,1765220754348,0,0,0,0,0,0,0,0
193,1765220754814,0,0,0,0,0,0,0,0
194,1765220755083,0,0,0,0,0,0,0,0
195,1765220755232,0,0,0,0,0,0,0,0
196,1765220755582,0,0,0,0,0,0,0,0
197,1765220756015,0,0,0,0,0,0,0,0
198,1765220756332,0,0,0,0,0,0,0,0
199,1765220756448,0,0,0,0,0,0,0,0
200,1765220756799,0,0,0,0,0,0,0,0
201,1765220756931,0,0,0,0,0,0,0,0
202,1765220757199,0,0,0,0,0,0,0,0
203,1765220757531,0,0,0,0,0,0,0,0
204,1765220757663,0,0,0,0,0,0,0,0
205,1765220757964,0,0,0,0,0,0,0,0
206,1765220758415,0,0,0,0,0,0,0,0
207,1765220758680,0,0,0,0,0,0,0,0
208,1765220758830,0,0,0,0,0,0,0,0
209,1765220759180,0,0,0,0,0,0,0,0
210,1765220759598,0,0,0,0,0,0,0,0
211,1765220759898,0,0,0,0,0,0,0,0
212,1765220760031,0,0,0,0,0,0,0,0
213,1765220760365,0,0,0,0,0,0,0,0
214,1765220760782,0,0,0,0,0,0,0,0
215,1765220761131,0,0,0,0,0,0,0,0
216,1765220761298,0,0,0,0,0,0,0,0
217,1765220761581,0,0,0,0,0,0,0,0
218,1765220762047,0,0,0,0,0,0,0,0
219,1765220762348,0,0,0,0,0,0,0,0
220,1765220762515,0,0,0,0,0,0,0,0
221,1765220762814,0,0,0,0,0,0,0,0
222,1765220763298,0,0,0,0,0,0,0,0
223,1765220763582,0,0,0,0,0,0,0,0
224,1765220763764,0,0,0,0,0,0,0,0
225,1765220764099,0,0,0,0,0,0,0,0
226,1765220764248,0,0,0,0,0,0,0,0
227,1765220764531,0,0,0,0,0,0,0,0
228,1765220765031,0,0,0,0,0,0,0,0
229,1765220765316,0,0,0,0,0,0,0,0
230,1765220765464,0,0,0,0,0,0,0,0
231,1765220765748,0,0,0,0,0,0,0,0
232,1765220766264,0,0,0,0,0,0,0,0
233,1765220766563,0,0,0,0,0,0,0,0
234,1765220766714,0,0,0,0,0,0,0,0
235,1765220767048,0,0,0,0,0,0,0,0
236,1765220767215,0,0,0,0,0,0,0,0
237,1765220767497,0,0,0,0,0,0,0,0
238,1765220768015,0,0,0,0,0,0,0,0
239,1765220768299,0,0,0,0,0,0,0,0
240,1765220768449,0,0,0,0,0,0,0,0
241,1765220768781,0,0,0,0,0,0,0,0
242,1765220769248,0,0,0,0,0,0,0,0
243,1765220769531,0,0,0,0,0,0,0,0
244,1765220769699,0,0,0,0,0,0,0,0
245,1765220770031,0,0,0,0,0,0,0,0
246,1765220770184,0,0,0,0,0,0,0,0
247,1765220770464,0,0,0,0,0,0,0,0
248,1765220770948,0,0,0,0,0,0,0,0
249,1765220771231,0,0,0,0,0,0,0,0
250,1765220771348,0,0,0,0,0,0,0,0
251,1765220771698,0,0,0,0,0,0,0,0
252,1765220772132,0,0,0,0,0,0,0,0
253,1765220772415,0,0,0,0,0,0,0,0
254,1765220772882,0,0,0,0,0,0,0,0
255,1765220773164,0,0,0,0,0,0,0,0
256,1765220773298,0,0,0,0,0,0,0,0
257,1765220773632,0,0,0,0,0,0,0,0
258,1765220774048,0,0,0,0,0,0,0,0
259,1765220774381,0,0,0,0,0,0,0,0
260,1765220774531,0,0,0,0,0,0,0,0
261,1765220774798,0,0,0,0,0,0,0,0
262,1765220775231,0,0,0,0,0,0,0,0
263,1765220775563,0,0,0,0,0,0,0,0
264,1765220775698,0,0,0,0,0,0,0,0
265,1765220775982,0,0,0,0,0,0,0,0
266,1765220776465,0,0,0,0,0,0,0,0
267,1765220776731,0,0,0,0,0,0,0,0
268,1765220776881,0,0,0,0,0,0,0,0
269,1765220777215,0,0,0,0,0,0,0,0
270,1765220777616,0,0,0,0,0,0,0,0
271,1765220777963,0,0,0,0,0,0,0,0
272,1765220778065,0,0,0,0,0,0,0,0
273,1765220778365,0,0,0,0,0,0,0,0
274,1765220778664,0,0,0,0,0,0,0,0
275,1765220778780,0,0,0,0,0,0,0,0
276,1765220779132,0,0,0,0,0,0,0,0
277,1765220779549,0,0,0,0,0,0,0,0
278,1765220779863,0,0,0,0,0,0,0,0
279,1765220780015,0,0,0,0,0,0,0,0
