index,date,GYRO_X,GYRO_Y,GYRO_Z,1,2,3,4,5
0,1765820036739,-1,1,0,0,0,0,0,0
1,1765820036921,0,1,1,0,0,0,0,0
2,1765820037104,-1,1,2,0,0,0,0,0
3,1765820037171,0,1,1,0,0,0,0,0
4,1765820037388,2,0,0,0,0,0,0,0
5,1765820037471,0,0,1,0,0,0,0,0
6,1765820037554,-1,0,1,0,0,0,0,0
7,1765820037670,-1,0,2,0,0,0,0,0
8,1765820037823,0,0,1,0,0,0,0,0
9,1765820038088,0,2,1,0,0,0,0,0
10,1765820038138,1,0,1,0,0,0,0,0
11,1765820038423,0,0,1,0,0,0,0,0
12,1765820038523,1,0,0,0,0,0,0,0
13,1765820038689,1,-1,1,0,0,0,0,0
14,1765820038806,1,1,2,0,0,0,0,0
15,1765820038990,2,-1,0,0,0,0,0,0
16,1765820039539,-2,0,2,0,0,0,0,0
17,1765820039672,1,0,2,0,0,0,0,0
18,1765820040006,0,0,0,0,0,0,0,0
19,1765820040087,1,1,1,0,0,0,0,0
20,1765820040489,1,0,0,0,0,0,0,0
21,1765820040739,1,0,1,0,0,0,0,0
22,1765820040872,-1,2,2,0,0,0,0,0
23,1765820041038,1,0,1,0,0,0,0,0
24,1765820041122,0,1,1,0,0,0,0,0
25,1765820041322,-1,0,0,0,0,0,0,0
26,1765820041556,1,255,2,0,0,0,0,0
27,1765820041888,-1,0,0,0,0,0,0,0
28,1765820042038,1,0,2,0,0,0,0,0
29,1765820042139,-1,1,2,0,0,0,0,0
30,1765820042371,1,-1,2,0,0,0,0,0
31,1765820042454,1,-1,1,0,0,0,0,0
32,1765820042654,1,0,1,0,0,0,0,0
33,1765820042821,0,1,1,0,0,0,0,0
34,1765820042904,0,0,1,0,0,0,0,0
35,1765820043221,0,1,1,0,0,0,0,0
36,1765820043405,0,1,2,0,0,0,0,0
37,1765820043456,1,2,1,0,0,0,0,0
38,1765820043705,1,1,0,0,0,0,0,0
39,1765820043788,-1,1,1,0,0,0,0,0
40,1765820043921,0,1,0,0,0,0,0,0
41,1765820044105,-1,-1,2,0,0,0,0,0
42,1765820044371,1,-1,1,0,0,0,0,0
43,1765820044721,0,2,2,0,0,0,0,0
44,1765820044837,0,-1,1,0,0,0,0,0
45,1765820045173,-1,0,1,0,0,0,0,0
46,1765820045255,0,2,0,0,0,0,0,0
47,1765820045555,2,-1,1,0,0,0,0,0
48,1765820045705,1,0,1,0,0,0,0,0
49,1765820045822,0,0,1,0,0,0,0,0
50,1765820046004,0,0,1,0,0,0,0,0
51,1765820046172,0,2,1,0,0,0,0,0
52,1765820046239,-1,1,0,0,0,0,0,0
53,1765820046455,0,0,1,0,0,0,0,0
54,1765820047021,0,0,1,0,0,0,0,0
55,1765820047172,1,0,1,0,0,0,0,0
56,1765820047488,-1,0,1,0,0,0,0,0
57,1765820047589,0,0,1,0,0,0,0,0
58,1765820047872,1,0,1,0,0,0,0,0
59,1765820047956,1,-1,1,0,0,0,0,0
60,1765820048206,1,0,1,0,0,0,0,0
61,1765820048339,1,-1,1,0,0,0,0,0
62,1765820048506,1,0,1,0,0,0,0,0
63,1765820048655,1,0,2,0,0,0,0,0
64,1765820048805,0,-2,1,0,0,0,0,0
65,1765820049355,2,1,1,0,0,0,0,0
66,1765820049555,1,-1,1,0,0,0,0,0
67,1765820049639,0,0,2,0,0,0,0,0
68,1765820049822,1,0,1,0,0,0,0,0
69,1765820049972,1,0,2,0,0,0,0,0
70,1765820050289,0,0,2,0,0,0,0,0
71,1765820050572,1,0,1,0,0,0,0,0
72,1765820050688,-1,0,0,0,0,0,0,0
73,1765820050839,0,0,1,0,0,0,0,0
74,1765820050973,0,0,1,0,0,0,0,0
75,1765820051138,2,0,1,0,0,0,0,0
76,1765820051389,0,0,1,0,0,0,0,0
77,1765820051689,0,0,1,0,0,0,0,0
78,1765820052005,2,0,2,0,0,0,0,0
79,1765820052172,0,2,1,0,0,0,0,0
80,1765820052339,0,2,1,0,0,0,0,0
81,1765820052489,1,0,0,0,0,0,0,0
82,1765820052655,0,0,2,0,0,0,0,0
83,1765820053005,1,-1,1,0,0,0,0,0
84,1765820053222,1,-1,0,0,0,0,0,0
85,1765820053405,1,0,1,0,0,0,0,0
86,1765820053506,-1,-1,1,0,0,0,0,0
87,1765820053655,1,0,1,0,0,0,0,0
88,1765820053772,2,0,1,0,0,0,0,0
89,1765820054072,2,-1,1,0,0,0,0,0
90,1765820054455,0,-1,0,0,0,0,0,0
91,1765820054555,2,0,1,0,0,0,0,0
92,1765820054838,1,-1,2,0,0,0,0,0
93,1765820055004,1,-1,2,0,0,0,0,0
94,1765820055322,1,1,1,0,0,0,0,0
95,1765820055555,0,-1,2,0,0,0,0,0
96,1765820055688,0,1,1,0,0,0,0,0
97,1765820055856,0,0,0,0,0,0,0,0
98,1765820056021,0,-1,0,0,0,0,0,0
99,1765820056088,1,-1,1,0,0,0,0,0
100,1765820056322,0,0,0,0,0,0,0,0
101,1765820056655,2,0,1,0,0,0,0,0
102,1765820056855,-1,-1,0,0,0,0,0,0
103,1765820057004,-1,-1,1,0,0,0,0,0
104,1765820057089,1,0,1,0,0,0,0,0
105,1765820057322,0,1,1,0,0,0,0,0
106,1765820057405,0,0,1,0,0,0,0,0
107,1765820057720,0,0,0,0,0,0,0,0
108,1765820057954,0,0,2,0,0,0,0,0
109,1765820058155,0,0,1,0,0,0,0,0
110,1765820058305,1,1,1,0,0,0,0,0
111,1765820058389,0,0,1,0,0,0,0,0
112,1765820058673,1,0,2,0,0,0,0,0
113,1765820058838,1,0,0,0,0,0,0,0
114,1765820059156,0,0,2,0,0,0,0,0
115,1765820059238,0,1,0,0,0,0,0,0
116,1765820059389,2,1,0,0,0,0,0,0
117,1765820059556,-1,1,2,0,0,0,0,0
118,1765820059673,2,0,1,0,0,0,0,0
119,1765820059971,2,-1,1,0,0,0,0,0
120,1765820060255,0,-1,2,0,0,0,0,0
121,1765820060489,0,-1,1,0,0,0,0,0
122,1765820060538,1,-1,1,0,0,0,0,0
123,1765820060689,0,0,1,0,0,0,0,0
124,1765820060838,1,-1,1,0,0,0,0,0
125,1765820060987,0,-1,1,0,0,0,0,0
126,1765820061138,2,0,2,0,0,0,0,0
127,1765820061222,0,0,2,0,0,0,0,0
128,1765820061539,-1,0,1,0,0,0,0,0
129,1765820061772,0,-1,1,0,0,0,0,0
130,1765820061990,2,-1,0,0,0,0,0,0
131,1765820062056,1,-2,1,0,0,0,0,0
132,1765820062238,0,-1,2,0,0,0,0,0
133,1765820062322,1,-1,1,0,0,0,0,0
134,1765820062522,0,0,1,0,0,0,0,0
135,1765820062792,0,0,0,0,0,0,0,0
136,1765820063005,0,0,2,0,0,0,0,0
137,1765820063105,1,-1,0,0,0,0,0,0
138,1765820063323,0,0,0,0,0,0,0,0
139,1765820063539,1,1,1,0,0,0,0,0
140,1765820063605,1,0,1,0,0,0,0,0
141,1765820064038,2,-1,1,0,0,0,0,0
142,1765820064272,1,-1,1,0,0,0,0,0
143,1765820064438,0,-2,1,0,0,0,0,0
144,1765820064638,2,0,1,0,0,0,0,0
145,1765820064722,2,-1,1,0,0,0,0,0
146,1765820064921,1,0,1,0,0,0,0,0
147,1765820065088,-1,-1,1,0,0,0,0,0
148,1765820065171,2,-1,2,0,0,0,0,0
149,1765820216238,1,-2,0,0,0,0,0,0
150,1765820216488,4,-2,0,0,0,0,0,0
151,1765820216770,1,-3,0,0,0,0,0,0
152,1765820217052,3,-5,1,0,0,0,0,0
153,1765820217203,4,-3,2,0,0,0,0,0
154,1765820217353,3,-2,0,0,0,0,0,0
155,1765820217520,1,-2,1,0,0,0,0,0
156,1765820217603,2,-3,1,0,0,0,0,0
157,1765820217920,3,-3,0,0,0,0,0,0
158,1765820218003,1,-2,0,0,0,0,0,0
159,1765820218303,3,-3,0,0,0,0,0,0
160,1765820218403,1,-1,1,0,0,0,0,0
161,1765820218586,3,-4,1,0,0,0,0,0
162,1765820218753,1,-3,0,0,0,0,0,0
163,1765820218887,3,-2,1,0,0,0,0,0
164,1765820219186,2,-2,1,0,0,0,0,0
165,1765820219436,3,-3,2,0,0,0,0,0
166,1765820219801,3,-3,0,0,0,0,0,0
167,1765820219903,1,-2,1,0,0,0,0,0
168,1765820220136,1,-2,0,0,0,0,0,0
169,1765820220328,3,-3,1,0,0,0,0,0
170,1765820220469,2,-3,0,0,0,0,0,0
171,1765820220720,2,-3,1,0,0,0,0,0
172,1765820220870,1,-3,1,0,0,0,0,0
173,1765820220953,2,-3,2,0,0,0,0,0
174,1765820221170,1,-3,1,0,0,0,0,0
175,1765820221270,2,-2,1,0,0,0,0,0
176,1765820221403,2,-1,0,0,0,0,0,0
177,1765820221736,2,-3,2,0,0,0,0,0
178,1765820221886,2,-3,0,0,0,0,0,0
179,1765820222036,1,-4,1,0,0,0,0,0
180,1765820222219,1,-1,0,0,0,0,0,0
181,1765820222387,2,-1,2,0,0,0,0,0
182,1765820222687,2,-3,-1,0,0,0,0,0
183,1765820223003,3,-3,1,0,0,0,0,0
184,1765820223070,3,-1,1,0,0,0,0,0
185,1765820223220,3,-3,0,0,0,0,0,0
186,1765820223386,2,-4,1,0,0,0,0,0
187,1765820223520,3,-2,0,0,0,0,0,0
188,1765820223837,3,-3,1,0,0,0,0,0
189,1765820224136,1,-4,1,0,0,0,0,0
190,1765820224503,1,-1,2,0,0,0,0,0
191,1765820224603,3,-3,0,0,0,0,0,0
192,1765820224803,2,-1,1,0,0,0,0,0
193,1765820224969,2,-4,1,0,0,0,0,0
194,1765820225053,2,-3,1,0,0,0,0,0
195,1765820225369,2,-3,1,0,0,0,0,0
196,1765820225486,4,-3,2,0,0,0,0,0
197,1765820225703,2,-2,2,0,0,0,0,0
198,1765820225836,3,-2,2,0,0,0,0,0
199,1765820226153,2,-1,1,0,0,0,0,0
200,1765820226303,2,-3,0,0,0,0,0,0
201,1765820226753,1,-3,0,0,0,0,0,0
202,1765820226854,2,-2,2,0,0,0,0,0
203,1765820227087,2,-3,1,0,0,0,0,0
204,1765820227186,0,-3,1,0,0,0,0,0
205,1765820227301,2,-2,2,0,0,0,0,0
206,1765820227552,3,-2,0,0,0,0,0,0
207,1765820227870,2,-3,1,0,0,0,0,0
208,1765820228120,3,-2,2,0,0,0,0,0
209,1765820228236,3,-3,-1,0,0,0,0,0
210,1765820228354,3,-3,1,0,0,0,0,0
211,1765820228569,2,-2,0,0,0,0,0,0
212,1765820228736,1,-3,0,0,0,0,0,0
213,1765820229120,0,-1,0,0,0,0,0,0
214,1765820229220,1,-2,1,0,0,0,0,0
215,1765820229420,3,-3,0,0,0,0,0,0
216,1765820229587,3,-1,2,0,0,0,0,0
217,1765820229670,3,-2,1,0,0,0,0,0
218,1765820229903,3,-2,1,0,0,0,0,0
219,1765820230073,3,-3,0,0,0,0,0,0
220,1765820230286,1,-1,1,0,0,0,0,0
221,1765820230452,2,-1,1,0,0,0,0,0
222,1765820230644,2,-3,1,0,0,0,0,0
223,1765820230688,0,-3,1,0,0,0,0,0
224,1765820230936,0,-3,1,0,0,0,0,0
225,1765820231053,2,-1,1,0,0,0,0,0
226,1765820231503,3,-3,1,0,0,0,0,0
227,1765820231687,3,-3,0,0,0,0,0,0
228,1765820231804,3,-2,1,0,0,0,0,0
229,1765820231985,4,-2,1,0,0,0,0,0
230,1765820232134,2,-2,0,0,0,0,0,0
231,1765820232285,2,-3,0,0,0,0,0,0
232,1765820232434,3,-2,2,0,0,0,0,0
233,1765820232501,3,-3,1,0,0,0,0,0
234,1765820232835,2,-1,1,0,0,0,0,0
235,1765820233018,3,-3,2,0,0,0,0,0
236,1765820233251,2,-3,1,0,0,0,0,0
237,1765820233318,2,-2,1,0,0,0,0,0
238,1765820233468,1,-2,1,0,0,0,0,0
239,1765820233585,2,-2,1,0,0,0,0,0
240,1765820233785,1,-3,1,0,0,0,0,0
241,1765820234185,2,-3,1,0,0,0,0,0
242,1765820234353,2,-3,0,0,0,0,0,0
243,1765820234518,2,-3,0,0,0,0,0,0
244,1765820234802,3,-2,1,0,0,0,0,0
245,1765820234868,2,-3,1,0,0,0,0,0
246,1765820235418,2,-2,0,0,0,0,0,0
247,1765820235568,2,-2,1,0,0,0,0,0
248,1765820235717,3,-3,1,0,0,0,0,0
249,1765820235785,3,-3,0,0,0,0,0,0
250,1765820235917,3,-2,1,0,0,0,0,0
251,1765820236101,0,-3,0,0,0,0,0,0
252,1765820236234,2,-3,3,0,0,0,0,0
253,1765820236418,2,-3,1,0,0,0,0,0
254,1765820236751,1,-1,0,0,0,0,0,0
255,1765820236818,2,-1,1,0,0,0,0,0
256,1765820236968,2,-3,0,0,0,0,0,0
257,1765820237051,1,-1,0,0,0,0,0,0
258,1765820237251,1,-3,-1,0,0,0,0,0
259,1765820237351,3,-3,0,0,0,0,0,0
260,1765820237468,2,-3,0,0,0,0,0,0
261,1765820237584,2,-2,0,0,0,0,0,0
262,1765820237801,4,-3,1,0,0,0,0,0
263,1765820238268,1,-3,0,0,0,0,0,0
264,1765820238351,3,-3,1,0,0,0,0,0
265,1765820238584,1,-3,1,0,0,0,0,0
266,1765820238751,3,-3,0,0,0,0,0,0
267,1765820238868,2,-3,1,0,0,0,0,0
268,1765820239218,3,-2,0,0,0,0,0,0
269,1765820239468,1,-3,1,0,0,0,0,0
270,1765820239918,2,-1,1,0,0,0,0,0
271,1765820239985,1,-4,1,0,0,0,0,0
272,1765820240201,2,-3,1,0,0,0,0,0
273,1765820240384,1,-3,0,0,0,0,0,0
274,1765820240468,1,-2,1,0,0,0,0,0
275,1765820241001,1,-4,1,0,0,0,0,0
276,1765820241102,1,-3,2,0,0,0,0,0
277,1765820241285,2,-4,0,0,0,0,0,0
278,1765820241501,2,-4,1,0,0,0,0,0
279,1765820241603,2,-1,0,0,0,0,0,0
280,1765820241802,1,-2,1,0,0,0,0,0
281,1765820242018,3,-2,1,0,0,0,0,0
282,1765820242234,3,-3,0,0,0,0,0,0
283,1765820242407,2,-1,1,0,0,0,0,0
284,1765820242604,1,-2,1,0,0,0,0,0
285,1765820242720,3,-3,1,0,0,0,0,0
286,1765820242887,2,-3,-1,0,0,0,0,0
287,1765820243085,4,-2,1,0,0,0,0,0
288,1765820243220,3,-1,1,0,0,0,0,0
289,1765820243503,2,-3,1,0,0,0,0,0
290,1765820243632,2,-3,0,0,0,0,0,0
291,1765820243958,3,-2,1,0,0,0,0,0
292,1765820244039,1,-2,1,0,0,0,0,0
293,1765820244190,4,-4,1,0,0,0,0,0
294,1765820244387,2,-4,1,0,0,0,0,0
295,1765820244486,1,-3,1,0,0,0,0,0
296,1765820244803,2,-3,1,0,0,0,0,0
297,1765820371918,3,-4,0,0,0,0,0,0
298,1765820372051,2,-3,1,0,0,0,0,0
299,1765820372203,1,-3,1,0,0,0,0,0
300,1765820372418,3,-2,1,0,0,0,0,0
301,1765820372584,3,-2,0,0,0,0,0,0
302,1765820372835,3,-3,1,0,0,0,0,0
303,1765820373017,4,-3,0,0,0,0,0,0
304,1765820373250,3,-4,1,0,0,0,0,0
305,1765820373335,1,-3,1,0,0,0,0,0
306,1765820373701,1,-3,0,0,0,0,0,0
307,1765820373800,3,-3,1,0,0,0,0,0
308,1765820374318,5,-3,0,0,0,0,0,0
309,1765820374419,3,-4,1,0,0,0,0,0
310,1765820374601,3,-4,1,0,0,0,0,0
311,1765820374818,1,-2,2,0,0,0,0,0
312,1765820374900,2,-3,1,0,0,0,0,0
313,1765820375100,3,-2,1,0,0,0,0,0
314,1765820375317,3,-3,1,0,0,0,0,0
315,1765820375532,2,-4,1,0,0,0,0,0
316,1765820375701,3,-4,-1,0,0,0,0,0
317,1765820375867,3,-3,1,0,0,0,0,0
318,1765820375984,2,-3,0,0,0,0,0,0
319,1765820376167,4,-4,0,0,0,0,0,0
320,1765820376268,2,-3,0,0,0,0,0,0
321,1765820376367,4,-2,0,0,0,0,0,0
322,1765820376450,2,-3,1,0,0,0,0,0
323,1765820376685,3,-4,1,0,0,0,0,0
324,1765820376902,4,-4,1,0,0,0,0,0
325,1765820377067,6,-5,0,0,0,0,0,0
326,1765820377233,3,-4,0,0,0,0,0,0
327,1765820377334,3,-3,1,0,0,0,0,0
328,1765820377700,2,-4,1,0,0,0,0,0
329,1765820377767,3,-3,-1,0,0,0,0,0
330,1765820378150,1,-2,0,0,0,0,0,0
331,1765820378384,3,-2,0,0,0,0,0,0
332,1765820378584,3,-3,0,0,0,0,0,0
333,1765820378767,4,-2,1,0,0,0,0,0
334,1765820378851,3,-3,0,0,0,0,0,0
335,1765820379067,1,-3,1,0,0,0,0,0
336,1765820379234,4,-2,1,0,0,0,0,0
337,1765820379334,3,-2,2,0,0,0,0,0
338,1765820379650,2,-2,1,0,0,0,0,0
339,1765820379851,3,-2,2,0,0,0,0,0
340,1765820380025,2,-2,0,0,0,0,0,0
341,1765820380149,4,-2,0,0,0,0,0,0
342,1765820380200,2,-3,1,0,0,0,0,0
343,1765820380316,3,-3,1,0,0,0,0,0
344,1765820380399,3,-3,-1,0,0,0,0,0
345,1765820380583,3,-3,0,0,0,0,0,0
346,1765820380834,3,-4,0,0,0,0,0,0
347,1765820381051,2,-2,1,0,0,0,0,0
348,1765820381218,2,-3,1,0,0,0,0,0
349,1765820381383,1,-2,1,0,0,0,0,0
350,1765820381451,2,-3,0,0,0,0,0,0
351,1765820381684,2,-4,1,0,0,0,0,0
352,1765820381751,2,-1,1,0,0,0,0,0
353,1765820382067,2,-2,0,0,0,0,0,0
354,1765820382350,3,-4,0,0,0,0,0,0
355,1765820382534,2,-3,1,0,0,0,0,0
356,1765820382684,3,-4,2,0,0,0,0,0
357,1765820382768,3,-2,0,0,0,0,0,0
358,1765820383001,3,-3,0,0,0,0,0,0
359,1765820383200,4,-3,1,0,0,0,0,0
360,1765820383551,3,-3,1,0,0,0,0,0
361,1765820383684,1,-3,1,0,0,0,0,0
362,1765820383984,2,-3,0,0,0,0,0,0
363,1765820384050,3,-3,0,0,0,0,0,0
364,1765820384434,3,-3,1,0,0,0,0,0
365,1765820384699,3,-2,1,0,0,0,0,0
366,1765820384850,3,-4,1,0,0,0,0,0
367,1765820385000,3,-3,1,0,0,0,0,0
368,1765820385134,3,-4,1,0,0,0,0,0
