index,date,SLACE_1,SLAVE_2,SLAVE_3,SLAVE_4,1,2,3,4
0,1765820039439,0,0,0,0,0,0,0,0
1,1765820040372,0,0,0,0,0,0,0,0
2,1765820041856,0,0,0,0,0,0,0,0
3,1765820043037,0,0,0,0,0,0,0,0
4,1765820043322,0,0,0,0,0,0,0,0
5,1765820044454,0,0,0,0,0,0,0,0
6,1765820046805,0,0,0,0,0,0,0,0
7,1765820051639,0,0,0,0,0,0,0,0
8,1765820054005,0,0,0,0,0,0,0,0
9,1765820054255,0,0,0,0,0,0,0,0
10,1765820056622,0,0,0,0,0,0,0,0
11,1765820064139,0,0,0,0,0,0,0,0
12,1765820216603,0,0,0,0,0,0,0,0
13,1765820216903,0,0,0,0,0,0,0,0
14,1765820217868,0,0,0,0,0,0,0,0
15,1765820218103,0,0,0,0,0,0,0,0
16,1765820224036,0,0,0,0,0,0,0,0
17,1765820224303,0,0,0,0,0,0,0,0
18,1765820226670,0,0,0,0,0,0,0,0
19,1765820227619,0,0,0,0,0,0,0,0
20,1765820227836,0,0,0,0,0,0,0,0
21,1765820230223,0,0,0,0,0,0,0,0
22,1765820233851,0,0,0,0,0,0,0,0
23,1765820236619,0,0,0,0,0,0,0,0
24,1765820241885,0,0,0,0,0,0,0,0
25,1765820242488,0,0,0,0,0,0,0,0
26,1765820503165,0,0,0,0,0,0,0,0
27,1765820505865,0,0,0,0,0,0,0,0
28,1765820506848,0,0,0,0,0,0,0,0
29,1765820508333,0,0,0,0,0,0,0,0
30,1765820516733,0,0,0,0,0,0,0,0
31,1765820517981,0,0,0,0,0,0,0,0
32,1765820519414,0,0,0,0,0,0,0,0
33,1765820525284,0,0,0,0,0,0,0,0
34,1765820526532,0,0,0,0,0,0,0,0
35,1765823863390,0,0,0,0,0,0,0,0
36,1765823863756,0,0,0,0,0,0,0,0
37,1765823864305,0,0,0,0,0,0,0,0
38,1765823864839,0,0,0,0,0,0,0,0
39,1765823865306,0,0,0,0,0,0,0,0
40,1765823866973,0,0,0,0,0,0,0,0
41,1765823867273,0,0,0,0,0,0,0,0
42,1765823868890,0,0,0,0,0,0,0,0
43,1765823869222,0,0,0,0,0,0,0,0
44,1765823870289,0,0,0,0,0,0,0,0
45,1765823871155,0,0,0,0,0,0,0,0
46,1765823871522,0,0,0,0,0,0,0,0
47,1765823872639,0,0,0,0,0,0,0,0
48,1765823872872,0,0,0,0,0,0,0,0
49,1765823873205,0,0,0,0,0,0,0,0
50,1765823873371,0,0,0,0,0,0,0,0
51,1765823874721,0,0,0,0,0,0,0,0
52,1765823874922,0,0,0,0,0,0,0,0
53,1765823875338,0,0,0,0,0,0,0,0
54,1765823875571,0,0,0,0,0,0,0,0
55,1765823876606,0,0,0,0,0,0,0,0
56,1765823877621,0,0,0,0,0,0,0,0
57,1765823877739,0,0,0,0,0,0,0,0
58,1765823877789,0,0,0,0,0,0,0,0
59,1765823878923,0,0,0,0,0,0,0,0
60,1765823880638,0,0,0,0,0,0,0,0
61,1765823882839,0,0,0,0,0,0,0,0
62,1765823882973,0,0,0,0,0,0,0,0
63,1765823883771,0,0,0,0,0,0,0,0
64,1765823884105,0,0,0,0,0,0,0,0
65,1765823884406,0,0,0,0,0,0,0,0
66,1765823886039,0,0,0,0,0,0,0,0
67,1765823886489,0,0,0,0,0,0,0,0
68,1765823886972,0,0,0,0,0,0,0,0
69,1765823887055,0,0,0,0,0,0,0,0
70,1765823887255,0,0,0,0,0,0,0,0
71,1765823888239,0,0,0,0,0,0,0,0
72,1765823889140,0,0,0,0,0,0,0,0
73,1765823890489,0,0,0,0,0,0,0,0
74,1765823971003,0,0,0,0,0,0,0,0
75,1765823971238,0,0,0,0,0,0,0,0
76,1765823972272,0,0,0,0,0,0,0,0
77,1765823972372,0,0,0,0,0,0,0,0
78,1765823973338,0,0,0,0,0,0,0,0
79,1765823973855,0,0,0,0,0,0,0,0
80,1765823974055,0,0,0,0,0,0,0,0
81,1765823974304,0,0,0,0,0,0,0,0
82,1765823974538,0,0,0,0,0,0,0,0
83,1765823975088,0,0,0,0,0,0,0,0
84,1765823975839,0,0,0,0,0,0,0,0
85,1765823976305,0,0,0,0,0,0,0,0
86,1765823977021,0,0,0,0,0,0,0,0
87,1765823977222,0,0,0,0,0,0,0,0
88,1765823979172,0,0,0,0,0,0,0,0
89,1765823980305,0,0,0,0,0,0,0,0
90,1765823980838,0,0,0,0,0,0,0,0
