index,date,INVERSOR_STATE,FAILURE,ALARM,1,2,3,4,5
0,1765820036872,0,0,0,0,0,0,0,0
1,1765820037087,0,0,0,0,0,0,0,0
2,1765820037388,0,0,0,0,0,0,0,0
3,1765820037621,0,0,0,0,0,0,0,0
4,1765820037940,0,0,0,0,0,0,0,0
5,1765820038105,0,0,0,0,0,0,0,0
6,1765820038472,0,0,0,0,0,0,0,0
7,1765820038638,0,0,0,0,0,0,0,0
8,1765820038939,0,0,0,0,0,0,0,0
9,1765820039489,0,0,0,0,0,0,0,0
10,1765820039772,0,0,0,0,0,0,0,0
11,1765820039972,0,0,0,0,0,0,0,0
12,1765820040255,0,0,0,0,0,0,0,0
13,1765820040456,0,0,0,0,0,0,0,0
14,1765820040822,0,0,0,0,0,0,0,0
15,1765820041005,0,0,0,0,0,0,0,0
16,1765820041289,0,0,0,0,0,0,0,0
17,1765820041822,0,0,0,0,0,0,0,0
18,1765820042322,0,0,0,0,0,0,0,0
19,1765820042605,0,0,0,0,0,0,0,0
20,1765820042804,0,0,0,0,0,0,0,0
21,1765820043187,0,0,0,0,0,0,0,0
22,1765820043372,0,0,0,0,0,0,0,0
23,1765820043655,0,0,0,0,0,0,0,0
24,1765820043855,0,0,0,0,0,0,0,0
25,1765820044137,0,0,0,0,0,0,0,0
26,1765820044671,0,0,0,0,0,0,0,0
27,1765820044954,0,0,0,0,0,0,0,0
28,1765820045156,0,0,0,0,0,0,0,0
29,1765820045489,0,0,0,0,0,0,0,0
30,1765820045622,0,0,0,0,0,0,0,0
31,1765820045955,0,0,0,0,0,0,0,0
32,1765820046139,0,0,0,0,0,0,0,0
33,1765820046422,0,0,0,0,0,0,0,0
34,1765820046972,0,0,0,0,0,0,0,0
35,1765820047272,0,0,0,0,0,0,0,0
36,1765820047437,0,0,0,0,0,0,0,0
37,1765820047787,0,0,0,0,0,0,0,0
38,1765820047922,0,0,0,0,0,0,0,0
39,1765820048273,0,0,0,0,0,0,0,0
40,1765820048455,0,0,0,0,0,0,0,0
41,1765820048755,0,0,0,0,0,0,0,0
42,1765820049305,0,0,0,0,0,0,0,0
43,1765820049572,0,0,0,0,0,0,0,0
44,1765820049772,0,0,0,0,0,0,0,0
45,1765820050072,0,0,0,0,0,0,0,0
46,1765820050238,0,0,0,0,0,0,0,0
47,1765820050623,0,0,0,0,0,0,0,0
48,1765820050805,0,0,0,0,0,0,0,0
49,1765820051088,0,0,0,0,0,0,0,0
50,1765820051605,0,0,0,0,0,0,0,0
51,1765820052139,0,0,0,0,0,0,0,0
52,1765820052422,0,0,0,0,0,0,0,0
53,1765820052605,0,0,0,0,0,0,0,0
54,1765820052972,0,0,0,0,0,0,0,0
55,1765820053155,0,0,0,0,0,0,0,0
56,1765820053438,0,0,0,0,0,0,0,0
57,1765820053622,0,0,0,0,0,0,0,0
58,1765820053905,0,0,0,0,0,0,0,0
59,1765820054472,0,0,0,0,0,0,0,0
60,1765820054756,0,0,0,0,0,0,0,0
61,1765820054955,0,0,0,0,0,0,0,0
62,1765820055305,0,0,0,0,0,0,0,0
63,1765820055455,0,0,0,0,0,0,0,0
64,1765820055788,0,0,0,0,0,0,0,0
65,1765820055988,0,0,0,0,0,0,0,0
66,1765820056272,0,0,0,0,0,0,0,0
67,1765820056805,0,0,0,0,0,0,0,0
68,1765820057272,0,0,0,0,0,0,0,0
69,1765820057772,0,0,0,0,0,0,0,0
70,1765820058105,0,0,0,0,0,0,0,0
71,1765820058322,0,0,0,0,0,0,0,0
72,1765820058660,0,0,0,0,0,0,0,0
73,1765820058805,0,0,0,0,0,0,0,0
74,1765820059156,0,0,0,0,0,0,0,0
75,1765820059322,0,0,0,0,0,0,0,0
76,1765820059622,0,0,0,0,0,0,0,0
77,1765820059921,0,0,0,0,0,0,0,0
78,1765820060105,0,0,0,0,0,0,0,0
79,1765820060455,0,0,0,0,0,0,0,0
80,1765820060639,0,0,0,0,0,0,0,0
81,1765820060939,0,0,0,0,0,0,0,0
82,1765820061123,0,0,0,0,0,0,0,0
83,1765820061472,0,0,0,0,0,0,0,0
84,1765820061990,0,0,0,0,0,0,0,0
85,1765820062205,0,0,0,0,0,0,0,0
86,1765820062489,0,0,0,0,0,0,0,0
87,1765820063022,0,0,0,0,0,0,0,0
88,1765820063323,0,0,0,0,0,0,0,0
89,1765820063522,0,0,0,0,0,0,0,0
90,1765820063822,0,0,0,0,0,0,0,0
91,1765820064005,0,0,0,0,0,0,0,0
92,1765820064388,0,0,0,0,0,0,0,0
93,1765820064588,0,0,0,0,0,0,0,0
94,1765820064888,0,0,0,0,0,0,0,0
95,1765820065105,0,0,0,0,0,0,0,0
96,1765820216453,0,0,0,0,0,0,0,0
97,1765820217002,0,0,0,0,0,0,0,0
98,1765820217287,0,0,0,0,0,0,0,0
99,1765820217487,0,0,0,0,0,0,0,0
100,1765820217786,0,0,0,0,0,0,0,0
101,1765820217969,0,0,0,0,0,0,0,0
102,1765820218336,0,0,0,0,0,0,0,0
103,1765820218520,0,0,0,0,0,0,0,0
104,1765820218820,0,0,0,0,0,0,0,0
105,1765820219355,0,0,0,0,0,0,0,0
106,1765820219636,0,0,0,0,0,0,0,0
107,1765820219836,0,0,0,0,0,0,0,0
108,1765820220120,0,0,0,0,0,0,0,0
109,1765820220328,0,0,0,0,0,0,0,0
110,1765820220670,0,0,0,0,0,0,0,0
111,1765820220853,0,0,0,0,0,0,0,0
112,1765820221137,0,0,0,0,0,0,0,0
113,1765820221620,0,0,0,0,0,0,0,0
114,1765820222169,0,0,0,0,0,0,0,0
115,1765820222454,0,0,0,0,0,0,0,0
116,1765820222637,0,0,0,0,0,0,0,0
117,1765820222987,0,0,0,0,0,0,0,0
118,1765820223152,0,0,0,0,0,0,0,0
119,1765820223470,0,0,0,0,0,0,0,0
120,1765820223918,0,0,0,0,0,0,0,0
121,1765820224470,0,0,0,0,0,0,0,0
122,1765820224753,0,0,0,0,0,0,0,0
123,1765820224936,0,0,0,0,0,0,0,0
124,1765820225303,0,0,0,0,0,0,0,0
125,1765820225787,0,0,0,0,0,0,0,0
126,1765820226236,0,0,0,0,0,0,0,0
127,1765820226570,0,0,0,0,0,0,0,0
128,1765820226769,0,0,0,0,0,0,0,0
129,1765820227053,0,0,0,0,0,0,0,0
130,1765820227236,0,0,0,0,0,0,0,0
131,1765820227520,0,0,0,0,0,0,0,0
132,1765820228070,0,0,0,0,0,0,0,0
133,1765820228553,0,0,0,0,0,0,0,0
134,1765820229370,0,0,0,0,0,0,0,0
135,1765820229587,0,0,0,0,0,0,0,0
136,1765820229868,0,0,0,0,0,0,0,0
137,1765820230403,0,0,0,0,0,0,0,0
138,1765820230612,0,0,0,0,0,0,0,0
139,1765820230889,0,0,0,0,0,0,0,0
140,1765820231369,0,0,0,0,0,0,0,0
141,1765820231735,0,0,0,0,0,0,0,0
142,1765820231935,0,0,0,0,0,0,0,0
143,1765820232218,0,0,0,0,0,0,0,0
144,1765820232402,0,0,0,0,0,0,0,0
145,1765820232768,0,0,0,0,0,0,0,0
146,1765820232951,0,0,0,0,0,0,0,0
147,1765820233251,0,0,0,0,0,0,0,0
148,1765820233718,0,0,0,0,0,0,0,0
149,1765820234285,0,0,0,0,0,0,0,0
150,1765820234585,0,0,0,0,0,0,0,0
151,1765820234802,0,0,0,0,0,0,0,0
152,1765820235151,0,0,0,0,0,0,0,0
153,1765820235302,0,0,0,0,0,0,0,0
154,1765820235651,0,0,0,0,0,0,0,0
155,1765820235867,0,0,0,0,0,0,0,0
156,1765820236168,0,0,0,0,0,0,0,0
157,1765820236367,0,0,0,0,0,0,0,0
158,1765820236718,0,0,0,0,0,0,0,0
159,1765820236901,0,0,0,0,0,0,0,0
160,1765820237202,0,0,0,0,0,0,0,0
161,1765820237417,0,0,0,0,0,0,0,0
162,1765820237700,0,0,0,0,0,0,0,0
163,1765820238285,0,0,0,0,0,0,0,0
164,1765820238518,0,0,0,0,0,0,0,0
165,1765820238800,0,0,0,0,0,0,0,0
166,1765820239318,0,0,0,0,0,0,0,0
167,1765820239901,0,0,0,0,0,0,0,0
168,1765820240184,0,0,0,0,0,0,0,0
169,1765820240401,0,0,0,0,0,0,0,0
170,1765820240735,0,0,0,0,0,0,0,0
