index,date,CELL1,CELL2,CELL3,CELL4
0,1782674144509,35,33,30,30
1,1782674146127,35,33,30,30
2,1782674154609,35,33,30,30
3,1782674156476,35,33,30,30
4,1782674167842,35,33,30,30
5,1782674168993,35,33,30,30
6,1782674175209,35,33,30,30
