index,date,ALTITUDE,GROUND_SPEED,FIX
76,1780264221159,65049,0,0
77,1780264221243,65050,0,0
78,1780264222026,65050,0,0
79,1780264223376,65062,0,0
80,1780264223509,65070,0,0
81,1780264223709,65049,0,0
82,1780264223926,65053,0,0
83,1780264224175,65053,0,0
84,1780264224409,65051,0,0
85,1780264224909,65060,0,0
86,1780264225610,65053,0,0
87,1780264226060,65046,0,0
88,1780264226192,65053,0,0
89,1780264227792,65053,0,0
90,1780264228011,65040,0,0
91,1780264228293,65060,0,0
92,1780264228376,65053,0,0
93,1780264229359,65051,0,0
94,1780264230275,65051,0,0
95,1780264230558,65051,0,0
96,1780264231176,65049,0,0
97,1780264231260,65051,0,0
98,1780264231560,65064,0,0
99,1780264233525,0,0,2
100,1780264234392,65055,0,0
101,1780264234525,65058,0,0
102,1780264235342,65058,0,0
103,1780264236041,65051,0,0
104,1780264236376,65049,0,0
105,1780264236875,65059,0,0
106,1780264236992,65049,0,0
107,1780264237525,65060,0,0
108,1780264237858,65058,0,0
109,1780264238308,65060,0,0
110,1780264238925,65060,0,0
111,1780264239175,65062,0,0
112,1780264239258,65055,0,0
113,1780264239758,65060,0,0
114,1780264240125,65062,0,0
115,1780264240908,65066,0,0
116,1780264241208,65068,0,0
117,1780264241825,65064,0,0
118,1780264242809,65066,0,0
119,1780264243176,65060,0,0
120,1780264243628,65060,0,0
121,1780264243925,65066,0,0
122,1780264244042,65068,0,0
123,1780264244542,65055,0,0
124,1780264245375,65070,0,0
125,1780264246309,65062,0,0
126,1780264248708,65064,0,0
127,1780264250358,65062,0,0
128,1780264250725,65062,0,0
129,1780264250891,65068,0,0
130,1780264251225,65070,0,0
131,1780264251341,65060,0,0
132,1780264251425,65066,0,0
133,1780264253075,65058,0,0
134,1780264253457,65062,0,0
135,1780264253624,65064,0,0
136,1780264253941,65070,0,0
137,1780264254641,65064,0,0
138,1780264255274,65070,0,0
139,1780264255391,65068,0,0
140,1780264256374,65064,0,0
141,1780264256874,65060,0,0
142,1780264257625,65066,0,0
143,1780264257657,65070,0,0
144,1780264257741,65062,0,0
145,1780264257941,65062,0,0
146,1780264258191,65062,0,0
147,1780264258558,65062,0,0
148,1780264259424,65072,0,0
149,1780264259558,65066,0,0
150,1780264259591,65053,0,0
151,1780264260290,65070,0,0
152,1780264260591,65070,0,0
153,1780264260674,65066,0,0
154,1780264263224,65070,0,0
155,1780264263357,65070,0,0
156,1780264264058,65074,0,0
157,1780264264223,65066,0,0
158,1780264264507,65070,0,0
159,1780264264958,65066,0,0
160,1780264266940,65070,0,0
161,1780264268374,65072,0,0
162,1780264269091,65072,0,0
163,1780264269741,65072,0,0
164,1780264269942,65076,0,0
165,1780264270490,65066,0,0
166,1780264270657,65074,0,0
167,1780264271358,65068,0,0
168,1780264272458,65072,0,0
169,1780264272623,65074,0,0
170,1780264272757,65070,0,0
171,1780264273174,65072,0,0
172,1780264273740,65074,0,0
173,1780264274157,65073,0,0
174,1780264274523,65072,0,0
175,1780264274574,65074,0,0
176,1780264275390,65074,0,0
177,1780264276090,65072,0,0
178,1780264276223,65070,0,0
179,1780264276390,65070,0,0
180,1780264276423,65070,0,0
181,1780264276506,65070,0,0
182,1780264277623,65074,0,0
183,1780264277707,65074,0,0
184,1780264277906,65080,0,0
185,1780264279023,65076,0,0
186,1780264279273,65070,0,0
187,1780264279390,65068,0,0
188,1780264279556,65066,0,0
189,1780264280006,65078,0,0
190,1780264281172,65072,0,0
191,1780264281790,65064,0,0
192,1780264283925,65070,0,0
193,1780264284256,65074,0,0
194,1780264284472,65066,0,0
195,1780264285172,65076,0,0
196,1780264285622,65070,0,0
197,1780264286289,65074,0,0
198,1780264287605,65070,0,0
199,1780264287939,65074,0,0
200,1780264288422,65074,0,0
