index,date,SPEED_R_MOTOR,TORQUE_R_MOTOR,POWER_R_MOTOR,CURRENT_R_MOTOR,1,2,3,4
271,1762968095501,0,0,0,0,0,0,0,0
272,1762968095618,0,0,0,0,0,0,0,0
273,1762968095718,0,0,0,0,0,0,0,0
274,1762968095834,0,0,0,0,0,0,0,0
275,1762968095934,0,0,0,0,0,0,0,0
276,1762968096051,0,0,0,0,0,0,0,0
277,1762968096151,0,0,0,0,0,0,0,0
278,1762968096267,0,0,0,0,0,0,0,0
279,1762968096835,0,0,0,0,0,0,0,0
280,1762968096916,0,0,0,0,0,0,0,0
281,1762968097149,0,0,0,0,0,0,0,0
282,1762968097366,0,0,0,0,0,0,0,0
283,1762968097483,0,0,0,0,0,0,0,0
284,1762968097616,0,0,0,0,0,0,0,0
285,1762968097700,0,0,0,0,0,0,0,0
286,1762968097833,0,0,0,0,0,0,0,0
287,1762968097917,0,0,0,0,0,0,0,0
288,1762968098033,0,0,0,0,0,0,0,0
289,1762968098151,0,0,0,0,0,0,0,0
290,1762968098366,0,0,0,0,0,0,0,0
291,1762968098466,0,0,0,0,0,0,0,0
292,1762968098583,0,0,0,0,0,0,0,0
293,1762968098699,0,0,0,0,0,0,0,0
294,1762968098799,0,0,0,0,0,0,0,0
295,1762968098915,0,0,0,0,0,0,0,0
296,1762968099016,0,0,0,0,0,0,0,0
297,1762968099132,0,0,0,0,0,0,0,0
298,1762968099232,0,0,0,0,0,0,0,0
299,1762968099348,0,0,0,0,0,0,0,0
300,1762968099798,0,0,0,0,0,0,0,0
301,1762968099898,0,0,0,0,0,0,0,0
302,1762968100015,0,0,0,0,0,0,0,0
303,1762968100115,0,0,0,0,0,0,0,0
304,1762968100231,0,0,0,0,0,0,0,0
305,1762968100347,0,0,0,0,0,0,0,0
306,1762968100580,0,0,0,0,0,0,0,0
307,1762968100680,0,0,0,0,0,0,0,0
308,1762968100797,0,0,0,0,0,0,0,0
309,1762968100897,0,0,0,0,0,0,0,0
310,1762968100997,0,0,0,0,0,0,0,0
311,1762968101114,0,0,0,0,0,0,0,0
312,1762968101213,0,0,0,0,0,0,0,0
313,1762968101346,0,0,0,0,0,0,0,0
314,1762968101446,0,0,0,0,0,0,0,0
315,1762968101546,0,0,0,0,0,0,0,0
316,1762968101663,0,0,0,0,0,0,0,0
317,1762968101796,0,0,0,0,0,0,0,0
318,1762968101979,0,0,0,0,0,0,0,0
319,1762968102096,0,0,0,0,0,0,0,0
320,1762968102213,0,0,0,0,0,0,0,0
321,1762968102329,0,0,0,0,0,0,0,0
322,1762968102447,0,0,0,0,0,0,0,0
323,1762968102662,0,0,0,0,0,0,0,0
324,1762968102779,0,0,0,0,0,0,0,0
325,1762968102978,0,0,0,0,0,0,0,0
326,1762968103094,0,0,0,0,0,0,0,0
327,1762968103211,0,0,0,0,0,0,0,0
328,1762968103328,0,0,0,0,0,0,0,0
329,1762968103428,0,0,0,0,0,0,0,0
330,1762968103527,0,0,0,0,0,0,0,0
331,1762968103677,0,0,0,0,0,0,0,0
332,1762968103761,0,0,0,0,0,0,0,0
333,1762968103860,0,0,0,0,0,0,0,0
334,1762968103977,0,0,0,0,0,0,0,0
335,1762968104077,0,0,0,0,0,0,0,0
336,1762968104194,0,0,0,0,0,0,0,0
337,1762968104294,0,0,0,0,0,0,0,0
338,1762968104410,0,0,0,0,0,0,0,0
339,1762968104510,0,0,0,0,0,0,0,0
340,1762968104627,0,0,0,0,0,0,0,0
341,1762968104744,0,0,0,0,0,0,0,0
342,1762968104844,0,0,0,0,0,0,0,0
343,1762968104961,0,0,0,0,0,0,0,0
344,1762968105076,0,0,0,0,0,0,0,0
345,1762968105177,0,0,0,0,0,0,0,0
346,1762968105292,0,0,0,0,0,0,0,0
347,1762968105510,0,0,0,0,0,0,0,0
348,1762968105610,0,0,0,0,0,0,0,0
349,1762968105759,0,0,0,0,0,0,0,0
350,1762968105943,0,0,0,0,0,0,0,0
351,1762968106043,0,0,0,0,0,0,0,0
352,1762968106159,0,0,0,0,0,0,0,0
353,1762968106276,0,0,0,0,0,0,0,0
354,1762968106426,0,0,0,0,0,0,0,0
355,1762968106610,0,0,0,0,0,0,0,0
356,1762968106726,0,0,0,0,0,0,0,0
357,1762968106943,0,0,0,0,0,0,0,0
358,1762968107043,0,0,0,0,0,0,0,0
359,1762968107392,0,0,0,0,0,0,0,0
360,1762968107492,0,0,0,0,0,0,0,0
361,1762968107624,0,0,0,0,0,0,0,0
362,1762968107725,0,0,0,0,0,0,0,0
363,1762968107926,0,0,0,0,0,0,0,0
364,1762968108042,0,0,0,0,0,0,0,0
365,1762968108158,0,0,0,0,0,0,0,0
366,1762968108391,0,0,0,0,0,0,0,0
367,1762968108490,0,0,0,0,0,0,0,0
368,1762968108590,0,0,0,0,0,0,0,0
369,1762968108924,0,0,0,0,0,0,0,0
370,1762968109241,0,0,0,0,0,0,0,0
371,1762968109890,0,0,0,0,0,0,0,0
372,1762968110023,0,0,0,0,0,0,0,0
373,1762968110123,0,0,0,0,0,0,0,0
374,1762968110456,0,0,0,0,0,0,0,0
375,1762968111322,0,0,0,0,0,0,0,0
376,1762968113103,0,0,0,0,0,0,0,0
377,1762968113204,0,0,0,0,0,0,0,0
378,1762968113321,0,0,0,0,0,0,0,0
379,1762968113437,0,0,0,0,0,0,0,0
380,1762968113536,0,0,0,0,0,0,0,0
381,1762968113686,0,0,0,0,0,0,0,0
382,1762968113870,0,0,0,0,0,0,0,0
383,1762968113986,0,0,0,0,0,0,0,0
384,1762968114202,0,0,0,0,0,0,0,0
385,1762968114320,0,0,0,0,0,0,0,0
386,1762968114636,0,0,0,0,0,0,0,0
387,1762968114752,0,0,0,0,0,0,0,0
388,1762968114869,0,0,0,0,0,0,0,0
389,1762968114969,0,0,0,0,0,0,0,0
390,1762968115085,0,0,0,0,0,0,0,0
391,1762968115185,0,0,0,0,0,0,0,0
392,1762968115302,0,0,0,0,0,0,0,0
393,1762968115519,0,0,0,0,0,0,0,0
394,1762968115635,0,0,0,0,0,0,0,0
395,1762968116067,0,0,0,0,0,0,0,0
396,1762968116184,0,0,0,0,0,0,0,0
397,1762968116284,0,0,0,0,0,0,0,0
398,1762968116417,0,0,0,0,0,0,0,0
399,1762968116517,0,0,0,0,0,0,0,0
400,1762968116618,0,0,0,0,0,0,0,0
401,1762968116733,0,0,0,0,0,0,0,0
402,1762968116835,0,0,0,0,0,0,0,0
403,1762968116951,0,0,0,0,0,0,0,0
404,1762968117084,0,0,0,0,0,0,0,0
405,1762968117167,0,0,0,0,0,0,0,0
406,1762968117283,0,0,0,0,0,0,0,0
407,1762968117417,0,0,0,0,0,0,0,0
408,1762968117501,0,0,0,0,0,0,0,0
409,1762968117735,0,0,0,0,0,0,0,0
410,1762968117833,0,0,0,0,0,0,0,0
411,1762968118049,0,0,0,0,0,0,0,0
412,1762968118166,0,0,0,0,0,0,0,0
413,1762968118267,0,0,0,0,0,0,0,0
414,1762968118415,0,0,0,0,0,0,0,0
415,1762968118616,0,0,0,0,0,0,0,0
416,1762968118832,0,0,0,0,0,0,0,0
417,1762968118932,0,0,0,0,0,0,0,0
418,1762968119033,0,0,0,0,0,0,0,0
419,1762968119248,0,0,0,0,0,0,0,0
420,1762968119415,0,0,0,0,0,0,0,0
421,1762968119483,0,0,0,0,0,0,0,0
422,1762968119698,0,0,0,0,0,0,0,0
423,1762968119815,0,0,0,0,0,0,0,0
424,1762968120031,0,0,0,0,0,0,0,0
425,1762968120132,0,0,0,0,0,0,0,0
426,1762968120247,0,0,0,0,0,0,0,0
427,1762968120365,0,0,0,0,0,0,0,0
428,1762968120697,0,0,0,0,0,0,0,0
429,1762968120814,0,0,0,0,0,0,0,0
430,1762968120914,0,0,0,0,0,0,0,0
431,1762968121015,0,0,0,0,0,0,0,0
432,1762968121131,0,0,0,0,0,0,0,0
433,1762968121229,0,0,0,0,0,0,0,0
434,1762968121363,0,0,0,0,0,0,0,0
435,1762968121581,0,0,0,0,0,0,0,0
436,1762968121680,0,0,0,0,0,0,0,0
437,1762968122014,0,0,0,0,0,0,0,0
438,1762968122113,0,0,0,0,0,0,0,0
439,1762968122229,0,0,0,0,0,0,0,0
440,1762968122445,0,0,0,0,0,0,0,0
441,1762968122562,0,0,0,0,0,0,0,0
442,1762968122679,0,0,0,0,0,0,0,0
443,1762968122829,0,0,0,0,0,0,0,0
444,1762968122913,0,0,0,0,0,0,0,0
445,1762968122995,0,0,0,0,0,0,0,0
446,1762968123112,0,0,0,0,0,0,0,0
447,1762968123212,0,0,0,0,0,0,0,0
448,1762968123329,0,0,0,0,0,0,0,0
449,1762968123445,0,0,0,0,0,0,0,0
450,1762968123545,0,0,0,0,0,0,0,0
451,1762968123813,0,0,0,0,0,0,0,0
452,1762968123995,0,0,0,0,0,0,0,0
453,1762968124096,0,0,0,0,0,0,0,0
454,1762968124210,0,0,0,0,0,0,0,0
455,1762968124311,0,0,0,0,0,0,0,0
456,1762968124545,0,0,0,0,0,0,0,0
457,1762968124661,0,0,0,0,0,0,0,0
458,1762968124861,0,0,0,0,0,0,0,0
459,1762968124978,0,0,0,0,0,0,0,0
460,1762968125094,0,0,0,0,0,0,0,0
461,1762968125194,0,0,0,0,0,0,0,0
462,1762968125312,0,0,0,0,0,0,0,0
463,1762968125445,0,0,0,0,0,0,0,0
464,1762968125527,0,0,0,0,0,0,0,0
465,1762968125678,0,0,0,0,0,0,0,0
466,1762968125761,0,0,0,0,0,0,0,0
467,1762968125860,0,0,0,0,0,0,0,0
468,1762968126076,0,0,0,0,0,0,0,0
469,1762968126192,0,0,0,0,0,0,0,0
470,1762968126293,0,0,0,0,0,0,0,0
471,1762968126426,0,0,0,0,0,0,0,0
472,1762968126526,0,0,0,0,0,0,0,0
473,1762968126742,0,0,0,0,0,0,0,0
474,1762968126844,0,0,0,0,0,0,0,0
475,1762968126944,0,0,0,0,0,0,0,0
476,1762968127060,0,0,0,0,0,0,0,0
477,1762968127178,0,0,0,0,0,0,0,0
478,1762968127293,0,0,0,0,0,0,0,0
479,1762968127726,0,0,0,0,0,0,0,0
480,1762968127842,0,0,0,0,0,0,0,0
481,1762968128058,0,0,0,0,0,0,0,0
482,1762968128159,0,0,0,0,0,0,0,0
483,1762968128276,0,0,0,0,0,0,0,0
484,1762968128492,0,0,0,0,0,0,0,0
485,1762968128591,0,0,0,0,0,0,0,0
486,1762968128741,0,0,0,0,0,0,0,0
487,1762968128824,0,0,0,0,0,0,0,0
488,1762968129041,0,0,0,0,0,0,0,0
489,1762968129258,0,0,0,0,0,0,0,0
490,1762968129373,0,0,0,0,0,0,0,0
491,1762968129490,0,0,0,0,0,0,0,0
492,1762968129590,0,0,0,0,0,0,0,0
493,1762968129740,0,0,0,0,0,0,0,0
494,1762968130143,0,0,0,0,0,0,0,0
495,1762968130257,0,0,0,0,0,0,0,0
496,1762968130391,0,0,0,0,0,0,0,0
497,1762968130474,0,0,0,0,0,0,0,0
498,1762968130573,0,0,0,0,0,0,0,0
499,1762968130705,0,0,0,0,0,0,0,0
500,1762968130806,0,0,0,0,0,0,0,0
501,1762968130922,0,0,0,0,0,0,0,0
502,1762968131039,0,0,0,0,0,0,0,0
503,1762968131139,0,0,0,0,0,0,0,0
504,1762968131689,0,0,0,0,0,0,0,0
505,1762968131805,0,0,0,0,0,0,0,0
506,1762968132022,0,0,0,0,0,0,0,0
507,1762968132238,0,0,0,0,0,0,0,0
508,1762968132371,0,0,0,0,0,0,0,0
509,1762968132688,0,0,0,0,0,0,0,0
510,1762968132838,0,0,0,0,0,0,0,0
511,1762968132888,0,0,0,0,0,0,0,0
512,1762968133105,0,0,0,0,0,0,0,0
513,1762968133438,0,0,0,0,0,0,0,0
514,1762968133771,0,0,0,0,0,0,0,0
515,1762968133887,0,0,0,0,0,0,0,0
516,1762968134088,0,0,0,0,0,0,0,0
517,1762968134203,0,0,0,0,0,0,0,0
518,1762968134437,0,0,0,0,0,0,0,0
519,1762968134669,0,0,0,0,0,0,0,0
520,1762968134786,0,0,0,0,0,0,0,0
521,1762968134986,0,0,0,0,0,0,0,0
522,1762968135303,0,0,0,0,0,0,0,0
523,1762968135420,0,0,0,0,0,0,0,0
524,1762968135519,0,0,0,0,0,0,0,0
525,1762968135853,0,0,0,0,0,0,0,0
526,1762968136218,0,0,0,0,0,0,0,0
527,1762968136651,0,0,0,0,0,0,0,0
528,1762968137901,0,0,0,0,0,0,0,0
529,1762968138067,0,0,0,0,0,0,0,0
530,1762968138301,0,0,0,0,0,0,0,0
531,1762968138434,0,0,0,0,0,0,0,0
532,1762968138518,0,0,0,0,0,0,0,0
533,1762968138650,0,0,0,0,0,0,0,0
534,1762968138801,0,0,0,0,0,0,0,0
535,1762968138950,0,0,0,0,0,0,0,0
536,1762968139067,0,0,0,0,0,0,0,0
537,1762968139165,0,0,0,0,0,0,0,0
538,1762968139400,0,0,0,0,0,0,0,0
539,1762968139517,0,0,0,0,0,0,0,0
540,1762968139616,0,0,0,0,0,0,0,0
541,1762968139766,0,0,0,0,0,0,0,0
542,1762968139883,0,0,0,0,0,0,0,0
543,1762968139966,0,0,0,0,0,0,0,0
544,1762968140165,0,0,0,0,0,0,0,0
545,1762968140382,0,0,0,0,0,0,0,0
546,1762968140498,0,0,0,0,0,0,0,0
547,1762968140632,0,0,0,0,0,0,0,0
548,1762968140764,0,0,0,0,0,0,0,0
549,1762968140882,0,0,0,0,0,0,0,0
550,1762968140948,0,0,0,0,0,0,0,0
551,1762968141048,0,0,0,0,0,0,0,0
552,1762968141264,0,0,0,0,0,0,0,0
553,1762968141365,0,0,0,0,0,0,0,0
554,1762968141515,0,0,0,0,0,0,0,0
555,1762968141614,0,0,0,0,0,0,0,0
556,1762968141747,0,0,0,0,0,0,0,0
557,1762968141830,0,0,0,0,0,0,0,0
558,1762968141930,0,0,0,0,0,0,0,0
559,1762968142147,0,0,0,0,0,0,0,0
560,1762968142246,0,0,0,0,0,0,0,0
561,1762968142364,0,0,0,0,0,0,0,0
562,1762968142479,0,0,0,0,0,0,0,0
563,1762968142581,0,0,0,0,0,0,0,0
564,1762968142713,0,0,0,0,0,0,0,0
565,1762968142830,0,0,0,0,0,0,0,0
566,1762968142914,0,0,0,0,0,0,0,0
567,1762968143129,0,0,0,0,0,0,0,0
568,1762968143246,0,0,0,0,0,0,0,0
569,1762968143346,0,0,0,0,0,0,0,0
570,1762968143463,0,0,0,0,0,0,0,0
571,1762968143563,0,0,0,0,0,0,0,0
572,1762968143696,0,0,0,0,0,0,0,0
573,1762968143813,0,0,0,0,0,0,0,0
574,1762968143930,0,0,0,0,0,0,0,0
575,1762968144229,0,0,0,0,0,0,0,0
576,1762968144345,0,0,0,0,0,0,0,0
