index,date,TEMPERATURE,1,2,3,4,5,6,7
0,1762968053587,65456,0,0,0,0,0,0,0
1,1762968053670,65458,65526,65533,0,0,0,0,0
2,1762968053720,65460,0,0,0,0,0,0,0
3,1762968053753,65465,0,2,0,0,0,0,0
4,1762968053853,65458,0,65534,0,0,0,0,0
5,1762968053919,65456,0,0,0,0,0,0,0
6,1762968053953,65470,65527,1,0,0,0,0,0
7,1762968054036,65470,0,0,0,0,0,0,0
8,1762968054071,65465,0,65534,0,0,0,0,0
9,1762968054185,65468,65526,0,0,0,0,0,0
10,1762968054253,65468,0,0,0,0,0,0,0
11,1762968054319,65468,0,65534,0,0,0,0,0
12,1762968054402,65472,0,0,0,0,0,0,0
13,1762968054537,65478,0,0,0,0,0,0,0
14,1762968054702,65478,10,0,0,0,0,0,0
15,1762968054752,65476,0,0,0,0,0,0,0
16,1762968054836,65476,65527,65535,0,0,0,0,0
17,1762968054886,65480,0,0,0,0,0,0,0
18,1762968054952,65474,65527,65534,0,0,0,0,0
19,1762968055020,65484,0,0,0,0,0,0,0
20,1762968055052,65476,0,65535,0,0,0,0,0
21,1762968055136,65482,0,0,0,0,0,0,0
22,1762968055285,65489,0,0,0,0,0,0,0
23,1762968055418,65490,0,0,0,0,0,0,0
24,1762968055469,65482,0,0,0,0,0,0,0
25,1762968055535,65487,0,0,0,0,0,0,0
26,1762968055652,65491,0,0,0,0,0,0,0
27,1762968055702,65476,0,0,0,0,0,0,0
28,1762968055818,65498,0,0,0,0,0,0,0
29,1762968055935,65500,0,65535,0,0,0,0,0
30,1762968055984,65490,10,0,0,0,0,0,0
31,1762968056034,65492,0,0,0,0,0,0,0
32,1762968056102,65504,0,0,0,0,0,0,0
33,1762968056151,65481,65528,0,0,0,0,0,0
34,1762968056218,65493,0,0,0,0,0,0,0
35,1762968056301,65493,0,65535,0,0,0,0,0
36,1762968056384,65491,0,0,0,0,0,0,0
37,1762968056467,65493,0,0,0,0,0,0,0
38,1762968056634,65494,0,218,0,0,0,0,0
39,1762968056684,65509,0,0,0,0,0,0,0
40,1762968056734,65493,3.32,3.32,3.31,0,0,0,0
41,1762968056817,65494,0,65535,0,0,0,0,0
42,1762968056867,65497,0,0,0,0,0,0,0
43,1762968056917,65492,65528,65535,0,0,0,0,0
44,1762968056984,65501,0,0,0,0,0,0,0
45,1762968057034,65484,65527,65534,0,0,0,0,0
46,1762968057150,65504,0,65534,0,0,0,0,0
47,1762968057234,65492,0,0,0,0,0,0,0
48,1762968057350,65502,0,0,0,0,0,0,0
49,1762968057383,65500,8142,210,0,0,0,0,0
50,1762968057450,65497,0,0,0,0,0,0,0
51,1762968057483,65499,0,218,0,0,0,0,0
52,1762968057584,65501,0,0,0,0,0,0,0
53,1762968057634,65490,0,0,0,0,0,0,0
54,1762968057766,65503,0,0,0,0,0,0,0
55,1762968057866,65492,0,0,0,0,0,0,0
56,1762968057983,65497,0,0,0,0,0,0,0
57,1762968058033,65508,0,65535,0,0,0,0,0
58,1762968058117,65494,3.32,3.32,3.32,0,0,0,0
59,1762968058166,65514,0,0,0,0,0,0,0
60,1762968058216,65503,0,0,0,0,0,0,0
61,1762968058416,65511,0,0,0,0,0,0,0
62,1762968058483,65509,0,65535,0,0,0,0,0
63,1762968058517,65509,65527,0,0,0,0,0,0
64,1762968058599,65503,3.26,3.25,3.26,0,0,0,0
65,1762968058649,65503,0,0,0,0,0,0,0
66,1762968058699,65499,0,65534,0,0,0,0,0
67,1762968058782,65511,0,0,0,0,0,0,0
